"Taxa"	"ivy24"	"ivy29"	"ivy36"	"ivy44"	"ivy46"	"ivy47"	"ivy70"
"chemoheterotrophy"	0.304279716774234	0.328219315895372	0.272384865605205	0.294959085514398	0.324659102737587	0.347730398899587	0.236921256348306
"fermentation"	0.294128704806066	0.305248155600268	0.176739142840838	0.278780685864201	0.308525033829499	0.264282439248051	0.225925743306543
"anaerobic_chemoheterotrophy"	0.294254025941475	0.305248155600268	0.176739142840838	0.278655756137173	0.308212761528052	0.264282439248051	0.22577782160643
"animal_parasites_or_symbionts"	0.0229964283476408	0.00888665325285044	0.228499686126805	0.0697107876819289	0.0100968044134485	0.00953690967446126	0.0647897046496721
"aerobic_chemoheterotrophy"	0.0100256908327589	0.022971160295104	0.0956457227643669	0.016240864513711	0.0165504319766837	0.083447959651536	0.0111434347418766
"human_associated"	0.0225578043737076	0.00871898054996647	0.0160931347372025	0.0144918483353114	0.00999271364629957	0.00953690967446126	0.0647897046496721
"human_gut"	0.0200513816655179	0.00829979879275654	0.0160931347372025	0.0088700106190268	0.00978453211200166	0.00944520861989913	0.033479611459001
"mammal_gut"	0.0200513816655179	0.00829979879275654	0.0160931347372025	0.0088700106190268	0.00978453211200166	0.00944520861989913	0.033479611459001
"human_pathogens_all"	0.00263174384359922	0.000503018108651912	5.70678536780232e-05	0.010743956524455	0.000312272301446862	9.17010545621275e-05	0.0477787091366303
"nitrate_reduction"	0.000438623973933204	0.000251509054325956	5.70678536780232e-05	0.00493472421762758	0.000624544602893723	9.17010545621275e-05	0.0315073221241556
"human_pathogens_gastroenteritis"	6.26605677047434e-05	0	0	0.00431007558248485	0	0	0.022927863517578
"xylanolysis"	0.00557679052572216	0.00117370892018779	0.0014837641956286	0.00168655131488538	0.000416363068595816	0.00183402109124255	0.000838222967309304
"cellulolysis"	0.00206779873425653	0.000335345405767941	5.70678536780232e-05	0.00149915672434256	0.000312272301446862	0	0.000197228933484542
"reductive_acetogenesis"	0.000689266244752177	0.000251509054325956	5.70678536780232e-05	0.000874508089199825	0.000728635370042677	0.000275103163686382	0.000147921700113407
"ureolysis"	0	0.000335345405767941	0	0.0016240864513711	0	0	0
"human_pathogens_diarrhea"	0	0.000335345405767941	0	0.00118683240677119	0	0	4.93072333711355e-05
"human_pathogens_pneumonia"	0	0.000335345405767941	0	0.00106190267974264	0	0	0
"human_pathogens_septicemia"	0	0.000335345405767941	0	0.00106190267974264	0	0	0
"fumarate_respiration"	6.26605677047434e-05	8.38363514419853e-05	0	6.24648635142732e-05	0	0	4.93072333711355e-05
"nitrate_respiration"	6.26605677047434e-05	8.38363514419853e-05	0	6.24648635142732e-05	0	0	4.93072333711355e-05
"nitrogen_respiration"	6.26605677047434e-05	8.38363514419853e-05	0	6.24648635142732e-05	0	0	4.93072333711355e-05
"nitrite_ammonification"	0	0	0	6.24648635142732e-05	0	0	4.93072333711355e-05
"nitrite_respiration"	0	0	0	6.24648635142732e-05	0	0	4.93072333711355e-05
"dark_hydrogen_oxidation"	0	0	0	6.24648635142732e-05	0	0	0
"plant_pathogen"	0	0	0	6.24648635142732e-05	0	0	0
