"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis"	0.314608347627216	0.293285714285714	0.022171363181233	0.159090909090909	0.219062589311232	0.267142857142857	0.227889698528361	0.186847748391708	0.0181558255897069
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium wakonense"	0.0710405946255003	0.266714285714286	0.0308968674009441	0.116781017724414	0.0885967419262646	0.162285714285714	0.192741820260037	0.158541815582559	0.0408863473909936
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri"	0.0354488279016581	0.0634285714285714	0.214704620226005	0.063893653516295	0.0411546156044584	0.0511428571428571	0.0915845120731533	0.0629020729092209	0.481629735525375
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas hypermegale"	0.248713550600343	0.0718571428571429	0.01730796738664	0.05431675242996	0.171620462989426	0.100571428571429	0.0508644092013145	0.14710507505361	0.0140100071479628
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii"	0.0251572327044025	0.049	0.0297525389786869	0.114493996569468	0.124321234638468	0.108285714285714	0.104157736819546	0.0634739099356683	0.0122944960686204
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.00614636935391652	0.0264285714285714	0.00514947790015734	0.0647512864493997	0.0447270648756788	0.0612857142857143	0.0517216745249321	0.0258756254467477	0.00285918513223731
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.015008576329331	0.018	0.000286082105564297	0.0480274442538593	0.0663046584738497	0.0455714285714286	0.0338619802828976	0.040457469621158	0.000285918513223731
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum"	0.0208690680388794	0.0422857142857143	0.00514947790015734	0.0403087478559177	0.0255787367819377	0.0268571428571429	0.0592941848835548	0.0344531808434596	0.00671908506075768
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus"	0.0295883361921098	0.0282857142857143	0.014447146330997	0.0273013150371641	0.0201486138896828	0.0221428571428571	0.0327189598514073	0.0325947105075054	0.013867047891351
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera paucivorans"	0.0197255574614065	0.00757142857142857	0.00286082105564297	0.0254431103487707	0.0774507002000572	0.0252857142857143	0.0147163880554365	0.0428877769835597	0.00243030736240172
