"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"Metabolism|Global and overview maps|Metabolic pathways"	0.148971578827469	0.148814461784211	0.14451630076597	0.148641088715536	0.149474737620107	0.148796016171225	0.146004525206256	0.145720993925651	0.148280875364132
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0627346398358332	0.0625466298012301	0.0608422472763156	0.0624338266396115	0.063152474909454	0.062111601042151	0.0605610191760681	0.060440284029709	0.0631307623811214
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0539519899360972	0.0537023114823206	0.0449780665939478	0.0492218662493719	0.0508999260090634	0.0502102922604808	0.0569799240900997	0.0552704929020395	0.0524811918595415
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0503071743200403	0.0490611172383793	0.0480912868887564	0.0492007173138586	0.0515535885675337	0.0494131221896869	0.0501891985875962	0.0491577033663458	0.050761106497664
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.0495914139274863	0.0495171559832226	0.0485316216833151	0.0497958102231611	0.0508969979236514	0.050073768342778	0.0490122768251266	0.0486096608554091	0.0496157680033931
"Environmental Information Processing|Signal transduction|Two-component system"	0.0382031754939023	0.0404028130001418	0.0528969200219772	0.0422853122131611	0.037863045914413	0.042729362059055	0.0442543210168508	0.0507641829606655	0.0392294185205317
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0302547939767719	0.0302117860247283	0.0284232425238933	0.0297027060016326	0.0309276678759956	0.0301749496856028	0.0296777643985801	0.0298785792256563	0.0301123391622558
"Metabolism|Global and overview maps|Carbon metabolism"	0.0257176797859218	0.0256831259648028	0.0244862529187629	0.0256048115186523	0.0263216377280553	0.0260773397905122	0.0257456930063683	0.0251478435765075	0.0254914119957867
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0237347020267533	0.024856544742436	0.0258300660299419	0.023945856160174	0.0232283919388713	0.0238115439747928	0.0258818780864293	0.0262001534440891	0.0245219771909761
"Metabolism|Nucleotide metabolism|Purine metabolism"	0.015914891275949	0.015845169310817	0.0146422364680911	0.0156059351371217	0.0155585033411837	0.0156137473230276	0.0152788817525809	0.0145642812604799	0.0154418973008084
