"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"chemoheterotrophy"	0.209766782631104	0.272970263949215	0.264799325682422	0.306408590383695	0.27261276863733	0.279016962735408	0.225357684446496	0.306238185255198
"anaerobic_chemoheterotrophy"	0.205901301378688	0.255512863347812	0.200479802891785	0.298201217426989	0.199086829882705	0.26886603445973	0.175117030394936	0.30203738710355
"fermentation"	0.205772452003608	0.255512863347812	0.200479802891785	0.298201217426989	0.199086829882705	0.268799252036864	0.175117030394936	0.30203738710355
"animal_parasites_or_symbionts"	0.0857492591160933	0.058386234547277	0.216300330674966	0.0407632856849737	0.158309060851767	0.0703886737010819	0.214544735280543	0.0259399285864314
"human_associated"	0.0822059013013787	0.0450217173404611	0.0177008364131492	0.01573079816702	0.0308588522396284	0.0313209563242954	0.0462187644227599	0.019533711405167
"aerobic_chemoheterotrophy"	0.00386548125241593	0.0174574006014033	0.0643195227906374	0.00820737295670611	0.0735259387546249	0.0100841458528115	0.0502406540515593	0.00420079815164881
"human_gut"	0.0550831078469269	0.0155362512529235	0.0158853660118006	0.0150468504206279	0.0300716366212706	0.0305195672498998	0.0329003758159161	0.0193236714975845
"mammal_gut"	0.0550831078469269	0.0155362512529235	0.0158853660118006	0.0150468504206279	0.0300716366212706	0.0305195672498998	0.0329003758159161	0.0193236714975845
"human_pathogens_all"	0.046836747841773	0.030654861343134	0.00194514685858782	0.000683947746392176	0.00165315279855152	0.00307199145184987	0.0195819872090723	0.00010501995379122
"nitrate_reduction"	0.0273160675170725	0.0299866354827932	0.00188030862996823	0.000478763422474523	0.0018105959222231	0.00287164418325097	0.0133843212237094	0
"human_pathogens_gastroenteritis"	0.0203582012627239	0.00158703641830939	0.000194514685858782	0.00027357909855687	0.000472329371014721	0.000467476960064111	0.0106810839322213	0
"xylanolysis"	0.000837520938023451	0.000835282325425994	0	0.000478763422474523	0.00188931748405888	0.00260451449178576	0.000923056636117888	0.000735139676538542
"cellulolysis"	0.000579822187862389	0.000835282325425994	0	0	7.87215618357868e-05	0.000934953920128222	0.00019779785059669	0.000420079815164881
"reductive_acetogenesis"	0.000193274062620796	8.35282325425994e-05	6.48382286195941e-05	0.000205184323917653	0.00023616468550736	0.000467476960064111	0.00019779785059669	0.00010501995379122
"respiration_of_sulfur_compounds"	0	0	0	0	0	0	0.000857124019252324	0
"sulfite_respiration"	0	0	0	0	0	0	0.000857124019252324	0
"thiosulfate_respiration"	0	0	0	0	0	0	0.000857124019252324	0
"dark_hydrogen_oxidation"	0.000193274062620796	0	6.48382286195941e-05	0	0.00023616468550736	6.67824228663016e-05	6.59326168655634e-05	0
"human_pathogens_diarrhea"	6.44246875402654e-05	0	0	6.83947746392176e-05	0	0	0	0
"human_pathogens_pneumonia"	6.44246875402654e-05	0	0	6.83947746392176e-05	0	0	0	0
"human_pathogens_septicemia"	6.44246875402654e-05	0	0	6.83947746392176e-05	0	0	0	0
"ureolysis"	6.44246875402654e-05	0	0	6.83947746392176e-05	0	0	0	0
"plant_pathogen"	0	8.35282325425994e-05	0	0	0	0	0	0
