"Taxa"	"marshmallow24"	"marshmallow37"	"marshmallow41"	"marshmallow44"	"marshmallow49"	"marshmallow53"	"marshmallow60"	"marshmallow70"
"Metabolism|Global and overview maps"	0.380122054281959	0.377929291200258	0.375146213938639	0.389469832211085	0.381328539982919	0.383353075186994	0.370355843727575	0.371055027272787
"Metabolism|Carbohydrate metabolism"	0.11001058009335	0.100467910459101	0.0959852027799522	0.110331927989418	0.113777560190696	0.110505404535107	0.115147624576215	0.1033655538669
"Environmental Information Processing|Membrane transport"	0.082497979131411	0.0655735703665183	0.0537515747759301	0.0708058012245107	0.0807725294694729	0.0776248369785419	0.0810176573446952	0.0321614958485059
"Metabolism|Amino acid metabolism"	0.064787622899974	0.0623488709311478	0.0591695218472213	0.0658403679687795	0.0634242049287517	0.0649131488648259	0.060225114747711	0.0572669643500602
"Environmental Information Processing|Signal transduction"	0.0470829461384043	0.0471865077831343	0.0523953454428055	0.0408260494500315	0.0440373597452339	0.0457057996098819	0.0438538305227658	0.0689165752368893
"Cellular Processes|Cellular community - prokaryotes"	0.0416832008457238	0.0483654000133991	0.0509258309218132	0.0397982424302978	0.0424283678498781	0.0411346490225694	0.0426033282683756	0.050304963658408
"Metabolism|Energy metabolism"	0.0366417092871828	0.0373896237602922	0.0393373175511634	0.0369978040686748	0.0368457877504839	0.0366370366276364	0.0380552897511366	0.0367659012413256
"Metabolism|Metabolism of cofactors and vitamins"	0.0313921636275699	0.0346717869729405	0.0362379188793122	0.0357763023036546	0.0348403535479447	0.0329263938216766	0.0345369791662641	0.0348053346421533
"Metabolism|Nucleotide metabolism"	0.0262008767766743	0.0273586255676309	0.0270889408622864	0.0271253302578641	0.0261655563490254	0.0264375470545306	0.0263448834813794	0.0240505324033256
"Metabolism|Lipid metabolism"	0.0194043873103833	0.0199403543346332	0.0209686652745306	0.0193780052328965	0.0190512395323831	0.0196263948941028	0.0208944649374281	0.026635069428309
"Genetic Information Processing|Translation"	0.0190964074606686	0.0212603018706286	0.0210828192367161	0.0203175986948874	0.0185454811940985	0.0192430089464704	0.0163406007256109	0.0182013245939887
"Genetic Information Processing|Replication and repair"	0.0180601426484426	0.0208349515715174	0.0213145971022848	0.018977448380997	0.017647265638966	0.0181565877798986	0.0169480255727872	0.0189290569791384
"Metabolism|Glycan biosynthesis and metabolism"	0.0149069954449122	0.0137573289662326	0.0148388669934751	0.0138805172497825	0.0125491414064299	0.0145820894382151	0.0122455144477698	0.0244700578522583
"Metabolism|Biosynthesis of other secondary metabolites"	0.0130109293178474	0.0137201173405912	0.0135417162593773	0.0123390992413968	0.0120802041615506	0.0128983317387489	0.0111310504533256	0.0169530950509141
"Metabolism|Metabolism of other amino acids"	0.0125316368930864	0.0130137112952962	0.0128753368323912	0.0130588238689555	0.0129082143180486	0.012701258296627	0.0141846743655532	0.0128927644556988
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0131317578136087	0.0123197890375524	0.0121048595605029	0.0134946043529445	0.0135671458963201	0.0131070848323334	0.0155358307960178	0.0102680194465139
"Human Diseases|Drug resistance: Antimicrobial"	0.0106343696043026	0.0108742945294312	0.0113883299070195	0.0109222208771102	0.0114636951261427	0.0106180470423648	0.0143781187875066	0.0117192699246369
"Genetic Information Processing|Folding, sorting and degradation"	0.0101536484033882	0.0124741574980988	0.0135631271308328	0.0113429980939937	0.0106342909155326	0.0103960280685994	0.0101797718148124	0.0121012761807876
"Metabolism|Metabolism of terpenoids and polyketides"	0.00958463086329549	0.00942543000274946	0.0100391739215076	0.0099224762248359	0.00956666767310459	0.0104017390095152	0.0108687942929533	0.00836694983157205
"Cellular Processes|Cell growth and death"	0.00712389120541867	0.00955646605170152	0.0109339651000349	0.00728443884968731	0.00689867297685653	0.00718302884331903	0.00577830183390471	0.011722563748824
"Cellular Processes|Cell motility"	0.00557330355873791	0.00915663868965621	0.0116604701422395	0.0050822493361193	0.00586628435128026	0.00512366884383006	0.00942417164754108	0.00916618125907846
"Human Diseases|Infectious diseases: Bacterial"	0.00520592355214369	0.00503705750691886	0.00558993492003395	0.00471284338589969	0.00457471208384853	0.00509687204851549	0.00673063097335759	0.00662557889250807
"Organismal Systems|Endocrine system"	0.00358436014892291	0.00451194199615594	0.00460196027840276	0.00403822367255016	0.00375879132563748	0.00379740696901346	0.0035718656111187	0.0047188462995357
"Human Diseases|Cancers: Overview"	0.00223728845820898	0.00280721565776456	0.0030095374797767	0.00248745023672005	0.00251518413553717	0.00235256907339184	0.00322517553906666	0.00303360582488687
"Human Diseases|Drug resistance: Antineoplastic"	0.00202410160651104	0.00262567562115069	0.00287253486172781	0.00220375363221321	0.00203041274847387	0.00204873342156564	0.00195148042289133	0.00225757582553384
"Cellular Processes|Transport and catabolism"	0.00234601269312651	0.00182802486030201	0.00185167331656226	0.0015434580741946	0.00137513063173619	0.00211157317900485	0.0016021278209152	0.00514567879631839
"Organismal Systems|Aging"	0.0014477992980326	0.00200353195075181	0.00222929311648973	0.00158074450849737	0.00155071285796807	0.00143868187911117	0.00216164815310766	0.00227181656550032
"Human Diseases|Endocrine and metabolic diseases"	0.00137230789708888	0.00188614726877826	0.00207136912328752	0.00163962771700605	0.00152261169849447	0.00146555371624113	0.0015243589865258	0.00186485292973366
"Organismal Systems|Immune system"	0.00143801793458814	0.00152943485417265	0.00176999946894304	0.00155904263476399	0.00144148693390696	0.00152447059808982	0.0012496948856362	0.00251497109537795
"Organismal Systems|Environmental adaptation"	0.00114203325525675	0.00153549542399978	0.00177696560366931	0.00114263069899868	0.0010628093375582	0.00116861842805703	0.00119310813902629	0.00189214592681134
"Human Diseases|Cardiovascular diseases"	0.00103872543156814	0.00123843790660389	0.00145721418585802	0.00104736483668157	0.000948365210344773	0.00107151690659658	0.00107187861069445	0.0020430003635872
"Genetic Information Processing|Transcription"	0.00123896415419142	0.00121224801140469	0.00111583912468713	0.00128289641638033	0.0012195786990436	0.00123214132478113	0.000993600999353391	0.000825985026164413
"Organismal Systems|Nervous system"	0.0010098731508756	0.00106832371203662	0.00108853041346573	0.000841637069689905	0.000815407230275038	0.000945526873861393	0.00106944497534896	0.00150580552955681
"Human Diseases|Neurodegenerative diseases"	0.000421411728781232	0.00133155803076055	0.00180104107450807	0.000649427970921509	0.000658409572433553	0.000476889442952514	0.000988901214208457	0.00139148492190555
"Human Diseases|Cancers: Specific types"	0.000535334926090141	0.000811053652801001	0.00098058685150788	0.000664468040682766	0.000660135298693378	0.000578312337919665	0.000949026936785301	0.000801017055433602
"Organismal Systems|Digestive system"	0.000415211196021194	0.000762691569923358	0.000812354882648143	0.000527079525034069	0.000454307031485543	0.000458055241115075	0.00048553684681752	0.000808894385695719
"Human Diseases|Infectious diseases: Viral"	0.000266450340904389	0.000697238619893761	0.0008898385620362	0.000413986354676949	0.000367713042637575	0.000310611012125961	0.00034495355648374	0.000651966609727774
"Human Diseases|Infectious diseases: Parasitic"	8.197842904071e-05	0.000375343152018977	0.000433859672305778	0.00012335446337625	0.000113971112782584	9.44517690826894e-05	0.000249049672934027	0.000410848377143588
"Human Diseases|Immune diseases"	0.00014722438915569	0.000229594359832977	0.000245736235637576	0.000167661555685159	0.000181181173977449	0.000147078076683007	0.000228819948546427	0.000308535292201202
"Organismal Systems|Excretory system"	0.000301606408207055	0.000151293301100121	0.000150990235203649	0.000165440350097232	0.000155690478902128	0.000264570270737951	0.000244356626376428	0.000193729216195985
"Human Diseases|Substance dependence"	6.28596923700195e-05	0.000348195735132448	0.000359665303910313	9.43614163731214e-05	8.35328599288928e-05	5.90954296163371e-05	5.23163709340048e-05	0.000218099035134067
"Organismal Systems|Circulatory system"	6.57069955087311e-06	0.000228392428533675	0.000316734173576189	6.84138541636263e-05	5.31806583227054e-05	2.44532812205533e-05	3.08030969050682e-05	0.000209331182283726
"Environmental Information Processing|Signaling molecules and interaction"	3.37191613459886e-05	8.25852057398393e-05	0.000115606640370643	4.3580766725356e-05	3.60928283254177e-05	3.78637711597615e-05	1.98213018660038e-05	9.13507737203392e-05
"Metabolism|Chemical structure transformation maps"	2.19023318362437e-06	7.02922636472764e-05	0.000102917760800988	2.25122511564069e-05	1.73624882069292e-05	8.15109374018442e-06	1.04186945414201e-05	6.86996530086185e-05
"Organismal Systems|Development"	8.80160849362194e-06	3.09866806484317e-06	6.0222545548065e-06	7.90225958959592e-06	4.55650484160682e-06	1.16444196288349e-05	1.10935523067473e-06	2.82031499609415e-05
"Cellular Processes|Cellular community - eukaryotes"	0	0	0	0	1.01051518664667e-07	0	0	0
