"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"Metabolism|Global and overview maps"	0.377100788088147	0.384022479229862	0.369722710095695	0.380970510447845	0.368876395242174	0.37393044310989	0.367892089347954	0.392457391868892
"Metabolism|Carbohydrate metabolism"	0.119691518397051	0.114508180831222	0.0968137166867938	0.111576725026619	0.102232230704913	0.113774754550886	0.102683278036905	0.116084544158597
"Metabolism|Amino acid metabolism"	0.0608678951362263	0.0626794773198999	0.059207475367944	0.0629463890750222	0.057085981331616	0.0597721382369428	0.0574897848154657	0.0667262438653234
"Environmental Information Processing|Membrane transport"	0.0821596255818791	0.0708633384564798	0.0460760524893829	0.064642406448746	0.0394514962445564	0.0594147404866663	0.041058122491506	0.0774868920439653
"Environmental Information Processing|Signal transduction"	0.045558590299789	0.0454548483112696	0.0611798172061968	0.0520084357266661	0.0669194687611592	0.0578460770287254	0.0658852618219902	0.0381753462123973
"Cellular Processes|Cellular community - prokaryotes"	0.0430803016923876	0.0432787322619764	0.0545207973907174	0.0429028129178344	0.0529606793228579	0.0441872992678508	0.0524978667412356	0.0389999094099171
"Metabolism|Energy metabolism"	0.0357187892017464	0.0359596439627078	0.0365324090391311	0.0361429397075666	0.0368407343930991	0.0358725806095373	0.036567143072401	0.0356933080293917
"Metabolism|Metabolism of cofactors and vitamins"	0.0355117927605463	0.036764289222233	0.0347685857735934	0.0341109896303668	0.0346933533188529	0.0335325882399978	0.0344001634890503	0.0366578850916607
"Metabolism|Nucleotide metabolism"	0.0259686910601734	0.0264229111285811	0.0249372352397964	0.0255664465730465	0.0240206161312857	0.0248721797946721	0.0241340880319207	0.0269451948349764
"Metabolism|Lipid metabolism"	0.0199182855946408	0.0198664603700614	0.0233075226159227	0.0217914058269985	0.0252006971765039	0.0240287326471644	0.0252383275708555	0.0184983125468383
"Genetic Information Processing|Translation"	0.0183097354169322	0.0195033311137393	0.0197728947822901	0.018764339517345	0.0184213431949434	0.0181577722657511	0.0182374483189767	0.0200897506319457
"Genetic Information Processing|Replication and repair"	0.0169819243806657	0.0178371899782381	0.0201951584527568	0.0179033509459172	0.0189629538255955	0.0176449653117	0.0190607422438037	0.0177924122590653
"Metabolism|Glycan biosynthesis and metabolism"	0.0135996116547138	0.0151212113267817	0.0181968783751106	0.0178100244234132	0.0215918740069112	0.0199039327615343	0.0214041541342783	0.0127849265033212
"Metabolism|Biosynthesis of other secondary metabolites"	0.0117708194645885	0.0124313435936808	0.0162560690625202	0.0140983969320596	0.0162648883826445	0.0146772716629108	0.0164617909014844	0.0116830109787349
"Metabolism|Metabolism of other amino acids"	0.0125746135429168	0.0127180222904051	0.0130170927160231	0.0127657931040318	0.0128239076881433	0.0125798303737377	0.0130100055567013	0.012984624571279
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0119405215614456	0.0114524724262652	0.0115061109143817	0.0120591097234858	0.0107825022069679	0.0115170284712101	0.0109887275563535	0.0130554004317691
"Human Diseases|Drug resistance: Antimicrobial"	0.0119706914294397	0.0114002214673301	0.0107653741932412	0.0112084514387339	0.0114490576034092	0.011690700238142	0.0116399776263252	0.0108346359166272
"Genetic Information Processing|Folding, sorting and degradation"	0.0102191647686862	0.0110485893032949	0.0130014985013956	0.0105967430581205	0.0123952902829433	0.0106078523913551	0.0121472827983617	0.0107121283804918
"Cellular Processes|Cell growth and death"	0.00664332310643851	0.00740493829096131	0.0114795997629322	0.00819111662776969	0.0116390268550656	0.00891543168356057	0.0113520638292375	0.00620192566179972
"Metabolism|Metabolism of terpenoids and polyketides"	0.00898767418129879	0.00866661149304087	0.00865652766338902	0.00898850663539581	0.00834287884224109	0.00864526451555342	0.00837219202009005	0.00935686413049296
"Cellular Processes|Cell motility"	0.00580931559849067	0.00540918612862522	0.0113179957998691	0.00538197566961119	0.0102965840732205	0.0059602427805608	0.0103829176447411	0.00335002823540258
"Human Diseases|Infectious diseases: Bacterial"	0.00459724301852842	0.00474756339578122	0.00589975155689615	0.00522431714698076	0.00624678457961762	0.00553697991285436	0.00640472632630445	0.00413015454266828
"Organismal Systems|Endocrine system"	0.0038422063933003	0.00392868016138945	0.00489520060381849	0.00405060948295124	0.00469721781326128	0.00436593408482688	0.00472128088471788	0.00385356568994859
