"ID"	"Function"
"fpt39"	"D-Glucose (Glucose) -- Consumption"
"fpt40"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"fpt41"	"D-Lyxose (L-Lyxose) -- Consumption"
"fpt42"	"D-Mannitol (Mannitol) -- Consumption"
"fpt43"	"D-Mannose (Mannose) -- Consumption"
"fpt44"	"D-Psicose -- Consumption"
"fpt45"	"D-Ribose (Ribose) -- Consumption"
"fpt46"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"fpt47"	"D-Tagatose -- Consumption"
"fpt48"	"D-Tagaturonate -- Consumption"
"fpt49"	"D-Xylose (Xylose) -- Consumption"
"fpt50"	"Deoxycholic acid -- Production"
"fpt51"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"fpt52"	"Dimethylamine -- Production"
"fpt53"	"Ethanol -- Production"
"fpt54"	"Folic acid (Folate, Vitamin B9) -- Consumption"
"fpt55"	"Folic acid (Folate, Vitamin B9) -- Production"
"fpt56"	"Formaldehyde -- Production"
"fpt57"	"Formate -- Consumption"
"fpt58"	"Formate -- Production"
"fpt59"	"FOS (Fructooligosaccharide) -- Consumption"
"fpt60"	"Fructan (Inulin, Levan) -- Macromolecule"
"fpt61"	"Fumarate -- Consumption"
"fpt62"	"Fumarate -- Production"
"fpt63"	"Galactan -- Macromolecule"
"fpt64"	"Glycerol -- Consumption"
"fpt65"	"H2 (Hydrogen) -- Consumption"
"fpt66"	"H2 (Hydrogen) -- Production"
"fpt67"	"H2O2 -- Production"
"fpt68"	"Hemicellulose, not specified -- Macromolecule"
"fpt69"	"Hippurate -- Consumption"
"fpt70"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"fpt71"	"Indole-3-acetate (Indoleacetate) -- Production"
"fpt72"	"Indole -- Production"
"fpt73"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"fpt74"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"fpt75"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"fpt76"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"fpt77"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"fpt78"	"L-Arginine (Arginine) -- Consumption"
"fpt79"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"fpt80"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"fpt81"	"L-Fucose -- Consumption"
"fpt82"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"fpt83"	"L-Idonate -- Consumption"
"fpt84"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"fpt85"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"fpt86"	"L-Leucine (Leucine) -- Consumption"
"fpt87"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"fpt88"	"L-Methionine (D-Methionine) -- Consumption"
"fpt89"	"L-Ornithine (Ornithine) -- Production"
"fpt90"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"fpt91"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"fpt92"	"L-Serine (Serine, D-Serine) -- Consumption"
"fpt93"	"L-Threonine (Threonine) -- Production"
"fpt94"	"L-Tyrosine (Tyrosine) -- Consumption"
"fpt95"	"L-Valine (Valine, D-Valine) -- Consumption"
"fpt96"	"Lactose -- Consumption"
"fpt97"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt98"	"Lipoic acid (Lipoate) -- Consumption"
"fpt99"	"Lithocholic acid -- Production"
"fpt100"	"Maltose -- Consumption"
"fpt101"	"Mannan -- Macromolecule"
"fpt102"	"Melibiose -- Consumption"
"fpt103"	"Menaquinone (Vitamin K2) -- Production"
"fpt104"	"Methanol -- Production"
"fpt105"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt106"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt107"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"fpt108"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt109"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt110"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt111"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt112"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt113"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt114"	"Nitrate (NO3-) -- Consumption"
"fpt115"	"Nitrite (NO2-) -- Consumption"
"fpt116"	"Oxaloacetate -- Consumption"
"fpt117"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt118"	"Pectin -- Macromolecule"
"fpt119"	"Pentanol -- Production"
"fpt120"	"Phenylacetate -- Production"
"fpt121"	"Phenylethylamine -- Production"
"fpt122"	"Polypeptide -- Macromolecule"
"fpt123"	"Propanoate (Propionate) -- Consumption"
"fpt124"	"Propanoate (Propionate) -- Production"
"fpt125"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt126"	"Putrescine -- Production"
"fpt127"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt128"	"Pyruvate -- Consumption"
"fpt129"	"Pyruvate -- Production"
"fpt130"	"Raffinose -- Consumption"
"fpt131"	"Riboflavin (Vitamin B2) -- Consumption"
"fpt132"	"Riboflavin (Vitamin B2) -- Production"
"fpt133"	"Spermidine -- Production"
"fpt134"	"Stachyose -- Consumption"
"fpt135"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt136"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt137"	"Succinate -- Production"
"fpt138"	"Sucrose -- Consumption"
"fpt139"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt140"	"Tauro-b-muricholic acid -- Consumption"
"fpt141"	"Taurocholate -- Consumption"
"fpt142"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt143"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt144"	"Thiosulfate -- Consumption"
"fpt145"	"Trehalose -- Consumption"
"fpt146"	"Triglyceride -- Macromolecule"
"fpt147"	"Trimethylamine -- Production"
"fpt148"	"Tyramine -- Production"
"fpt149"	"Urea -- Consumption"
"fpt150"	"Urea -- Production"
"fpt151"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt152"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt153"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt154"	"Xylan -- Macromolecule"
