identifier,depth,mean_coverage,steps_remaining,sample_id,extract_id,sequence_id,subject,subject_certainty,subject_studbook_id,subject_sex,subject_dam_id,subject_sire_id,subject_birth_location,subject_age,subject_day,collection_day,collection_date,environment_holding,bristol_min,bristol_max,repro_warb_status,environment_pair_access,supplement_probiotic,supplement_steroid,supplement_fiber,supplement_antibiotic,supplement_antidiarrheal,diet_name,diet_Total_total,diet_Protein_total,diet_Fat_total,diet_CHO_by_diff_total,diet_Ash_total,diet_Total_dry_matter,diet_Total_kcal,diet_Foods_biscuit_rotation,diet_Foods_invertebrate_misc,diet_Foods_mazuri_enrich_gum_arabic_5b35,diet_Foods_protein_rotation,diet_Foods_seasonal_vegetables,diet_Foods_egg_whole_cooked_meat_prep,diet_Foods_potato_sweet,diet_Foods_bean_green_fresh,diet_Foods_carrot,diet_Foods_pumpkin_canned,diet_Foods_egg_whole_raw_meat_prep,diet_Foods_seasonal_vegetables_root,diet_Foods_seasonal_vegetables_non_root,diet_Foods_egg_white_only_cooked,diet_Foods_potato_sweet_cooked,diet_Foods_celery,diet_Foods_lettuce_romaine,diet_Foods_ohdz_oatmeal_gel,diet_Protein_taurine,diet_Protein_methionine,diet_Fat_omega_3_ala__epa__dha,diet_Fat_omega_6_la__gla__aa,diet_CHO_by_diff_starch,diet_CHO_by_diff_ndf,diet_CHO_by_diff_adf,diet_CHO_by_diff_crude_fiber,diet_CHO_by_diff_tdf,diet_Ash_calcium,diet_Ash_phosphorus,diet_Ash_potassium,diet_Ash_magnesium,diet_Ash_copper,diet_Ash_iron,diet_Ash_zinc,diet_Ash_manganese,diet_Ash_iodine,diet_Ash_ca_p,diet_Vitamins_vit_a_iu,diet_Vitamins_vit_d3,diet_Vitamins_vit_e,diet_Vitamins_vit_k,diet_Vitamins_vit_b1_thiamin,diet_Vitamins_vit_b2_riboflavin,diet_Vitamins_vit_b3_niacin,diet_Vitamins_choline,diet_Vitamins_vit_b5_pantothenic_acid,diet_Vitamins_vit_b6_pyridoxine,diet_Vitamins_vit_b7_biotin,diet_Vitamins_folic_acid,diet_Vitamins_vit_b12,diet_Vitamins_vit_c,diet_Vitamins_beta_carotene,diet_Vitamins_lycopene,extract_date,extract_by,extract_kit,extract_qc_conc,library_id,library_tube,library_barcode,library_qc2_conc,library_workflow,library_kit,seq_run_id,seq_run_date,seq_run_flow_cell
hdz-013-s8,26733,0.972,sample extracted and sequenced,hdz-013,hdz-013-e1,hdz-013-s8,culi,yes,2652,m,2418,2408,akron,10,culi_1,1,2023-10-26,old,3,5,estrus,y,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2023-11-10,sa,quick-dna fecal/soil microbe,42,hdz1,8,1600000000,2.13,NA,NA,NA,NA,NA
hdz-014-s18,26670,0.9659,sample extracted and sequenced,hdz-014,hdz-014-e1,hdz-014-s18,culi,yes,2652,m,2418,2408,akron,10,culi_2,2,2023-10-27,old,3,6,estrus,y,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2023-11-10,sa,quick-dna fecal/soil microbe,22,hdz1,18,16e18,1.89,NA,NA,NA,NA,NA
hdz-021-s7,14625,0.9717,sample extracted and sequenced,hdz-021,hdz-021-e1,hdz-021-s7,culi,yes,2652,m,2418,2408,akron,10,culi_3,3,2023-10-28,old,3,3,estrus,y,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2024-01-10,sa,quick-dna fecal/soil microbe,19,hdz1,7,160000000,2.93,NA,NA,NA,NA,NA
hdz-011-s10,7848,0.9717,sample extracted and sequenced,hdz-011,hdz-011-e1,hdz-011-s10,culi,yes,2652,m,2418,2408,akron,10,culi_4,4,2023-10-29,old,3,3,estrus,y,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2023-11-10,sa,quick-dna fecal/soil microbe,45,hdz1,10,160000000000,6.3,NA,NA,NA,NA,NA
hdz-018-s30,659,0.9723999999999999,sample extracted and sequenced,hdz-018,hdz-018-e1,hdz-018-s30,culi,yes,2652,m,2418,2408,akron,10,culi_5,5,2023-10-30,old,3,3,anestrus,n,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2023-11-15,sa,quick-dna fecal/soil microbe,9.3,hdz2,7,160000000,6,NA,NA,NA,NA,NA
hdz-010-s23,16072,0.968,sample extracted and sequenced,hdz-010,hdz-010-e1,hdz-010-s23,culi,yes,2652,m,2418,2408,akron,10,culi_6,6,2023-10-31,old,3,3,anestrus,n,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2024-01-10,sa,quick-dna fecal/soil microbe,11,hdz1,23,1.5999999999999999e+24,3.91,NA,NA,NA,NA,NA
hdz-016-s21,16308,0.9690000000000001,sample extracted and sequenced,hdz-016,hdz-016-e1,hdz-016-s21,culi,yes,2652,m,2418,2408,akron,10,culi_7,7,2023-11-01,old,3,3,anestrus,n,0,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2024-01-17,sa/mb,quick-dna fecal/soil microbe,22,hdz1,21,16e21,2.83,NA,NA,NA,NA,NA
hdz-024-s19,9474,0.9684,sample extracted and sequenced,hdz-024,hdz-024-e1,hdz-024-s19,culi,yes,2652,m,2418,2408,akron,10,culi_8,8,2023-11-02,old,3,6,anestrus,n,0.5,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2024-01-17,sa/mb,quick-dna fecal/soil microbe,23,hdz1,19,16e19,8.7,NA,NA,NA,NA,NA
hdz-026-s15,15353,0.9686,sample extracted and sequenced,hdz-026,hdz-026-e1,hdz-026-s15,culi,yes,2652,m,2418,2408,akron,10,culi_8,8,2023-11-02,old,3,6,anestrus,n,0.5,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2024-01-17,sa/mb,quick-dna fecal/soil microbe,28,hdz1,15,16e15,3.05,NA,NA,NA,NA,NA
hdz-022-s31,1132,0.9670000000000001,sample extracted and sequenced,hdz-022,hdz-022-e1,hdz-022-s31,culi,yes,2652,m,2418,2408,akron,10,culi_9,9,2023-11-03,old,3,3,anestrus,n,0.5,0,0,0,0,baseline,0.544791666666667,0.685956261387312,0.634766707505959,0.285871846515002,0.998439700099116,0.551644830827068,0.967741935483871,0.252390057361377,0.191204588910134,0.229445506692161,0.0401529636711281,0.286806883365201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.454976580206497,1,1,0.879691026417383,0.765621381384262,0.97470498664321,0.573842592592593,0.378984982426244,0.967825397512897,1,0.880735552524143,0.440863212055545,1,1,1,1,1,0.810530413640056,0.22584346345073,0.98117650587953,0.799842504286006,0.962909678563686,0.984245254594757,0.942196461530096,1,0.519426653049266,0.938196328931148,0.957907130767533,1,1,0.563437044968952,0.93065718199463,0.182592018318613,0.324852588650924,2024-01-10,sa,quick-dna fecal/soil microbe,11,hdz2,8,1600000000,5.7,NA,NA,NA,NA,NA
