"Taxa"	"charles41"	"charles46"	"charles49"	"charles50"	"charles51"	"charles55"	"charles57"
"Metabolism|Global and overview maps"	0.367823668104577	0.394333376557567	0.37041312967393	0.392931300991002	0.383804973071741	0.389215446209466	0.37646056413936
"Metabolism|Carbohydrate metabolism"	0.106984353929829	0.104900377735343	0.116297814008086	0.111162635947658	0.106755869627418	0.110548166347324	0.0931369807371876
"Environmental Information Processing|Membrane transport"	0.0431494048436885	0.0608134111312819	0.0879392027790999	0.0684158106588108	0.0691433577174771	0.0690725125954344	0.0413929734804526
"Metabolism|Amino acid metabolism"	0.0571351479957096	0.0646121435692613	0.0581471941174921	0.0675006347668493	0.0640149963459083	0.066549033204511	0.0582316083232968
"Environmental Information Processing|Signal transduction"	0.0662895248794071	0.0354403944901028	0.0430539679976048	0.0378893302883545	0.0441871628075265	0.039178539544906	0.0551981927809751
"Cellular Processes|Cellular community - prokaryotes"	0.05051438274651	0.0358507624742521	0.0428120771874383	0.0379220484044118	0.0423195642916655	0.0356700363949929	0.0504854245306245
"Metabolism|Energy metabolism"	0.0371572236939078	0.0393082229525787	0.0374794057364662	0.0372293497058744	0.0378559962764447	0.0375066320447121	0.0394440806635815
"Metabolism|Metabolism of cofactors and vitamins"	0.0351004975571664	0.0375744494917863	0.034914951491561	0.0369002515817307	0.0352585947948591	0.0354287591711541	0.0373961183648811
"Metabolism|Nucleotide metabolism"	0.0242172959527293	0.0309337186366032	0.0238123519493466	0.0264428574379521	0.0268871723421026	0.0278085245062307	0.0276393252641009
"Metabolism|Lipid metabolism"	0.0248737205444293	0.0197789404321381	0.0214320455030042	0.0196486954208187	0.0199869018994708	0.0199551750952789	0.0224815100868711
"Genetic Information Processing|Translation"	0.0183673020341273	0.0243260589324637	0.0154932865572076	0.0194399188715832	0.0201276876008561	0.0213921935467537	0.0219806286201728
"Genetic Information Processing|Replication and repair"	0.0187578231664888	0.02279722968898	0.0163497714333913	0.0185043766856459	0.0194162308313515	0.0200779595837949	0.0222203428112566
"Metabolism|Glycan biosynthesis and metabolism"	0.0198992043235023	0.0173194957807467	0.0107934502946081	0.0129767263959173	0.0137959047052709	0.0147746046394223	0.0179762963169424
"Metabolism|Metabolism of other amino acids"	0.0128974472894608	0.0125662094691735	0.01366728414817	0.0138663719996171	0.0130375318331861	0.0133614255601324	0.0126308851251436
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0110571758619788	0.0106823224680963	0.0157055566097274	0.0155985058208626	0.0140374171261541	0.0142035897882632	0.0107362898901309
"Metabolism|Biosynthesis of other secondary metabolites"	0.0151756035762948	0.0123368706236466	0.0114703143952237	0.0122269523908155	0.0125101162459006	0.013426502404026	0.0143711577844475
"Genetic Information Processing|Folding, sorting and degradation"	0.0119041940848783	0.0125601484480362	0.00935597658729118	0.0111607850211772	0.0116224526540322	0.0115015591575812	0.0143879906120791
"Human Diseases|Drug resistance: Antimicrobial"	0.0116658555397953	0.0119080904714309	0.0130063675171704	0.0111013376867855	0.0112348899827492	0.0107296016021352	0.0115409575061608
"Metabolism|Metabolism of terpenoids and polyketides"	0.00849377115674467	0.0096773095205903	0.0091884110792655	0.00986676629787082	0.00972320948330487	0.0100470236989679	0.00959750934576686
"Cellular Processes|Cell growth and death"	0.011151613165412	0.00822286068694468	0.00511763272880785	0.0063666369063041	0.00786430854176973	0.00728446364368439	0.0120320030153138
"Cellular Processes|Cell motility"	0.00959890340974538	0.00397343703948253	0.0127854962583156	0.0057954159933999	0.00735423350679449	0.00406243906749675	0.0113548544346274
"Human Diseases|Infectious diseases: Bacterial"	0.00639509313880608	0.00484160207365801	0.00797775952307778	0.00517414146284602	0.00506905102763478	0.00451644018249895	0.00572292634190762
"Organismal Systems|Endocrine system"	0.00469929157880734	0.00452677556381581	0.00348716455195493	0.00398957795439711	0.00411128189155032	0.004352027131392	0.00508400216294064
"Human Diseases|Cancers: Overview"	0.00316026943692803	0.00261515614044645	0.00338709619337569	0.00270403770420562	0.00268637426906745	0.00262150250613297	0.00318608047627132
"Human Diseases|Drug resistance: Antineoplastic"	0.00226945534856539	0.00255836630881852	0.00194391436228476	0.0021189314102021	0.00231910786967573	0.00216878342804709	0.00297168893545134
"Cellular Processes|Transport and catabolism"	0.00376565750970808	0.00214127162119101	0.00142284805535323	0.00120257261315884	0.00158131065641654	0.00185236016597889	0.00272814677550926
"Organismal Systems|Aging"	0.00214807048370843	0.00180266141026356	0.00222854611358478	0.00165944920622817	0.00178056513955416	0.00172052154827086	0.00239541889398926
"Organismal Systems|Immune system"	0.00230185673739709	0.00180643627059818	0.0012692169146225	0.00151620167353792	0.00161327741245502	0.00173831099848157	0.00211134240332028
"Human Diseases|Endocrine and metabolic diseases"	0.00183214231881101	0.00180670307747635	0.0012239004355825	0.00169085953381776	0.00172983811462677	0.0017984529663313	0.00218918596118226
"Organismal Systems|Environmental adaptation"	0.00191857936337046	0.00118024917008062	0.001661281326584	0.00116153529065733	0.00130137131976933	0.00117550522006432	0.00203780623427007
"Human Diseases|Cardiovascular diseases"	0.00189236670334764	0.00122723580759515	0.00112656133553744	0.001018725265936	0.00114565203702791	0.0011721684797787	0.00178827173728956
"Genetic Information Processing|Transcription"	0.000858181588885362	0.0014588807739255	0.000978101161401075	0.00121076792169005	0.00120659569950326	0.00122648285049633	0.00105867023459854
"Organismal Systems|Nervous system"	0.00145456208247496	0.00103484869915735	0.000777524089756753	0.00071354968784603	0.000876595452696239	0.000967764385504189	0.00134032162994422
"Human Diseases|Neurodegenerative diseases"	0.0013382302913634	0.000577782249023309	0.000937862017292873	0.000678354743252677	0.000914590868172299	0.000522863738802474	0.00187199725251492
"Human Diseases|Cancers: Specific types"	0.000794516210268316	0.000633485205476309	0.00090508881189726	0.000804411066233653	0.000775841519493961	0.000751749720313576	0.000967366263103888
"Organismal Systems|Digestive system"	0.000823331763534365	0.000663905340722522	0.000456784597244668	0.0004414324551459	0.00054884323926231	0.000589794869925402	0.000987304098923482
"Human Diseases|Infectious diseases: Viral"	0.000680111391529617	0.000392987681293155	0.000291243418557345	0.000415974093449169	0.000512821827812332	0.000411912155353663	0.000954941650969922
"Human Diseases|Infectious diseases: Parasitic"	0.000358336502768071	0.000179445613818831	0.000222510327180308	0.000122707181071724	0.000197390475921574	0.000109730518419979	0.000457479211112616
"Human Diseases|Immune diseases"	0.000297365498265827	0.000215179112091157	0.000282182136739263	0.000155271473541868	0.000174783984662127	0.00016307897272814	0.000289482553861439
"Organismal Systems|Excretory system"	0.000190776708669564	0.00026517391662946	0.000138254411325487	9.86350252908115e-05	0.000164347931920262	0.000175757779933232	0.000190007258702909
"Human Diseases|Substance dependence"	0.000200239660097963	6.42514152572823e-05	1.16194728757316e-05	6.99731773585639e-05	0.00014186264245003	6.21432591977344e-05	0.000340663021618308
"Organismal Systems|Circulatory system"	0.000196120580000298	4.91603355171377e-05	2.45744375006082e-05	5.70018055557505e-05	0.000113113247946685	4.31953145187791e-05	0.000339672872497929
"Environmental Information Processing|Signaling molecules and interaction"	0.000102446950329101	2.45888783385054e-05	5.71565795202991e-06	2.70387910427716e-05	5.38045556082589e-05	3.73818833498398e-05	0.000146511527902991
"Metabolism|Chemical structure transformation maps"	6.52846314714073e-05	1.60056906334867e-05	2.64152193358597e-06	1.89965890532153e-05	3.7588298954697e-05	1.33985466331398e-05	0.000109566650425271
"Organismal Systems|Development"	4.35996645087496e-05	2.01704366656695e-06	1.90069535301158e-06	3.14460103963463e-06	5.41883183460631e-06	1.44855715785364e-05	3.54520183188594e-05
"Cellular Processes|Cellular community - eukaryotes"	0	0	2.03778254221514e-08	0	0	0	0
