"Taxa"	"lambchop17"	"lambchop18"	"lambchop25"	"lambchop37"	"lambchop44"	"lambchop46"	"lambchop48"	"lambchop50"	"lambchop55"	"lambchop70"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri"	0.000143204926249463	0	0.186196056016005	0.0843459614010007	0.266123266123266	0.326332333190456	0.06	0.238387880520223	0.519285714285714	0.693967981703831
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium wakonense"	0	0	0.267076307516433	0.191708363116512	0.303732303732304	0.143591941705958	0.169571428571429	0.204659139631271	0.103857142857143	0.0250142938822184
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis"	0.16540168981813	0.148635129341146	0.246641897685053	0.0576125804145818	0.108394108394108	0.162166023717674	0.126	0.162784050307275	0.133285714285714	0.016295025728988
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii"	0.0574251754260347	0.21823638702301	0.0511574735638754	0.0810578984989278	0.0303160303160303	0.0292898985569367	0.172428571428571	0.059168214949264	0.0482857142857143	0.0115780445969125
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas hypermegale"	0.0461119862523271	0.108617979133915	0.0834524149757074	0.0298784846318799	0.0909480909480909	0.118302614659237	0.0855714285714286	0.128054880663141	0.031	0.0107204116638079
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0.375196906773593	0.158067743318565	0.00971706201771935	0.0172980700500357	0.000429000429000429	0.00042863266180883	0.000857142857142857	0.00171502072316707	0.005	0.0191538021726701
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri"	0.297579836746384	0.119051021866514	0.0124321234638468	0.0341672623302359	0.000572000572000572	0.00100014287755394	0.001	0.000571673574389024	0.00242857142857143	0.0185820468839337
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum thomasii"	0.000143204926249463	0	0.000428693912546442	0.102215868477484	0.00800800800800801	0.00957279611373053	0.0621428571428571	0.0105759611261969	0.00357142857142857	0.00114351057747284
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella seckii"	0.00214807389374194	0.022866942975561	0.00943126607602172	0.0195854181558256	0.00972400972400972	0.0404343477639663	0.0131428571428571	0.0212948406459911	0.0228571428571429	0.00714694110920526
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera paucivorans"	0.00286409852498926	0.0551664999285408	0.00528722492140612	0.0201572551822731	0.00829400829400829	0.00728675525075011	0.046	0.0140060025725311	0.002	0.000428816466552316
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.0050121724187312	0.0470201514934972	0.00543012289225493	0.0172980700500357	0.00700700700700701	0.00485783683383341	0.038	0.0108617979133915	0.00585714285714286	0.000142938822184105
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.00988113991121295	0.0285836787194512	0.0111460417262075	0.0134381701215154	0.00557700557700558	0.00485783683383341	0.0244285714285714	0.011147634700586	0.00942857142857143	0.000714694110920526
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens"	0	0	0	0.0348820586132952	0.0194480194480194	0.0115730818688384	0.0247142857142857	0.0174360440188652	0.007	0.000571755288736421
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum"	0	0	0	0.0533238027162259	0.0171600171600172	0.00471495927989713	0.0207142857142857	0.00557381735029298	0.00414285714285714	0.00214408233276158
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella histaminiformans"	0.0065874266074753	0.0170072888380735	0.0325807373535296	0.0135811293781272	0.00572000572000572	0.00300042863266181	0.0147142857142857	0.00757467486065457	0.00528571428571429	0.00100057175528874
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus"	0	0	0.000142897970848814	0.0370264474624732	0.0231660231660232	0.00542934704957851	0.0172857142857143	0.0071459196798628	0.006	0.00700400228702115
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus"	0	0	0.0377250643040869	0.00171551107934239	0.00357500357500357	0.0140020002857551	0.00114285714285714	0.0071459196798628	0.00728571428571429	0.0102915951972556
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium varium"	0	0	0.000142897970848814	0.000714796283059328	0.0235950235950236	0.0287183883411916	0.000285714285714286	0.00528798056309847	0.00557142857142857	0.0107204116638079
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sartorii"	0	0	0.000142897970848814	0.0114367405289492	0.00471900471900472	0.0117159594227747	0.009	0.00528798056309847	0.0205714285714286	0.00871926815323042
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.000572819704997852	0.00200085751036158	0.0020005715918834	0.00214438884917798	0.00171600171600172	0.00500071438776968	0.00214285714285714	0.00257253108475061	0.00314285714285714	0.0467409948542024
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas rupellensis"	0.00100243448374624	0.0071459196798628	0.00814518433838239	0.00400285918513224	0.0104390104390104	0.0135733676239463	0.00557142857142857	0.0118622266685722	0.00185714285714286	0.00171526586620926
