"Taxa"	"charles41"	"charles46"	"charles49"	"charles50"	"charles51"	"charles55"	"charles57"
"chemoheterotrophy"	0.221596650786776	0.274776324845148	0.165409233882498	0.240809302810659	0.256600831600832	0.294318645450836	0.244142004237016
"fermentation"	0.200483614840479	0.269041064464327	0.164859336163474	0.232935287062627	0.240072765072765	0.289422684618523	0.182191692880529
"anaerobic_chemoheterotrophy"	0.197524180742024	0.268696948841477	0.0525042342124365	0.181675966000939	0.217567567567568	0.288861689106487	0.182191692880529
"animal_parasites_or_symbionts"	0.106503536884654	0.164028446891489	0.128632074434155	0.103248683318559	0.13004158004158	0.0870053039575683	0.29119856198241
"human_associated"	0.0751768442327126	0.00550584996558844	0.124848778127268	0.0601762528028367	0.0381496881496881	0.0112709098327213	0.0120048789882519
"human_gut"	0.074960300274289	0.00539114475797201	0.124628819039659	0.0593940658079992	0.0372661122661123	0.0105059159526724	0.0120048789882519
"mammal_gut"	0.074960300274289	0.00539114475797201	0.124628819039659	0.0593940658079992	0.0372661122661123	0.0105059159526724	0.0120048789882519
"aerobic_chemoheterotrophy"	0.0240363793850152	0.00607937600367057	0.112904999670061	0.05913333680972	0.039033264033264	0.00545695634434925	0.0618861141426462
"xylanolysis"	0.0239281074058034	0.00040146822665749	0.000813848624155907	0.00109506179277259	0.00150727650727651	0.000815993472052224	0.00218270527059126
"human_pathogens_all"	0.00021654395842356	5.73526038082129e-05	0.000351934540175527	0.000886478594149241	0.00187110187110187	0.00132598939208486	0
"nitrate_reduction"	0.00032481593763534	5.73526038082129e-05	0.000153971361326793	0.000469312196902539	0.000155925155925156	0.000203998368013056	0
"reductive_acetogenesis"	0	0.000229410415232852	0	0.000365020597590864	0.000363825363825364	0	0
"cellulolysis"	0	0.000344115622849277	2.19959087609705e-05	5.21457996558377e-05	5.1975051975052e-05	0.000152998776009792	0.000192591641522758
"human_pathogens_gastroenteritis"	3.609065973726e-05	0	8.79836350438818e-05	0.000365020597590864	5.1975051975052e-05	0.000152998776009792	0
"human_pathogens_diarrhea"	0.00014436263894904	0	0.000131975452565823	0	0	0	0
"respiration_of_sulfur_compounds"	3.609065973726e-05	0	0	0	0	0	0
"sulfite_respiration"	3.609065973726e-05	0	0	0	0	0	0
"thiosulfate_respiration"	3.609065973726e-05	0	0	0	0	0	0
"chitinolysis"	0	0	2.19959087609705e-05	0	0	0	0
