"Taxa"	"ivy24"	"ivy29"	"ivy36"	"ivy44"	"ivy46"	"ivy47"	"ivy70"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis"	0.105172660839662	0.361908844120589	0.0371800371800372	0.124624409786808	0.230351529008288	0.242748964137734	0.219299499642602
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium wakonense"	0.218512680899842	0.212173167595371	0.036036036036036	0.208041207611962	0.0833095170048585	0.112873267609659	0.15939957112223
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii"	0.0481444332998997	0.0587226746678097	0.0161590161590162	0.0580912863070539	0.124035438696771	0.0530075725103586	0.0933523945675482
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri"	0	0	0.323323323323323	0.0596651881528116	0	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas hypermegale"	0.0368247599942685	0.0300042863266181	0.018018018018018	0.0715409929889827	0.119748499571306	0.0554364909272753	0.0385989992852037
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus"	0.0143287003868749	0.0235747963994856	0.0227370227370227	0.00457862355129489	0.0187196341811946	0.126446635233605	0.0203002144388849
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.0173377274681186	0.029432776110873	0.00314600314600315	0.0228931177564745	0.0400114318376679	0.025289327046721	0.0463187991422445
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella seckii"	0.0114629603094999	0.0197171024432062	0.0346060346060346	0.0175990842752897	0.0120034295513004	0.068724103443349	0.0141529664045747
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium varium"	0.0673448918183121	0.038719817116731	0.00243100243100243	0.000143081985977965	0.00500142897970849	0.0384340620088584	0.0182987848463188
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera paucivorans"	0.0308067058317811	0.00814402057436777	0.00185900185900186	0.0410645299756761	0.0555873106601886	0.00757251035862266	0.0112937812723374
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.0247886516692936	0.0170024289184169	0	0.0357704964944913	0.0420120034295513	0.0124303471924561	0.0194424588992137
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sartorii"	0.0206333285570999	0.0177168166880983	0.0165880165880166	0.0133066246959508	0.0182909402686482	0.0502928989855694	0.00857755539671194
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus"	0.0226393466112624	0.00871553079011287	0.00629200629200629	0.0437830877092574	0.0204344098313804	0.00942991855979426	0.0188706218727663
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum"	0.0207766155609686	0.00771538791255894	0.003003003003003	0.0560881385033624	0.0140040011431838	0.00600085726532362	0.0180128663330951
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.00171944404642499	0.00414344906415202	0.0743600743600744	0.00357704964944913	0.00171477565018577	0.0192884697813973	0.00357398141529664
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia hejianensis"	0.032526149878206	0.0151450207172453	0.00157300157300157	0.0160251824295321	0.00628751071734781	0.00742963280468638	0.0185847033595425
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0.0404069350909873	0.0164309187026718	0.00185900185900186	0.000858491915867792	0.0051443269505573	0.0220031433061866	0.0087205146533238
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.0120361083249749	0.0101443063294756	0.00600600600600601	0.0113034768922593	0.0171477565018577	0.0100014287755394	0.0132952108649035
