"ID"	"Function"
"fpt1"	"chitinolysis"
"fpt2"	"nitrate_ammonification"
"fpt3"	"nitrite_ammonification"
"fpt4"	"nitrite_respiration"
"fpt5"	"cellulolysis"
"fpt6"	"xylanolysis"
"fpt7"	"dark_thiosulfate_oxidation"
"fpt8"	"dark_oxidation_of_sulfur_compounds"
"fpt9"	"fermentation"
"fpt10"	"aerobic_chemoheterotrophy"
"fpt11"	"human_pathogens_septicemia"
"fpt12"	"human_pathogens_pneumonia"
"fpt13"	"human_pathogens_nosocomia"
"fpt14"	"human_pathogens_meningitis"
"fpt15"	"human_pathogens_gastroenteritis"
"fpt16"	"human_pathogens_diarrhea"
"fpt17"	"human_pathogens_all"
"fpt18"	"human_gut"
"fpt19"	"human_associated"
"fpt20"	"mammal_gut"
"fpt21"	"animal_parasites_or_symbionts"
"fpt22"	"nitrate_respiration"
"fpt23"	"nitrate_reduction"
"fpt24"	"nitrogen_respiration"
"fpt25"	"ureolysis"
"fpt26"	"reductive_acetogenesis"
"fpt27"	"chemoheterotrophy"
"fpt28"	"anaerobic_chemoheterotrophy"
