"Taxa"	"korra21"	"korra29"	"korra44"	"korra48"	"korra58"
"Metabolism|Global and overview maps"	0.377216660140628	0.374836080751081	0.378037638757632	0.37960551779935	0.372028246162353
"Metabolism|Carbohydrate metabolism"	0.114449338863696	0.119487502759768	0.0994701025188592	0.111184453842025	0.108966725305301
"Environmental Information Processing|Membrane transport"	0.0793809448742891	0.0811823859256324	0.0566992047890727	0.0724035998766953	0.0653402241066674
"Metabolism|Amino acid metabolism"	0.0617791880668925	0.0601138485308882	0.0598491390459918	0.0618984716255297	0.057640794653763
"Environmental Information Processing|Signal transduction"	0.0432620169726126	0.0419662920910641	0.0469519680231839	0.0457481817724334	0.0448281904746078
"Cellular Processes|Cellular community - prokaryotes"	0.041680335281308	0.0418809809156085	0.0454358108118599	0.0425753617381139	0.044388390094224
"Metabolism|Energy metabolism"	0.037410027721174	0.0371863845222078	0.0391991516452667	0.0378964037266811	0.0392536917958625
"Metabolism|Metabolism of cofactors and vitamins"	0.0348795810722924	0.036282538705732	0.0360346444922839	0.0353383834617622	0.0369755922923644
"Metabolism|Nucleotide metabolism"	0.0266599090682117	0.0263020733183455	0.0289018118384952	0.0266984439564627	0.0277725897329789
"Metabolism|Lipid metabolism"	0.0200200219832753	0.0201589782596103	0.0214210554164545	0.0201549210645678	0.0216975650094575
"Genetic Information Processing|Replication and repair"	0.0177339693039662	0.0162777630877564	0.0226701325940261	0.0185392896621703	0.0195092737040537
"Genetic Information Processing|Translation"	0.0179610285018298	0.016260239626694	0.0225619256272226	0.0187918174061633	0.0187142714876916
"Metabolism|Glycan biosynthesis and metabolism"	0.013013305177916	0.0117214840756952	0.0169241914254945	0.0135384679211643	0.0144060242714789
"Metabolism|Metabolism of other amino acids"	0.0134395904022754	0.0141599073165625	0.0125605461553332	0.0131880690065931	0.0138666629085954
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0140835879247805	0.0148258968690338	0.0106669761718275	0.0136302001823302	0.0134682663270251
"Human Diseases|Drug resistance: Antimicrobial"	0.0127478725391025	0.0142115482503996	0.0118414136267376	0.0124597804838076	0.0142824640852797
"Metabolism|Biosynthesis of other secondary metabolites"	0.0117999697270625	0.0108416488551312	0.0137692311402271	0.0121701718527185	0.0118808216942863
"Genetic Information Processing|Folding, sorting and degradation"	0.0105146003244112	0.0100651422314756	0.0131436465286031	0.0110402302946581	0.0119268952867185
"Metabolism|Metabolism of terpenoids and polyketides"	0.00998568825084732	0.0101825906900801	0.00959570591916828	0.00992730800441201	0.0103922591305407
"Cellular Processes|Cell motility"	0.0075642118346183	0.00888627907603723	0.00868100344671428	0.00710355167036718	0.0109433292089245
"Cellular Processes|Cell growth and death"	0.00652709062339585	0.00518161319025179	0.0104837077981955	0.00736575654771378	0.00776056318171994
"Human Diseases|Infectious diseases: Bacterial"	0.00545986474841367	0.00617390028304144	0.00515624457358543	0.0053286159059482	0.00635135290733072
"Organismal Systems|Endocrine system"	0.00375345835903509	0.00347569347243219	0.00489814569526896	0.0039160574757533	0.00421594978271858
"Human Diseases|Cancers: Overview"	0.002829259594285	0.00317679646256828	0.00291246780076683	0.00286177319160114	0.00340072003539844
"Human Diseases|Drug resistance: Antineoplastic"	0.00201029498731957	0.00189545195182368	0.0027124004684507	0.00212665481442145	0.00237587565410502
"Organismal Systems|Aging"	0.00183701721292368	0.00201194711590382	0.00217299818704236	0.00182740322677385	0.00239132025221787
"Cellular Processes|Transport and catabolism"	0.00161993168990097	0.00133885613715718	0.00243416525081797	0.00166169115711254	0.00189066521583304
