"Taxa"	"goose20"	"goose22"	"goose37"	"goose42"	"goose44"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium wakonense"	0.152878982711816	0.108	0.257396026868658	0.19811320754717	0.119370979270908
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii"	0.184312044577797	0.103285714285714	0.0585965413748749	0.099199542595769	0.206290207290922
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis"	0.151307329618517	0.148571428571429	0.0816064027440332	0.0913379073756432	0.114796283059328
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri"	0.0440062866123732	0.0902857142857143	0.111047591825068	0.0688965122927387	0.0144388849177984
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas hypermegale"	0.0281468781254465	0.0298571428571429	0.0533085608117765	0.0561749571183533	0.08506075768406
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum"	0.0695813687669667	0.0548571428571429	0.0411604973560097	0.0357347055460263	0.0428877769835597
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum thomasii"	0.029432776110873	0.0292857142857143	0.077033014148921	0.073327615780446	0.0240171551107934
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus"	0.0414344906415202	0.0354285714285714	0.0343004144633414	0.0297312750142939	0.0437455325232309
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens"	0.0280040005715102	0.02	0.0205802486780049	0.0485991995425958	0.021300929235168
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri"	0	0.0871428571428571	0.0187223095612405	0.00686106346483705	0.0128663330950679
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera paucivorans"	0.0112873267609659	0.00428571428571429	0.017293125625268	0.031303602058319	0.052180128663331
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.0237176739534219	0.0111428571428571	0.0134343289981421	0.0248713550600343	0.0391708363116512
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia hejianensis"	0.029432776110873	0.0277142857142857	0.0084321852222381	0.012292738707833	0.0111508220157255
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.0205743677668238	0.017	0.00914677719022438	0.0121497998856489	0.0271622587562545
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola sartorii"	0.0285755107872553	0.0265714285714286	0.012290981849364	0.0104345340194397	0.00314510364546104
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella seckii"	0.0228604086298043	0.0114285714285714	0.0177218808060597	0.0215837621497999	0.00671908506075768
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0.000142877553936277	0.0544285714285714	0.0131484922109475	0.00371640937678674	0.00714796283059328
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia timonensis"	0.0222888984140592	0.011	0.0182935543804488	0.0172955974842767	0.00385989992852037
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella histaminiformans"	0.0100014287755394	0.00542857142857143	0.0035729598399314	0.0178673527730131	0.01915654038599
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella rara"	0.0188598371195885	0.0102857142857143	0.00771759325425182	0.0111492281303602	0.00228734810578985
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas hippei"	0.00714387769681383	0.00557142857142857	0.00600257253108475	0.0164379645511721	0.0087205146533238
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia glucerasea"	0.00128589798542649	0.0121428571428571	0.00471630698870945	0.00400228702115495	0.0124374553252323
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.00500071438776968	0.00328571428571429	0.00528798056309847	0.00528873642081189	0.0118656182987848
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0.00414344906415202	0.00314285714285714	0.0084321852222381	0.00771869639794168	0.00729092208720515
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis"	0.00457208172596085	0.00728571428571429	0.00686008289266829	0.00528873642081189	0.00171551107934239
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella boydii"	0	0.0144285714285714	0.00514506216950121	0.00142938822184105	0.00371694067190851
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae"	0.00614373481925989	0.005	0.00343004144633414	0.00357347055460263	0.00371694067190851
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae"	0.00528646949564223	0.00585714285714286	0.00457338859511219	0.00471698113207547	0.00142959256611866
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus massiliensis"	0.00542934704957851	0.00242857142857143	0.00514506216950121	0.00500285877644368	0.00328806290207291
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis Bordigoni et al. 2020"	0.000285755107872553	0.000285714285714286	0.0035729598399314	0.00528873642081189	0.0114367405289492
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0.00171453064723532	0.003	0.00443047020151493	0.00343053173241852	0.00614724803431022
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium porci"	0.00600085726532362	0.00442857142857143	0.0022866942975561	0.00242995997712979	0.00185847033595425
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides mediterraneensis"	0.00414344906415202	0.00428571428571429	0.00328712305273689	0.00357347055460263	0.00100071479628306
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas rupellensis"	0.000714387769681383	0.00171428571428571	0.00328712305273689	0.00414522584333905	0.0050035739814153
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella baroniae"	0.00271467352478926	0.00128571428571429	0.00428755180791768	0.00514579759862779	0.00114367405289492
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae"	0	0.00942857142857143	0.00300128626554238	0.00100057175528874	0.000857755539671194
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.00342906129447064	0.002	0.00214377590395884	0.0028587764436821	0.000857755539671194
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0.000714387769681383	0	0.00071459196798628	0.000428816466552316	0.00786275911365261
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0.000714387769681383	0.000714285714285714	0.00142918393597256	0.00185820468839337	0.00357398141529664
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.000714387769681383	0.000142857142857143	0.00285836787194512	0.00242995997712979	0.00200142959256612
