flow_cell_id,experiment_id,kit,barcode,alias
ARM904,16S_UNO-CM-006,SQK-16S024,barcode12,HEN-9-DRS-S104
ARM904,16S_UNO-CM-006,SQK-16S024,barcode13,HEN-9-MGE-S105
ARM904,16S_UNO-CM-006,SQK-16S024,barcode11,IVY-9-MGE-S103
ARM904,16S_UNO-CM-006,SQK-16S024,barcode14,HER-14-MGE-S106
ARM904,16S_UNO-CM-006,SQK-16S024,barcode15,WOL-14-MGE-S107
ARM904,16S_UNO-CM-006,SQK-16S024,barcode20,GOO-37-MGE-S112
ARM904,16S_UNO-CM-006,SQK-16S024,barcode02,GRO-37-MGE-S94
ARM904,16S_UNO-CM-006,SQK-16S024,barcode16,KUB-37-MGE-S108
ARM904,16S_UNO-CM-006,SQK-16S024,barcode01,OPH-37-MGE-S93
ARM904,16S_UNO-CM-006,SQK-16S024,barcode22,FRA-48-MGE-S114
ARM904,16S_UNO-CM-006,SQK-16S024,barcode21,OPH-48-MGE-S113
ARM904,16S_UNO-CM-006,SQK-16S024,barcode23,WOL-49-MGE-S115
ARM904,16S_UNO-CM-006,SQK-16S024,barcode18,CHA-50-MGE-S110
ARM904,16S_UNO-CM-006,SQK-16S024,barcode17,JAR-50-MGE-S109
ARM904,16S_UNO-CM-006,SQK-16S024,barcode04,GIN-55-DRS-S96
ARM904,16S_UNO-CM-006,SQK-16S024,barcode05,GIN-55-MGE-S97
ARM904,16S_UNO-CM-006,SQK-16S024,barcode03,OPH-55-MGE-S95
ARM904,16S_UNO-CM-006,SQK-16S024,barcode06,BUD-56-MGE-S98
ARM904,16S_UNO-CM-006,SQK-16S024,barcode19,FRA-56-MGE-S111
ARM904,16S_UNO-CM-006,SQK-16S024,barcode07,GOO-58-MGE-S99
ARM904,16S_UNO-CM-006,SQK-16S024,barcode08,OPH-59-MGE-S100
ARM904,16S_UNO-CM-006,SQK-16S024,barcode09,IRI-60-MGE-S101
ARM904,16S_UNO-CM-006,SQK-16S024,barcode10,MAR-60-MGE-S102
