flow_cell_id,experiment_id,kit,barcode,alias,seqrun
AVI598,UNO-CM-009,SQK-16S114-24,barcode14,HER-1-MGE-S175,cm009
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode02,PAD-1-MGE-L96,cm001
AVI598,UNO-CM-009,SQK-16S114-24,barcode02,WOL-1-MGE-S163,cm009
AVI598,UNO-CM-009,SQK-16S114-24,barcode13,GIN-2-MGE-S174,cm009
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode12,HER-2-DRS-L145,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode13,HER-2-MGE-L146,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode19,JAR-2-DRS-L159,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode20,JAR-2-MGE-L160,cm001
FAX08980,PL2,SQK-16S024,barcode03,JAR-2-DRS-S3,cm002
FAX08980,PL2,SQK-16S024,barcode04,JAR-2-MGE-S4,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode45,LAM-2-DRS-L218,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode46,LAM-2-MGE-L219,cm001
FAX08980,PL2,SQK-16S024,barcode16,LAM-2-DRS-S16,cm002
FAX08980,PL2,SQK-16S024,barcode17,LAM-2-MGE-S17,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode47,JAR-3-DRS-L220,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode48,JAR-3-MGE-L221,cm001
FAX08980,PL2,SQK-16S024,barcode18,JAR-3-DRS-S18,cm002
FAX08980,PL2,SQK-16S024,barcode19,JAR-3-MGE-S19,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode52,JOA-3-MGE-L225,cm001
FAX08980,PL2,SQK-16S024,barcode23,JOA-3-MGE-S23,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode49,GOO-4-DRS-L222,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode50,GOO-4-MGE-L223,cm001
FAX08980,PL2,SQK-16S024,barcode20,GOO-4-DRS-S20,cm002
FAX08980,PL2,SQK-16S024,barcode21,GOO-4-MGE-S21,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode05,HAM-4-DRS-L132,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode06,HAM-4-MGE-L133,cm001
ARM042,PL5,SQK-16S024,barcode13,PAD-5-MGE-S82,cm005
ARM042,PL5,SQK-16S024,barcode14,KOR-6-DRS-S83,cm005
ARM042,PL5,SQK-16S024,barcode15,KOR-6-MGE-S84,cm005
ARM773,PL3,SQK-16S024,barcode01,PAD-6-MGE-S24,cm003
ARM042,PL5,SQK-16S024,barcode18,GIN-7-DRS-S87,cm005
ARM042,PL5,SQK-16S024,barcode19,GIN-7-MGE-S88,cm005
ARM042,PL5,SQK-16S024,barcode16,IRI-7-DRS-S85,cm005
ARM042,PL5,SQK-16S024,barcode17,IRI-7-MGE-S86,cm005
AVI583,UNO-CM-010,SQK-16S114-24,barcode20,CHA-9-MGE-S204,cm010
ARM042,PL5,SQK-16S024,barcode02,FRA-9-MGE-S71,cm005
ARM904,16S_UNO-CM-006,SQK-16S024,barcode12,HEN-9-DRS-S104,cm006
ARM904,16S_UNO-CM-006,SQK-16S024,barcode13,HEN-9-MGE-S105,cm006
ARM904,16S_UNO-CM-006,SQK-16S024,barcode11,IVY-9-MGE-S103,cm006
AVI583,UNO-CM-010,SQK-16S114-24,barcode19,OPH-9-MGE-S203,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode22,BUD-11-MGE-S206,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode21,HAM-11-MGE-S205,cm010
ARM042,PL5,SQK-16S024,barcode03,HER-11-MGE-S72,cm005
ARM773,PL3,SQK-16S024,barcode02,IRI-11-MGE-S25,cm003
ARM042,PL5,SQK-16S024,barcode04,PAD-11-MGE-S73,cm005
ARM042,PL5,SQK-16S024,barcode06,GIN-14-MGE-S75,cm005
ARM904,16S_UNO-CM-006,SQK-16S024,barcode14,HER-14-MGE-S106,cm006
AVI583,UNO-CM-010,SQK-16S114-24,barcode23,JAR-14-MGE-S207,cm010
AVI598,UNO-CM-009,SQK-16S114-24,barcode09,JOA-14-MGE-S170,cm009
ARM042,PL5,SQK-16S024,barcode05,KUB-14-MGE-S74,cm005
ARM904,16S_UNO-CM-006,SQK-16S024,barcode15,WOL-14-MGE-S107,cm006
AVI598,UNO-CM-009,SQK-16S114-24,barcode15,JAR-15-MGE-S176,cm009
AVI598,UNO-CM-009,SQK-16S114-24,barcode19,KUB-15-MGE-S180,cm009
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode21,BUD-16-DRS-L161,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode14,IRI-16-DRS-L147,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode15,IRI-16-MGE-L148,cm001
FAX08980,PL2,SQK-16S024,barcode01,IRI-16-MGE-S1,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode22,HAM-17-MGE-L175,cm001
FAX08980,PL2,SQK-16S024,barcode05,HAM-17-MGE-S5,cm002
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode28,HER-17-MGE-L187,cm001
AVI583,UNO-CM-010,SQK-16S114-24,barcode09,WOL-17-MGE-S193,cm010
ARM773,PL3,SQK-16S024,barcode03,LAM-18-MGE-S26,cm003
ARM773,PL3,SQK-16S024,barcode04,HER-19-MGE-S27,cm003
ARM773,PL3,SQK-16S024,barcode06,KOR-20-DRS-S29,cm003
ARM773,PL3,SQK-16S024,barcode07,KUB-20-MGE-S30,cm003
AVI583,UNO-CM-010,SQK-16S114-24,barcode01,JAR-21-MGE-S185,cm010
ARM042,PL5,SQK-16S024,barcode20,JOA-21-MGE-S89,cm005
AVI583,UNO-CM-010,SQK-16S114-24,barcode03,KOR-21-MGE-S187,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode02,KUB-21-MGE-S186,cm010
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode23,FRA-22-MGE-S138,cm007
AVI583,UNO-CM-010,SQK-16S114-24,barcode05,GRO-22-MGE-S189,cm010
ARM773,PL3,SQK-16S024,barcode21,HAM-22-MGE-S44,cm003
AVI583,UNO-CM-010,SQK-16S114-24,barcode04,IRI-22-MGE-S188,cm010
ARM773,PL3,SQK-16S024,barcode23,GRO-24-MGE-S46,cm003
ARM042,PL5,SQK-16S024,barcode21,IVY-24-MGE-S90,cm005
ARM042,PL5,SQK-16S024,barcode23,IVY-24-DRS-S92,cm005
ARM773,PL3,SQK-16S024,barcode22,KUB-24-MGE-S45,cm003
ARM042,PL5,SQK-16S024,barcode22,MAR-24-DRS-S91,cm005
AVI583,UNO-CM-010,SQK-16S114-24,barcode06,HAM-25-MGE-S190,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode07,LAM-25-MGE-S191,cm010
AVI598,UNO-CM-009,SQK-16S114-24,barcode10,GIN-27-MGE-S171,cm009
ARL498,PL4,SQK-16S024,barcode01,BUD-28-MGE-S47,cm004
AVI598,UNO-CM-009,SQK-16S114-24,barcode16,GIN-29-MGE-S177,cm009
AVI598,UNO-CM-009,SQK-16S114-24,barcode01,HEN-29-MGE-S162,cm009
ARM773,PL3,SQK-16S024,barcode08,IRI-29-MGE-S31,cm003
AVI598,UNO-CM-009,SQK-16S114-24,barcode03,IVY-29-MGE-S164,cm009
AVI598,UNO-CM-009,SQK-16S114-24,barcode23,JAR-29-MGE-S184,cm009
AVI598,UNO-CM-009,SQK-16S114-24,barcode20,JOA-29-MGE-S181,cm009
AVI598,UNO-CM-009,SQK-16S114-24,barcode07,KOR-29-MGE-S168,cm009
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode17,KUB-30-MGE-S132,cm007
ARM773,PL3,SQK-16S024,barcode09,HAM-31-MGE-S32,cm003
ARM773,PL3,SQK-16S024,barcode10,JAR-32-DRS-S33,cm003
ARM773,PL3,SQK-16S024,barcode11,JAR-32-MGE-S34,cm003
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode42,GRO-36-MGE-L214,cm001
FAX08980,PL2,SQK-16S024,barcode13,GRO-36-MGE-S13,cm002
ARL498,PL4,SQK-16S024,barcode16,HEN-36-MGE-S62,cm004
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode07,IRI-36-MGE-L134,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode29,IVY-36-MGE-L188,cm001
ARL498,PL4,SQK-16S024,barcode06,JOA-36-MGE-S52,cm004
ARM773,PL3,SQK-16S024,barcode05,MAR-36-MGE-S28,cm003
ARM904,16S_UNO-CM-006,SQK-16S024,barcode20,GOO-37-MGE-S112,cm006
ARM904,16S_UNO-CM-006,SQK-16S024,barcode02,GRO-37-MGE-S94,cm006
ARM904,16S_UNO-CM-006,SQK-16S024,barcode16,KUB-37-MGE-S108,cm006
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode05,LAM-37-MGE-S120,cm007
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode51,MAR-37-MGE-L224,cm001
FAX08980,PL2,SQK-16S024,barcode22,MAR-37-MGE-S22,cm002
ARM904,16S_UNO-CM-006,SQK-16S024,barcode01,OPH-37-MGE-S93,cm006
AVI598,UNO-CM-009,SQK-16S114-24,barcode08,WOL-37-MGE-S169,cm009
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode23,CHA-41-DRS-L176,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode30,GRO-41-DRS-L189,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode31,GRO-41-MGE-L190,cm001
FAX08980,PL2,SQK-16S024,barcode07,GRO-41-MGE-S7,cm002
ARL498,PL4,SQK-16S024,barcode17,HAM-41-DRS-S63,cm004
ARL498,PL4,SQK-16S024,barcode18,HAM-41-MGE-S64,cm004
ARL498,PL4,SQK-16S024,barcode19,JOA-41-DRS-S65,cm004
ARL498,PL4,SQK-16S024,barcode20,JOA-41-MGE-S66,cm004
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode34,MAR-41-MGE-L202,cm001
FAX08980,PL2,SQK-16S024,barcode09,MAR-41-MGE-S9,cm002
ARM042,PL5,SQK-16S024,barcode07,GOO-42-MGE-S76,cm005
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode11,HEN-42-MGE-S126,cm007
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode03,GIN-43-DRS-L130,cm001
AVI598,UNO-CM-009,SQK-16S114-24,barcode17,OPH-43-MGE-S178,cm009
AVI583,UNO-CM-010,SQK-16S114-24,barcode08,BUD-44-MGE-S192,cm010
ARL498,PL4,SQK-16S024,barcode09,CHA-44-MGE-S55,cm004
ARM773,PL3,SQK-16S024,barcode12,FRA-44-DRS-S35,cm003
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode06,GOO-44-MGE-S121,cm007
ARL498,PL4,SQK-16S024,barcode22,GRO-44-DRS-S68,cm004
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode08,HER-44-DRS-L137,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode09,HER-44-MGE-L138,cm001
ARL498,PL4,SQK-16S024,barcode21,IRI-44-MGE-S67,cm004
ARL498,PL4,SQK-16S024,barcode07,IVY-44-DRS-S53,cm004
ARL498,PL4,SQK-16S024,barcode08,IVY-44-MGE-S54,cm004
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode35,JAR-44-DRS-L203,cm001
FAW97410,PL1_Run2,SQK-LSK114 EXP-PBC096,barcode36,JAR-44-MGE-L204,cm001
