flow_cell_id,experiment_id,kit,barcode,alias
ARL498,PL4,SQK-16S024,barcode01,BUD-28-MGE-S47
ARL498,PL4,SQK-16S024,barcode16,HEN-36-MGE-S62
ARL498,PL4,SQK-16S024,barcode06,JOA-36-MGE-S52
ARL498,PL4,SQK-16S024,barcode17,HAM-41-DRS-S63
ARL498,PL4,SQK-16S024,barcode18,HAM-41-MGE-S64
ARL498,PL4,SQK-16S024,barcode19,JOA-41-DRS-S65
ARL498,PL4,SQK-16S024,barcode20,JOA-41-MGE-S66
ARL498,PL4,SQK-16S024,barcode09,CHA-44-MGE-S55
ARL498,PL4,SQK-16S024,barcode22,GRO-44-DRS-S68
ARL498,PL4,SQK-16S024,barcode21,IRI-44-MGE-S67
ARL498,PL4,SQK-16S024,barcode07,IVY-44-DRS-S53
ARL498,PL4,SQK-16S024,barcode08,IVY-44-MGE-S54
ARL498,PL4,SQK-16S024,barcode11,FRA-45-DRS-S57
ARL498,PL4,SQK-16S024,barcode10,JAR-45-MGE-S56
ARL498,PL4,SQK-16S024,barcode12,GOO-46-DRS-S58
ARL498,PL4,SQK-16S024,barcode13,GRO-46-DRS-S59
ARL498,PL4,SQK-16S024,barcode14,GRO-46-MGE-S60
ARL498,PL4,SQK-16S024,barcode23,BUD-48-MGE-S69
ARL498,PL4,SQK-16S024,barcode15,LAM-48-MGE-S61
ARL498,PL4,SQK-16S024,barcode02,HER-67-MGE-S48
ARL498,PL4,SQK-16S024,barcode03,IVY-67-MGE-S49
ARL498,PL4,SQK-16S024,barcode05,FRA-68-MGE-S51
ARL498,PL4,SQK-16S024,barcode04,JAR-68-MGE-S50
