flow_cell_id,experiment_id,kit,barcode,alias
AVI598,UNO-CM-009,SQK-16S114-24,barcode14,HER-1-MGE-S175
AVI598,UNO-CM-009,SQK-16S114-24,barcode02,WOL-1-MGE-S163
AVI598,UNO-CM-009,SQK-16S114-24,barcode13,GIN-2-MGE-S174
AVI598,UNO-CM-009,SQK-16S114-24,barcode09,JOA-14-MGE-S170
AVI598,UNO-CM-009,SQK-16S114-24,barcode15,JAR-15-MGE-S176
AVI598,UNO-CM-009,SQK-16S114-24,barcode19,KUB-15-MGE-S180
AVI598,UNO-CM-009,SQK-16S114-24,barcode10,GIN-27-MGE-S171
AVI598,UNO-CM-009,SQK-16S114-24,barcode16,GIN-29-MGE-S177
AVI598,UNO-CM-009,SQK-16S114-24,barcode01,HEN-29-MGE-S162
AVI598,UNO-CM-009,SQK-16S114-24,barcode03,IVY-29-MGE-S164
AVI598,UNO-CM-009,SQK-16S114-24,barcode23,JAR-29-MGE-S184
AVI598,UNO-CM-009,SQK-16S114-24,barcode20,JOA-29-MGE-S181
AVI598,UNO-CM-009,SQK-16S114-24,barcode07,KOR-29-MGE-S168
AVI598,UNO-CM-009,SQK-16S114-24,barcode08,WOL-37-MGE-S169
AVI598,UNO-CM-009,SQK-16S114-24,barcode17,OPH-43-MGE-S178
AVI598,UNO-CM-009,SQK-16S114-24,barcode04,BUD-57-MGE-S165
AVI598,UNO-CM-009,SQK-16S114-24,barcode05,JOA-57-MGE-S166
AVI598,UNO-CM-009,SQK-16S114-24,barcode11,OPH-57-MGE-S172
AVI598,UNO-CM-009,SQK-16S114-24,barcode18,WOL-57-MGE-S179
AVI598,UNO-CM-009,SQK-16S114-24,barcode21,HAM-59-MGE-S182
AVI598,UNO-CM-009,SQK-16S114-24,barcode06,IRI-59-MGE-S167
AVI598,UNO-CM-009,SQK-16S114-24,barcode12,HEN-66-MGE-S173
AVI598,UNO-CM-009,SQK-16S114-24,barcode22,IVY-70-MGE-S183
