flow_cell_id,experiment_id,kit,barcode,alias
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode23,FRA-22-MGE-S138
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode17,KUB-30-MGE-S132
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode05,LAM-37-MGE-S120
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode11,HEN-42-MGE-S126
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode06,GOO-44-MGE-S121
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode07,JOA-44-MGE-S122
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode13,GRO-45-MGE-S128
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode12,HER-45-MGE-S127
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode08,IVY-46-MGE-S123
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode18,GIN-47-MGE-S133
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode09,KUB-48-MGE-S124
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode01,CHA-49-MGE-S116
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode10,FRA-49-MGE-S125
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode15,GIN-49-MGE-S130
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode19,KOR-49-MGE-S134
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode14,OPH-49-MGE-S129
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode03,BUD-50-MGE-S118
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode02,LAM-50-MGE-S117
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode16,CHA-51-MGE-S131
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode04,JOA-51-MGE-S119
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode20,HEN-59-MGE-S135
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode21,WOL-60-MGE-S136
AQL192,UNO-CM-007-run3,SQK-16S114-24,barcode22,JOA-62-MGE-S137
