flow_cell_id,experiment_id,kit,barcode,alias
ARM042,PL5,SQK-16S024,barcode13,PAD-5-MGE-S82
ARM042,PL5,SQK-16S024,barcode14,KOR-6-DRS-S83
ARM042,PL5,SQK-16S024,barcode15,KOR-6-MGE-S84
ARM042,PL5,SQK-16S024,barcode18,GIN-7-DRS-S87
ARM042,PL5,SQK-16S024,barcode19,GIN-7-MGE-S88
ARM042,PL5,SQK-16S024,barcode16,IRI-7-DRS-S85
ARM042,PL5,SQK-16S024,barcode17,IRI-7-MGE-S86
ARM042,PL5,SQK-16S024,barcode02,FRA-9-MGE-S71
ARM042,PL5,SQK-16S024,barcode03,HER-11-MGE-S72
ARM042,PL5,SQK-16S024,barcode04,PAD-11-MGE-S73
ARM042,PL5,SQK-16S024,barcode06,GIN-14-MGE-S75
ARM042,PL5,SQK-16S024,barcode05,KUB-14-MGE-S74
ARM042,PL5,SQK-16S024,barcode20,JOA-21-MGE-S89
ARM042,PL5,SQK-16S024,barcode21,IVY-24-MGE-S90
ARM042,PL5,SQK-16S024,barcode23,IVY-24-DRS-S92
ARM042,PL5,SQK-16S024,barcode22,MAR-24-DRS-S91
ARM042,PL5,SQK-16S024,barcode07,GOO-42-MGE-S76
ARM042,PL5,SQK-16S024,barcode08,LAM-44-DRS-S77
ARM042,PL5,SQK-16S024,barcode09,MAR-44-MGE-S78
ARM042,PL5,SQK-16S024,barcode10,OPH-45-MGE-S79
ARM042,PL5,SQK-16S024,barcode12,BUD-46-MGE-S81
ARM042,PL5,SQK-16S024,barcode11,IRI-46-MGE-S80
ARM042,PL5,SQK-16S024,barcode01,JAR-49-DRS-S70
