flow_cell_id,experiment_id,kit,barcode,alias,seqrun
AVI583,UNO-CM-010,SQK-16S114-24,barcode01,JAR-21-MGE-S185,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode02,KUB-21-MGE-S186,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode03,KOR-21-MGE-S187,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode04,IRI-22-MGE-S188,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode05,GRO-22-MGE-S189,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode06,HAM-25-MGE-S190,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode07,LAM-25-MGE-S191,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode08,BUD-44-MGE-S192,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode09,WOL-17-MGE-S193,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode10,GIN-46-MGE-S194,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode11,FRA-47-MGE-S195,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode12,IVY-47-MGE-S196,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode13,KOR-48-MGE-S197,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode14,HEN-48-MGE-S198,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode15,MAR-49-MGE-S199,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode16,JOA-49-MGE-S200,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode17,GRO-50-MGE-S201,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode18,GIN-50-MGE-S202,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode19,OPH-9-MGE-S203,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode20,CHA-9-MGE-S204,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode21,HAM-11-MGE-S205,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode22,BUD-11-MGE-S206,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode23,JAR-14-MGE-S207,cm010
AVI583,UNO-CM-010,SQK-16S114-24,barcode24,CM-NTC-010-CTRL,cm010
