"ID"	"Function"
"fpt96"	"L-Tyrosine (Tyrosine) -- Consumption"
"fpt97"	"L-Valine (Valine, D-Valine) -- Consumption"
"fpt98"	"Lactose -- Consumption"
"fpt99"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt100"	"Lithocholic acid -- Production"
"fpt101"	"Maltose -- Consumption"
"fpt102"	"Mannan -- Macromolecule"
"fpt103"	"Melibiose -- Consumption"
"fpt104"	"Menaquinone (Vitamin K2) -- Production"
"fpt105"	"Methanol -- Production"
"fpt106"	"Methylamine (Monomethylamine) -- Production"
"fpt107"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt108"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt109"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt110"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt111"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt112"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt113"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt114"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt115"	"Nitrate (NO3-) -- Consumption"
"fpt116"	"Nitrite (NO2-) -- Consumption"
"fpt117"	"Oxaloacetate -- Consumption"
"fpt118"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt119"	"Pectin -- Macromolecule"
"fpt120"	"Pentanol -- Production"
"fpt121"	"Phenylethylamine -- Production"
"fpt122"	"Polypeptide -- Macromolecule"
"fpt123"	"Propanoate (Propionate) -- Consumption"
"fpt124"	"Propanoate (Propionate) -- Production"
"fpt125"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt126"	"Putrescine -- Production"
"fpt127"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt128"	"Pyruvate -- Consumption"
"fpt129"	"Pyruvate -- Production"
"fpt130"	"Raffinose -- Consumption"
"fpt131"	"Riboflavin (Vitamin B2) -- Production"
"fpt132"	"Stachyose -- Consumption"
"fpt133"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt134"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt135"	"Succinate -- Production"
"fpt136"	"Sucrose -- Consumption"
"fpt137"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt138"	"Tauro-b-muricholic acid -- Consumption"
"fpt139"	"Taurochenodeoxycholate -- Consumption"
"fpt140"	"Taurocholate -- Consumption"
"fpt141"	"Taurodeoxycholate -- Consumption"
"fpt142"	"Taurolithocholate -- Consumption"
"fpt143"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt144"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt145"	"Thiosulfate -- Consumption"
"fpt146"	"Trehalose -- Consumption"
"fpt147"	"Trimethylamine -- Production"
"fpt148"	"Tyramine -- Production"
"fpt149"	"Urea -- Consumption"
"fpt150"	"Urea -- Production"
"fpt151"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt152"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt153"	"Xylan -- Macromolecule"
