"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"nitrite_ammonification"
"fpt5"	"nitrite_respiration"
"fpt6"	"cellulolysis"
"fpt7"	"xylanolysis"
"fpt8"	"fermentation"
"fpt9"	"aerobic_chemoheterotrophy"
"fpt10"	"human_pathogens_gastroenteritis"
"fpt11"	"human_pathogens_diarrhea"
"fpt12"	"human_pathogens_all"
"fpt13"	"human_gut"
"fpt14"	"human_associated"
"fpt15"	"mammal_gut"
"fpt16"	"animal_parasites_or_symbionts"
"fpt17"	"plant_pathogen"
"fpt18"	"nitrate_respiration"
"fpt19"	"nitrate_reduction"
"fpt20"	"nitrogen_respiration"
"fpt21"	"fumarate_respiration"
"fpt22"	"reductive_acetogenesis"
"fpt23"	"chemoheterotrophy"
"fpt24"	"anaerobic_chemoheterotrophy"
