"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"Metabolism|Global and overview maps"	0.386710407588826	0.38945773386716	0.37716768870587	0.383174729828949	0.398379868400475	0.394798044803239	0.386564133740875	0.38896129922254	0.377441003124079
"Metabolism|Carbohydrate metabolism"	0.114484390968422	0.110138329691764	0.0967086604962794	0.106086381230141	0.115691785010139	0.112560079531789	0.109797643595139	0.112850056360562	0.0936627759017947
"Environmental Information Processing|Membrane transport"	0.074080347275726	0.07246568416601	0.053428216772971	0.0641710825262378	0.0720335885338163	0.0715478352719207	0.073302873265229	0.0737705635661038	0.0418534825418064
"Metabolism|Amino acid metabolism"	0.0630652337090793	0.0650981243069811	0.0611627203658305	0.0634272614561751	0.0688961372446219	0.0673503860945315	0.0648638520203416	0.0652492808255334	0.0577987896933442
"Cellular Processes|Cellular community - prokaryotes"	0.0436989113801291	0.0413631176723612	0.0501202175386539	0.0450851612942077	0.0361143898576805	0.0384053788682455	0.0414671629319619	0.0404219099833771	0.0484110825003171
"Environmental Information Processing|Signal transduction"	0.0421779414815913	0.040643242860703	0.0494997011052458	0.0476705420255534	0.0337780472469979	0.0371008849613737	0.0411899040174277	0.0403083264703432	0.050523969503326
"Metabolism|Energy metabolism"	0.0363726401998972	0.0368946908113761	0.0373531057794786	0.037476290275607	0.0360800490997891	0.0365869284325093	0.0371944281397509	0.036565352117828	0.0406135907755096
"Metabolism|Metabolism of cofactors and vitamins"	0.0378707377111688	0.0367485967387515	0.0353504022919128	0.0363105504641325	0.0378603605568931	0.0375468116916298	0.0362404849088048	0.0364587622385175	0.0379039950904248
"Metabolism|Nucleotide metabolism"	0.0268779726626956	0.02751588492053	0.0278958766578532	0.0261346027216421	0.0273839787345619	0.0275359019502213	0.0272277800929771	0.0271125457619317	0.0290764938534707
"Genetic Information Processing|Translation"	0.0200354494658736	0.0208318172227455	0.022901322069714	0.0196496915242865	0.0205721173882532	0.0207527251916113	0.0203427470872502	0.0202541636983831	0.0234360088852029
"Genetic Information Processing|Replication and repair"	0.0180848450719191	0.0190128245841426	0.0225736567566826	0.0190061775478084	0.0184564244289455	0.0188200931839265	0.0190875102377875	0.0186186825151311	0.0237911861904038
"Metabolism|Lipid metabolism"	0.0186161603165282	0.0184530003639869	0.0208841272368809	0.0199317216327725	0.0185734963364859	0.0183687615242824	0.0188251726057855	0.018972885313301	0.022354503122657
"Metabolism|Glycan biosynthesis and metabolism"	0.0133598374461098	0.0139702830069921	0.0153097204233518	0.0140171405656044	0.0131995975876856	0.0134804584246151	0.0137186888902889	0.0136664103909491	0.01841124631703
"Metabolism|Metabolism of other amino acids"	0.0126351382579826	0.012774196280848	0.0128898371994548	0.0130128789026118	0.0134830947603168	0.0131794953400345	0.012926972669778	0.0128896507153108	0.0126147412430192
"Metabolism|Biosynthesis of other secondary metabolites"	0.0117335522884395	0.0122058568769769	0.014996520136588	0.013067248933815	0.0117855805571194	0.0120839516402279	0.0124432582974436	0.0121249205129872	0.0140178185481698
"Metabolism|Xenobiotics biodegradation and metabolism"	0.011184572761041	0.0119805337234959	0.0108442091807146	0.0133110260696624	0.0140003938393036	0.0131070266781188	0.0128599010091522	0.0126353679206739	0.0101493233073959
"Genetic Information Processing|Folding, sorting and degradation"	0.0113957216156984	0.0115087587155583	0.0134652589257902	0.0120363067066636	0.0111270209060143	0.011324632181154	0.0115247715990439	0.0112240115104343	0.014588563617895
"Human Diseases|Drug resistance: Antimicrobial"	0.0110991947004887	0.0108742752228404	0.0108582406793814	0.010951337052279	0.0107909038334271	0.0108516483162914	0.010974274771129	0.0110299649416442	0.0119470306776081
"Metabolism|Metabolism of terpenoids and polyketides"	0.00866650283818607	0.0091484540913857	0.00909397078036645	0.00944916859313089	0.00924622160256622	0.00922454705254143	0.00922300816671373	0.00918949051221586	0.00956179273517601
"Cellular Processes|Cell growth and death"	0.00742289605400802	0.00740200221768773	0.0110057992269963	0.00879444565043929	0.006059088084767	0.00671118727018698	0.00762366023752386	0.00719308461275003	0.0121178941946622
"Cellular Processes|Cell motility"	0.00497154617156022	0.00505007636164431	0.00973542255110848	0.0075668905579752	0.00265019296028137	0.00362058883720634	0.00575543586057127	0.00459848198293013	0.0108103014664394
"Human Diseases|Infectious diseases: Bacterial"	0.00421062274326508	0.0046223580159823	0.00547668521291237	0.00483912053314442	0.00404243086343111	0.00427280679065139	0.00448283036933003	0.00442208558230964	0.00554613030879591
"Organismal Systems|Endocrine system"	0.0039243277755715	0.00390841345410926	0.00501786369967823	0.00415280013317355	0.00400687954936352	0.00396370395782251	0.00400061580722634	0.00398174671488183	0.00516770647512939
"Human Diseases|Cancers: Overview"	0.00238835993560916	0.00240083906528767	0.0030859518889503	0.00267603541135827	0.00233525993971936	0.00240651897736859	0.00244604125215316	0.00240043373361266	0.00313624560917782
