"ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid2650158"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides luhongzhouii"
"txid1841856"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides mediterraneensis"
"txid1903262"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides ndongoniae"
"txid1203608"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides nordii"
"txid28116"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides ovatus"
"txid1236512"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides rodentium"
"txid449673"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides stercoris"
"txid818"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides thetaiotaomicron"
"txid820"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides uniformis"
"txid657309"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides xylanisolvens"
"txid28119"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides zoogleoformans"
"txid1841865"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Mediterranea"	"s__Mediterranea massiliensis"
"txid470145"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola coprocola"
"txid435590"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola vulgatus"
"txid487174"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Barnesiella"	"s__Barnesiella intestinihominis"
"txid397865"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Barnesiella"	"s__Barnesiella viscericola"
"txid2518971"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella dubosii"
"txid2530391"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella freteri"
"txid2094150"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella muris"
"txid2601703"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Heminiphilus"	"s__Heminiphilus faecis"
"txid2530390"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Muribaculum"	"s__Muribaculum gordoncarteri"
"txid1796646"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Muribaculum"	"s__Muribaculum intestinale"
"txid2094151"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Paramuribaculum"	"s__Paramuribaculum intestinale"
"txid2606626"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Sodaliphilus"	"s__Sodaliphilus pleomorphus"
"txid2093856"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Butyricimonas"	"s__Butyricimonas faecalis"
"txid1720203"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Butyricimonas"	"s__Butyricimonas phoceensis"
"txid544644"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Butyricimonas"	"s__Butyricimonas synergistica"
"txid2042309"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Butyricimonas"	"s__Butyricimonas vaginalis"
"txid1841857"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Culturomica"	"s__Culturomica massiliensis"
"txid28118"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Odoribacter"	"s__Odoribacter splanchnicus"
"txid1350067"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Porphyromonadaceae"	"g__Microbacter"	"s__Microbacter margulisiae"
"txid76122"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Alloprevotella"	"s__Alloprevotella tannerae"
"txid1841864"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Marseilla"	"s__Marseilla massiliensis"
"txid1870999"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Metaprevotella"	"s__Metaprevotella massiliensis"
"txid305719"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella baroniae"
"txid873513"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella buccae"
"txid28127"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella buccalis"
"txid537011"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella copri"
"txid28128"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella corporis"
"txid908937"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella dentalis"
"txid28129"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella denticola"
"txid2801997"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella herbatica"
"txid2800387"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella illustrans"
"txid2490854"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella koreensis"
"txid1776379"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella lascolaii"
"txid840"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella loescheii"
"txid439703"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella maculosa"
"txid2479840"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella marseillensis"
"txid28135"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella oris"
"txid1776388"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella phocaeensis"
"txid407975"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella pleuritidis"
"txid1676614"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella rara"
"txid1852370"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotellamassilia"	"s__Prevotellamassilia timonensis"
"txid214856"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes finegoldii"
"txid742725"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes indistinctus"
"txid328813"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes onderdonkii"
"txid28117"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes putredinis"
"txid1871023"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Millionella"	"s__Millionella massiliensis"
"txid1871003"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Tidjanibacter"	"s__Tidjanibacter massiliensis"
"txid871327"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides chinchillae"
"txid2685834"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides chongii"
"txid823"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides distasonis"
"txid1217282"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides faecis"
"txid574930"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides gordonii"
"txid387661"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides johnsonii"
"txid46503"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides merdae"
"txid28112"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Tannerella"	"s__Tannerella forsythia"
"txid2715279"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tenuifilaceae"	"g__Perlabentimonas"	"s__Perlabentimonas gracilis"
"txid682526"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Marinilabiliales"	"f__Marinilabiliaceae"	"g__Natronoflexus"	"s__Natronoflexus pectinivorans"
"txid28031"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Lysinibacillus"	"s__Lysinibacillus fusiformis"
"txid33935"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Lysinibacillus"	"s__Lysinibacillus macroides"
"txid2325572"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Psychrobacillus"	"s__Psychrobacillus vulpis"
"txid512410"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Paenibacillaceae"	"g__Paenibacillus"	"s__Paenibacillus camelliae"
"txid33946"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Kurthia"	"s__Kurthia gibsonii"
"txid1334046"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Kurthia"	"s__Kurthia huakuii"
"txid1562132"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Kurthia"	"s__Kurthia populi"
"txid1499687"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Planococcus"	"s__Planococcus massiliensis"
"txid1224748"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Solibacillus"	"s__Solibacillus isronensis"
"txid76853"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Solibacillus"	"s__Solibacillus silvestris"
"txid157227"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Staphylococcaceae"	"g__Jeotgalicoccus"	"s__Jeotgalicoccus halotolerans"
"txid568603"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Staphylococcaceae"	"g__Jeotgalicoccus"	"s__Jeotgalicoccus nanhaiensis"
"txid157228"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Staphylococcaceae"	"g__Jeotgalicoccus"	"s__Jeotgalicoccus psychrophilus"
"txid94138"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Staphylococcaceae"	"g__Staphylococcus"	"s__Staphylococcus ureilyticus"
"txid46125"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Abiotrophia"	"s__Abiotrophia defectiva"
"txid1377"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Aerococcus"	"s__Aerococcus viridans"
"txid87458"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Ruoffia"	"s__Ruoffia tabacinasalis"
"txid136492"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Atopobacter"	"s__Atopobacter phocae"
"txid2749"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Carnobacterium"	"s__Carnobacterium gallinarum"
"txid2750"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Carnobacterium"	"s__Carnobacterium mobile"
"txid82801"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Desemzia"	"s__Desemzia incerta"
"txid1868794"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Jeotgalibaca"	"s__Jeotgalibaca arthritidis"
"txid1140002"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus avium"
"txid317010"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus canintestini"
"txid1351"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus faecalis"
"txid1352"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus faecium"
"txid160453"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus gilvus"
"txid768486"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus hirae"
"txid2559929"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus hulanensis"
"txid2839759"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus innesii"
"txid2794352"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus larvae"
"txid71451"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus malodoratus"
"txid53346"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus mundtii"
"txid160454"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus pallens"
"txid71452"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus raffinosus"
"txid417368"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus thailandicus"
"txid2005703"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus wangshanyuanii"
"txid2738"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Vagococcus"	"s__Vagococcus fluvialis"
"txid2486013"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lacticaseibacillus"	"s__Lacticaseibacillus baoqingensis"
"txid2486010"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lacticaseibacillus"	"s__Lacticaseibacillus hegangensis"
"txid88233"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lacticaseibacillus"	"s__Lacticaseibacillus manihotivorans"
"txid1296539"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Lacticaseibacillus"	"s__Lacticaseibacillus songhuajiangensis"
"txid28038"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Latilactobacillus"	"s__Latilactobacillus curvatus"
"txid1599"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Latilactobacillus"	"s__Latilactobacillus sakei"
"txid935294"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Leuconostoc"	"s__Leuconostoc lactis"
"txid2026657"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Leuconostoc"	"s__Leuconostoc mesenteroides"
"txid649758"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Levilactobacillus"	"s__Levilactobacillus brevis"
"txid176291"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Paucilactobacillus"	"s__Paucilactobacillus vaccinostercus"
