"Taxa"	"goose20"	"goose22"	"goose37"	"goose42"	"goose44"
"Metabolism|Global and overview maps"	0.37902959682104	0.374037325813803	0.382312610125781	0.384070082232379	0.385275764076054
"Metabolism|Carbohydrate metabolism"	0.110195952128842	0.114807769492137	0.107119836725542	0.106689833855064	0.113878173033384
"Environmental Information Processing|Membrane transport"	0.0788052568284795	0.0821044499265711	0.073643816347799	0.072013956199575	0.0815625234008453
"Metabolism|Amino acid metabolism"	0.0628932402622579	0.0604185024506152	0.0633730420917204	0.0641684379286468	0.0661278481374899
"Environmental Information Processing|Signal transduction"	0.0445126149577555	0.0443171249900367	0.0429250203328887	0.0430210153446576	0.0403212756923723
"Cellular Processes|Cellular community - prokaryotes"	0.0435317647312811	0.0425682920056306	0.0423983765018828	0.0426390764337743	0.0401729952901851
"Metabolism|Energy metabolism"	0.0371748844106447	0.0374657632620785	0.0380625898896482	0.0377656773292636	0.0366467300069866
"Metabolism|Metabolism of cofactors and vitamins"	0.0345324259174657	0.0345580977397317	0.0349004941564897	0.0352395995818255	0.0346319037185207
"Metabolism|Nucleotide metabolism"	0.0264935147040321	0.0266188418565059	0.02761987180558	0.0273123564546956	0.02630692023078
"Genetic Information Processing|Translation"	0.0191454950602483	0.0179173371712313	0.0204814100702702	0.0204576936879093	0.0189782744432084
"Metabolism|Lipid metabolism"	0.0191881167328907	0.0200657627595353	0.0192492794469558	0.0191567064910884	0.0186922342949137
"Genetic Information Processing|Replication and repair"	0.0184267990996807	0.0178290119045647	0.0196371543188437	0.0194664327139448	0.0178178762533922
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0134241327153865	0.0134138269304642	0.0128730388484223	0.0133686751002451	0.0148478603405516
"Metabolism|Glycan biosynthesis and metabolism"	0.0129606947202505	0.0130332659733811	0.0139952951231299	0.013613100843947	0.012040323974142
"Metabolism|Metabolism of other amino acids"	0.0127698035586642	0.0130371418424086	0.0128608498833108	0.0129640761122452	0.0133128118414821
"Metabolism|Biosynthesis of other secondary metabolites"	0.0126497292458735	0.0119632686612441	0.0123974036376672	0.0125071382297613	0.0121196976334798
"Human Diseases|Drug resistance: Antimicrobial"	0.010787239338584	0.0124625521826206	0.0113686227302901	0.0109683665185267	0.0108677618046225
"Genetic Information Processing|Folding, sorting and degradation"	0.0111906390679202	0.010577549179335	0.0115784316205306	0.0117191179370993	0.0106303750100946
"Metabolism|Metabolism of terpenoids and polyketides"	0.010237386827202	0.0103822727217795	0.00974766204342895	0.00991036315609271	0.00971968071239965
"Cellular Processes|Cell growth and death"	0.00780597552372811	0.00694395250227033	0.00790302885576908	0.00796155515328155	0.00653988026706395
"Cellular Processes|Cell motility"	0.00714911783350057	0.00772685538621928	0.00706411070273668	0.00690800306652165	0.00515633831509528
"Human Diseases|Infectious diseases: Bacterial"	0.00438196403164239	0.00502430278838217	0.00500333657989737	0.00476390395962353	0.00424921479526667
"Organismal Systems|Endocrine system"	0.00401482216312496	0.00388349711022808	0.00400256527804989	0.00404223270434577	0.00381535779628368
