"ID"	"Function"
"fpt1"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Consumption"
"fpt2"	"4-Aminobutyrate (GABA) -- Production"
"fpt3"	"7-Oxodeoxycholic acid -- Production"
"fpt4"	"7-Oxolithocholic acid -- Production"
"fpt5"	"Acetate -- Consumption"
"fpt6"	"Acetate -- Production"
"fpt7"	"Acetone -- Production"
"fpt8"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"fpt9"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"fpt10"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"fpt11"	"Arabinogalactan -- Macromolecule"
"fpt12"	"beta-Muricholic acid -- Production"
"fpt13"	"Biotin (Vitamin B7) -- Production"
"fpt14"	"Butylamine -- Production"
"fpt15"	"Butyrate -- Production"
"fpt16"	"Cadaverine -- Production"
"fpt17"	"Cellobiose -- Consumption"
"fpt18"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"fpt19"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"fpt20"	"Cholic acid (Cholate) -- Consumption"
"fpt21"	"Cholic acid (Cholate) -- Production"
"fpt22"	"Choline -- Consumption"
"fpt23"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"fpt24"	"CO2 -- Consumption"
"fpt25"	"CO2 -- Production"
"fpt26"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"fpt27"	"D-Fructose (Fructose) -- Consumption"
"fpt28"	"D-Fructuronate -- Consumption"
"fpt29"	"D-Galactose -- Consumption"
"fpt30"	"D-Galacturonate -- Consumption"
"fpt31"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"fpt32"	"D-Glucosamine (Glucosamine) -- Consumption"
"fpt33"	"D-Glucose (Glucose) -- Consumption"
"fpt34"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"fpt35"	"D-Mannitol (Mannitol) -- Consumption"
"fpt36"	"D-Mannose (Mannose) -- Consumption"
"fpt37"	"D-Psicose -- Consumption"
"fpt38"	"D-Ribose (Ribose) -- Consumption"
"fpt39"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"fpt40"	"D-Tagaturonate -- Consumption"
"fpt41"	"D-Xylose (Xylose) -- Consumption"
"fpt42"	"Deoxycholic acid -- Production"
"fpt43"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"fpt44"	"Dimethylamine -- Production"
"fpt45"	"Ethanol -- Production"
"fpt46"	"Folic acid (Folate, Vitamin B9) -- Production"
"fpt47"	"Formaldehyde -- Production"
"fpt48"	"Formate -- Consumption"
"fpt49"	"Formate -- Production"
"fpt50"	"FOS (Fructooligosaccharide) -- Consumption"
"fpt51"	"Fructan (Inulin, Levan) -- Macromolecule"
"fpt52"	"Fumarate -- Consumption"
"fpt53"	"Galactan -- Macromolecule"
"fpt54"	"Glycerol -- Consumption"
"fpt55"	"H2 (Hydrogen) -- Production"
"fpt56"	"H2O2 -- Production"
"fpt57"	"H2S (HS-) -- Production"
"fpt58"	"Hemicellulose, not specified -- Macromolecule"
"fpt59"	"Hippurate -- Consumption"
"fpt60"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"fpt61"	"Indole-3-acetate (Indoleacetate) -- Production"
"fpt62"	"Indole -- Production"
"fpt63"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"fpt64"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"fpt65"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"fpt66"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"fpt67"	"L-Arginine (Arginine) -- Consumption"
"fpt68"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"fpt69"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"fpt70"	"L-Fucose -- Consumption"
"fpt71"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"fpt72"	"L-Idonate -- Consumption"
"fpt73"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"fpt74"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"fpt75"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"fpt76"	"L-Methionine (D-Methionine) -- Consumption"
"fpt77"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"fpt78"	"L-Serine (Serine, D-Serine) -- Consumption"
"fpt79"	"L-Threonine (Threonine) -- Production"
"fpt80"	"Lactose -- Consumption"
"fpt81"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt82"	"Lithocholic acid -- Production"
"fpt83"	"Maltose -- Consumption"
"fpt84"	"Mannan -- Macromolecule"
"fpt85"	"Melibiose -- Consumption"
"fpt86"	"Menaquinone (Vitamin K2) -- Production"
"fpt87"	"Methanol -- Production"
"fpt88"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt89"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt90"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt91"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt92"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt93"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt94"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt95"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt96"	"Nitrate (NO3-) -- Consumption"
"fpt97"	"Nitrite (NO2-) -- Consumption"
"fpt98"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt99"	"Pectin -- Macromolecule"
"fpt100"	"Pentanol -- Production"
"fpt101"	"Phenylethylamine -- Production"
"fpt102"	"Polypeptide -- Macromolecule"
"fpt103"	"Propanoate (Propionate) -- Consumption"
"fpt104"	"Propanoate (Propionate) -- Production"
"fpt105"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt106"	"Putrescine -- Production"
"fpt107"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt108"	"Raffinose -- Consumption"
"fpt109"	"Riboflavin (Vitamin B2) -- Production"
"fpt110"	"Stachyose -- Consumption"
"fpt111"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt112"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt113"	"Succinate -- Production"
"fpt114"	"Sucrose -- Consumption"
"fpt115"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt116"	"Tauro-b-muricholic acid -- Consumption"
"fpt117"	"Taurocholate -- Consumption"
"fpt118"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt119"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt120"	"Thiosulfate -- Consumption"
"fpt121"	"Trehalose -- Consumption"
"fpt122"	"Trimethylamine -- Production"
"fpt123"	"Tyramine -- Production"
"fpt124"	"Urea -- Consumption"
"fpt125"	"Urea -- Production"
"fpt126"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt127"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt128"	"Xylan -- Macromolecule"
