"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"Metabolism|Global and overview maps"	0.377955103545456	0.390709970890936	0.385340712942035	0.379134511325727	0.37969718628885	0.371452621163126	0.382009896496318	0.384466829484957	0.37659780151491
"Metabolism|Carbohydrate metabolism"	0.11531432967085	0.117481951002758	0.114717498749717	0.10823933084439	0.108883920396946	0.118523705772749	0.118370989094925	0.108812823576206	0.107468436783447
"Environmental Information Processing|Membrane transport"	0.0800188322036752	0.0708202595328729	0.078474327525413	0.0654408847062832	0.0693864469598019	0.0810134266405596	0.0799147261978292	0.0657419373023134	0.0636179887303596
"Metabolism|Amino acid metabolism"	0.0619860063102993	0.0639547915826625	0.0637591177512479	0.0616747205842217	0.0620233615965195	0.0605926824945727	0.0628328728690351	0.0630599158960951	0.0606551104319474
"Environmental Information Processing|Signal transduction"	0.04996491065056	0.0418106163789254	0.0428692962746675	0.0480365829631066	0.0483791126780535	0.0454872259018245	0.0414423224384284	0.0452214474363557	0.0526017102103608
"Cellular Processes|Cellular community - prokaryotes"	0.0435332688359517	0.0397341578635107	0.0414237784311458	0.0466345715831192	0.0456641300686832	0.0435961076846161	0.0416907188573379	0.0449754558018609	0.0477897463686954
"Metabolism|Energy metabolism"	0.0361847559682804	0.0353196700284365	0.0363575140110572	0.0367317853909338	0.0370439330731293	0.0368345164636342	0.036104325658089	0.0368917091745283	0.0364632366985765
"Metabolism|Metabolism of cofactors and vitamins"	0.0338171467241735	0.0384003859496913	0.0356675420018099	0.0364463009974353	0.0356866251089618	0.0353274158835534	0.0367945605940236	0.0375903285751026	0.0354477825577991
"Metabolism|Nucleotide metabolism"	0.0256919534318764	0.026933594474058	0.0269815063227197	0.0265393206505171	0.0262586666862061	0.025898118859372	0.0267009535382338	0.0265999533376063	0.0260855418336195
"Metabolism|Lipid metabolism"	0.0201701279913547	0.0195585571649803	0.0188423977650164	0.020240132714344	0.0199926562284548	0.0206095741002181	0.0192677339366324	0.0194790733214041	0.0209843681330389
"Genetic Information Processing|Translation"	0.0183579893643877	0.0198135968560724	0.0199425269903749	0.0196716901314449	0.0191870900263267	0.0160259160042588	0.0182143120666696	0.0200767237220956	0.0198225184737925
"Genetic Information Processing|Replication and repair"	0.0174623524209904	0.0175683501001442	0.0180304350465225	0.0187818631719428	0.0182506861921163	0.0162729946557069	0.0169542525880256	0.018597276432813	0.0189704839508348
"Metabolism|Glycan biosynthesis and metabolism"	0.0143233328006764	0.0149108617425068	0.0133459899119881	0.0140649858935956	0.0137489998928489	0.012075669543571	0.012500648102732	0.0135198243859655	0.0151039277641374
"Metabolism|Metabolism of other amino acids"	0.0122437474720744	0.0125542874744685	0.0125206822731822	0.0130828016440598	0.0128543150134849	0.0139488932346025	0.0132631543523212	0.0131180193165626	0.0126442393379921
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0118054945112312	0.0108887381119848	0.0119794870077661	0.0123261379693893	0.0129243095731219	0.0150422479301242	0.0130495334581065	0.0126295977491242	0.0114350426846652
"Metabolism|Biosynthesis of other secondary metabolites"	0.0125007983507274	0.0122299817338344	0.0120443621844207	0.0129822536906368	0.012437149551602	0.0109894124661519	0.0111603598773951	0.0124301837298	0.0138016336497662
