"Taxa"	"korra21"	"korra29"	"korra44"	"korra48"	"korra58"
"chemoheterotrophy"	0.199964770125066	0.155306127505637	0.222009340198779	0.197688714039833	0.140470265603575
"fermentation"	0.19598379425753	0.153497361183379	0.189857502095557	0.189082862060487	0.128028033111574
"anaerobic_chemoheterotrophy"	0.195913334507662	0.153497361183379	0.189857502095557	0.188959921317925	0.127875679244325
"animal_parasites_or_symbionts"	0.112629910163819	0.118486582918308	0.302718237336846	0.135726579788542	0.175765578182926
"human_associated"	0.0800775057248547	0.114249609752472	0.0193390013172075	0.0749938529628719	0.107714184145041
"human_pathogens_all"	0.0682050378721155	0.101464357392403	0.0035923841456113	0.0591754774198836	0.100604337006754
"nitrate_reduction"	0.0479126299101638	0.0713595480561956	0.00233504969464735	0.03950495860995	0.0666040322990199
"human_gut"	0.0321648758146909	0.0428652840754231	0.0167644593461861	0.035611835095484	0.04126250571327
"mammal_gut"	0.0321648758146909	0.0428652840754231	0.0167644593461861	0.035611835095484	0.04126250571327
"human_pathogens_gastroenteritis"	0.0303329223181258	0.0445997175351223	0.00173631900371213	0.033726743709532	0.0565994616830024
"aerobic_chemoheterotrophy"	0.00401620574246961	0.00180876632225774	0.0322117111723147	0.00872879272190804	0.0125945863592504
"reductive_acetogenesis"	0.00035229874933944	0	0.000778349898215782	0.000122940742562085	2.53923112081662e-05
"xylanolysis"	3.5229874933944e-05	0	0.000419111483654652	0.000122940742562085	0.000177746178457163
"human_pathogens_diarrhea"	3.5229874933944e-05	0	0.00035923841456113	0.00016392099008278	0.000152353867248997
"human_pathogens_pneumonia"	0	0	0.00035923841456113	4.0980247520695e-05	0
"human_pathogens_septicemia"	0	0	0.00035923841456113	4.0980247520695e-05	0
"ureolysis"	0	0	0.00035923841456113	4.0980247520695e-05	0
"fumarate_respiration"	3.5229874933944e-05	0	0	0.000122940742562085	0.000152353867248997
"nitrate_respiration"	3.5229874933944e-05	0	0	0.000122940742562085	0.000152353867248997
"nitrite_ammonification"	3.5229874933944e-05	0	0	0.000122940742562085	0.000152353867248997
"nitrite_respiration"	3.5229874933944e-05	0	0	0.000122940742562085	0.000152353867248997
"nitrogen_respiration"	3.5229874933944e-05	0	0	0.000122940742562085	0.000152353867248997
"cellulolysis"	3.5229874933944e-05	0	0.000179619207280565	4.0980247520695e-05	2.53923112081662e-05
"respiration_of_sulfur_compounds"	0	0	0	0	2.53923112081662e-05
"sulfite_respiration"	0	0	0	0	2.53923112081662e-05
"thiosulfate_respiration"	0	0	0	0	2.53923112081662e-05
