"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"chemoheterotrophy"	0.228146942098301	0.267734391609383	0.232700705408129	0.264942178940962	0.305297609986299	0.289918962722853	0.30038454264641	0.309208143157285	0.249157883298924
"fermentation"	0.221532512465656	0.248033449082276	0.194785018474975	0.240535605599513	0.291216319074441	0.271507293354943	0.280842211435416	0.287763529667464	0.234760404216017
"anaerobic_chemoheterotrophy"	0.221481632237712	0.248033449082276	0.194785018474975	0.240413877054169	0.291216319074441	0.271507293354943	0.280905251213516	0.28783597768601	0.234760404216017
"animal_parasites_or_symbionts"	0.13295003561616	0.160583941605839	0.0505542492442056	0.127084601339014	0.0748972446338864	0.115915721231767	0.0914076782449726	0.0228211258422082	0.0937737694230142
"human_associated"	0.0481326956344764	0.0148111402451988	0.0502183406113537	0.0262933657942788	0.0069264728269143	0.0099837925445705	0.00781693248439765	0.0224588857494748	0.046615234162773
"aerobic_chemoheterotrophy"	0.00666530986058818	0.0196300758273687	0.0379156869331542	0.0245283018867925	0.0140051758258487	0.0183468395461912	0.0194792914328942	0.0213721654712744	0.0143974790829077
"human_pathogens_all"	0.0425358705607001	0.0100630713627666	0.0461454484380249	0.0200852099817407	0.00053280560207033	0	0	7.24480185466928e-05	0.0379224166032815
"human_gut"	0.0334283097588277	0.0100630713627666	0.00688612697346322	0.0182592818015825	0.00662201248287411	0.0099837925445705	0.00781693248439765	0.0223864377309281	0.0197218298380963
"mammal_gut"	0.0334283097588277	0.0100630713627666	0.00688612697346322	0.0182592818015825	0.00662201248287411	0.0099837925445705	0.00781693248439765	0.0223864377309281	0.0197218298380963
"nitrate_reduction"	0.0149587870153658	0.00503153568138332	0.000167954316425932	0.00858186244674376	0.00053280560207033	6.48298217179903e-05	0.000252159112399924	7.24480185466928e-05	0.0272737150929045
"ureolysis"	0	0	0.0502183406113537	0	0	0	0	0	0
"human_pathogens_gastroenteritis"	0.0146026254197619	0.00425200198426759	4.1988579106483e-05	0.00748630553864881	0.000304460344040189	0	0	0	0.0198848201673367
"human_pathogens_diarrhea"	5.08802279434212e-05	0	0.0415686933154182	6.08642726719416e-05	0	0	0	0	5.43301097468217e-05
"human_pathogens_pneumonia"	0	0	0.0415686933154182	0	0	0	0	0	0
"human_pathogens_septicemia"	0	0	0.0415686933154182	0	0	0	0	0	0
"xylanolysis"	0.00137376615447237	0.000779533697115725	0.00218340611353712	0.00115642118076689	0.0014461866341909	0.00155591572123177	0.00144991489629957	0.00210099253785409	0.000760621536455504
"cellulolysis"	0	0.000496066898164552	0.00041988579106483	0.00103469263542301	0.000304460344040189	0.000842787682333874	0.00107167622769968	0.00079692820401362	0.000706291426708682
"reductive_acetogenesis"	0	0.000425200198426759	4.1988579106483e-05	0.000426049908703591	7.61150860100472e-05	0.000388978930307942	0.000693437559099792	0.000724480185466928	0.000217320438987287
"plant_pathogen"	0	0	0.00134363453140746	0	0	0	0	0	0
"fumarate_respiration"	0.000203520911773685	0	0	0.000243457090687766	0	0	0	0	5.43301097468217e-05
"nitrate_respiration"	0.000203520911773685	0	0	0.000243457090687766	0	0	0	0	5.43301097468217e-05
"nitrogen_respiration"	0.000203520911773685	0	0	0.000243457090687766	0	0	0	0	5.43301097468217e-05
"nitrite_ammonification"	5.08802279434212e-05	0	0	6.08642726719416e-05	0	0	0	0	5.43301097468217e-05
"nitrite_respiration"	5.08802279434212e-05	0	0	6.08642726719416e-05	0	0	0	0	5.43301097468217e-05
"dark_hydrogen_oxidation"	0	0	0	0	0	0	6.30397780999811e-05	0	0
