"ID"	"Function"
"fpt1"	"dark_hydrogen_oxidation"
"fpt2"	"nitrite_ammonification"
"fpt3"	"nitrite_respiration"
"fpt4"	"cellulolysis"
"fpt5"	"xylanolysis"
"fpt6"	"fermentation"
"fpt7"	"aerobic_chemoheterotrophy"
"fpt8"	"human_pathogens_gastroenteritis"
"fpt9"	"human_pathogens_diarrhea"
"fpt10"	"human_pathogens_all"
"fpt11"	"human_gut"
"fpt12"	"human_associated"
"fpt13"	"mammal_gut"
"fpt14"	"animal_parasites_or_symbionts"
"fpt15"	"nitrate_respiration"
"fpt16"	"nitrate_reduction"
"fpt17"	"nitrogen_respiration"
"fpt18"	"fumarate_respiration"
"fpt19"	"reductive_acetogenesis"
"fpt20"	"chemoheterotrophy"
"fpt21"	"anaerobic_chemoheterotrophy"
