"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"Metabolism|Global and overview maps|Metabolic pathways"	0.149217285291083	0.14220814832387	0.143971186170999	0.145382406459105	0.14707886396924	0.146241387582006	0.14358757463513	0.147671719376537	0.142560352411425
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0634555521494318	0.0576362150565548	0.0609946881121293	0.0621086531221092	0.060397484537266	0.0596282240663686	0.0597934058649213	0.0614490955869549	0.0589184994893385
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0476576724823344	0.053297195591976	0.0580211374145957	0.0534178191621614	0.0457513397466053	0.0468884830379784	0.0553943549170832	0.0441009865513686	0.0522454406330669
"Environmental Information Processing|Signal transduction|Two-component system"	0.0458810475856234	0.0463516728056834	0.0493412195101603	0.0483812690830583	0.0560885370572989	0.056697177816105	0.0478632390234776	0.0544750650918898	0.0487618002886383
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0490278632680148	0.0545866522985042	0.0499512263876551	0.0490889940731668	0.0475203542706578	0.0479743681761205	0.0508670014405019	0.0475118137370451	0.050899909990697
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.050562822760159	0.0450391506838011	0.0480605325455697	0.0484558138114944	0.0485583190624609	0.0481632943551751	0.0471255426373137	0.0490992038825247	0.0467823903982431
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0319883299986399	0.0247523929733163	0.0299418234975557	0.0299847912756239	0.0295502194314147	0.0291806784268657	0.0283429144528232	0.0296066111595407	0.0271247281821472
"Metabolism|Global and overview maps|Carbon metabolism"	0.0254701274448822	0.0245883996600957	0.0248768483790532	0.0247458929910976	0.0253363158961044	0.0252325648565799	0.024548835778751	0.0253204748512006	0.0244225042599922
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0230498854420667	0.0224013009805445	0.0271308849330834	0.0263987447217444	0.0229308009194619	0.0229791071034685	0.0249858266154879	0.0227863286592531	0.0244554434905754
"Metabolism|Carbohydrate metabolism|Amino sugar and nucleotide sugar metabolism"	0.0150679851877733	0.0155500214107312	0.015393875122293	0.0159330351895375	0.0160383214008535	0.0158404079303262	0.0161006531152411	0.0163920523940199	0.0160648111272654
"Metabolism|Nucleotide metabolism|Purine metabolism"	0.0150625326167628	0.0144315696383016	0.014474798199775	0.0145461270252121	0.0141502012250154	0.0141692961512174	0.014313808697911	0.0143342849366437	0.0143223195725736
