"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"Metabolism|Global and overview maps"	0.385669094468199	0.364021189932754	0.373334154279778	0.375192254268525	0.374062137602268	0.371898944308919	0.369834394762058	0.375934063245199	0.366452721151857
"Metabolism|Carbohydrate metabolism"	0.107585022942444	0.119442974295159	0.111269607020352	0.111198333076278	0.110486694129644	0.1106023989739	0.114535020372186	0.111245951487098	0.111820082015885
"Environmental Information Processing|Membrane transport"	0.0644187967866854	0.0801367623661674	0.0780074825752176	0.0734560659575045	0.0595034032861859	0.0609291062258993	0.0785811783792806	0.0590506424804455	0.0736484006449908
"Metabolism|Amino acid metabolism"	0.0639471059514789	0.0573929243987545	0.0614520325901472	0.0616398819126058	0.0608083453118502	0.0598449991658441	0.0604890448218653	0.0599715916804127	0.0608378637656736
"Environmental Information Processing|Signal transduction"	0.0488900010278141	0.0494316871567819	0.0522511036021647	0.0514424847476164	0.0593088438862738	0.0598695016430688	0.0507842882088529	0.0577835653064764	0.0519715250317805
"Cellular Processes|Cellular community - prokaryotes"	0.0429319340243188	0.0438765174845578	0.0464092458423327	0.0466743308146655	0.0451188438282605	0.0459606204279246	0.045544951834943	0.045067455778538	0.046945090264712
"Metabolism|Energy metabolism"	0.03673882567477	0.0376154254308156	0.0364737717794511	0.0362500279119888	0.0360539828931641	0.0362917584392792	0.0365266196328449	0.0362113923582746	0.0365932886847181
"Metabolism|Metabolism of cofactors and vitamins"	0.0350719160716299	0.0340601601240994	0.0338003770581626	0.0349338663723107	0.0332112941829808	0.0327782731508131	0.0342137282204491	0.0347274875406524	0.0340415349045987
"Metabolism|Nucleotide metabolism"	0.0263610873075293	0.025156500456483	0.0252307904540161	0.0254020769241949	0.0248857304349818	0.0247387570097809	0.0250562725026189	0.0250286805783729	0.0248860422033919
"Metabolism|Lipid metabolism"	0.0204179165704203	0.0221824793907186	0.0205200127788203	0.0206027669888949	0.0238415689769897	0.0238592700269968	0.0211741201751096	0.0230981296336929	0.0220626859769792
"Genetic Information Processing|Translation"	0.0198894272863645	0.0142165411199072	0.0177559435846257	0.0181718449252158	0.0180041335796764	0.0174506357495989	0.0167115573658324	0.0182262270607737	0.0163532396284373
"Genetic Information Processing|Replication and repair"	0.0186766703865718	0.0156228750979403	0.0171295211365874	0.0173064280486193	0.0175150372581847	0.0173874162260421	0.0170138073919859	0.0178274166941953	0.0166938311836933
"Metabolism|Glycan biosynthesis and metabolism"	0.0159392448579904	0.0125232776667739	0.0134774944686712	0.0141457976120567	0.0187266013964618	0.0185446091428445	0.0134761033811039	0.0179344856857644	0.0136892394132568
"Metabolism|Xenobiotics biodegradation and metabolism"	0.012258315899007	0.0160699210454002	0.0129894481552976	0.0125087477344723	0.0124426423618823	0.0123967455921539	0.0137490855887157	0.0115314034417982	0.0146557660398121
"Metabolism|Metabolism of other amino acids"	0.0127104518397924	0.0144569544252837	0.0126269194724809	0.0127796331441583	0.0126788864769493	0.012694617401748	0.0131844693065284	0.0124683003869131	0.0138844140776918
"Metabolism|Biosynthesis of other secondary metabolites"	0.0133406179317385	0.0112434801108161	0.0123628667288866	0.01255292343445	0.0142637258423386	0.0142844595182035	0.0122243507159696	0.0141445027837756	0.012629523726329
"Human Diseases|Drug resistance: Antimicrobial"	0.0108369149808496	0.0154210501974967	0.0123968418092471	0.0124585326262622	0.0122432796006871	0.0121368867555018	0.0131524167277576	0.0119354639712658	0.014203316016925
"Genetic Information Processing|Folding, sorting and degradation"	0.0113080271045201	0.00946482570994978	0.0104356378820602	0.0107557443102505	0.0105084557908801	0.0104273736673696	0.0100919895237281	0.0109561114816931	0.0102707532872297
"Metabolism|Metabolism of terpenoids and polyketides"	0.00976215567208393	0.0103703793142465	0.00950069296437603	0.00901558008939289	0.00897704255642129	0.0094711874544131	0.00940975905016022	0.00911760728620308	0.00955894628688444
"Cellular Processes|Cell motility"	0.00567630350918982	0.0111517792486546	0.00756090141714998	0.00754273548738264	0.00661493533824843	0.00722156522392947	0.00865649150961499	0.00657637962293766	0.010386534238363
"Cellular Processes|Cell growth and death"	0.00812531882749303	0.00533624973418622	0.00744787647433513	0.00774066636113568	0.00866255391296485	0.00883882888771377	0.00689735064364867	0.00902162939812804	0.00724139501014602
"Human Diseases|Infectious diseases: Bacterial"	0.00524487218048027	0.00711572151819824	0.00504979506692703	0.00506039867713706	0.00584442012523298	0.00596529205744957	0.00571479260890438	0.00551784797707322	0.00618814912507426
"Organismal Systems|Endocrine system"	0.00401848740632236	0.00342402454095944	0.00371312695098702	0.0038004387993106	0.00418939246147031	0.00418783799576343	0.00358574218921632	0.00427105533251147	0.0037110499472373
"Human Diseases|Cancers: Overview"	0.00260763518139004	0.00351671113299729	0.00272146392625627	0.00275500146883495	0.00280620316091679	0.00279342899793346	0.00296603605778212	0.00283401963481453	0.00328455511263192
"Cellular Processes|Transport and catabolism"	0.0023636910797901	0.00198741704535334	0.001930631388925	0.00200066143914124	0.00352436108587339	0.00350752687688204	0.00206243151749788	0.00320198233601635	0.00222045272188969
"Human Diseases|Drug resistance: Antineoplastic"	0.00222640012157599	0.00172977026121646	0.00204010736475206	0.00210359424473675	0.00194274940500227	0.00193165519059203	0.00196129859574986	0.00200825786938174	0.00199324482605297
"Organismal Systems|Aging"	0.00162492359255561	0.0022878724388337	0.00169422336923533	0.00175981417583089	0.00188052735571363	0.00187997512561633	0.00190464226588386	0.00187766479044422	0.00218172983968727
"Organismal Systems|Immune system"	0.00168157310991266	0.00125790113500175	0.00155806947163902	0.00161808018677364	0.00197202994051011	0.00196488465337919	0.0015096979203892	0.00200895903407438	0.00155228460420948
