"ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid2518971"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella dubosii"
"txid2530391"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella freteri"
"txid2601703"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Heminiphilus"	"s__Heminiphilus faecis"
"txid2530390"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Muribaculum"	"s__Muribaculum gordoncarteri"
"txid1796646"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Muribaculum"	"s__Muribaculum intestinale"
"txid2094151"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Paramuribaculum"	"s__Paramuribaculum intestinale"
"txid2606626"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Sodaliphilus"	"s__Sodaliphilus pleomorphus"
"txid2042309"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Butyricimonas"	"s__Butyricimonas vaginalis"
"txid28118"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Odoribacteraceae"	"g__Odoribacter"	"s__Odoribacter splanchnicus"
"txid1841864"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Marseilla"	"s__Marseilla massiliensis"
"txid1870999"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Metaprevotella"	"s__Metaprevotella massiliensis"
"txid305719"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella baroniae"
"txid873513"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella buccae"
"txid537011"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella copri"
"txid2801997"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella herbatica"
"txid1776379"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella lascolaii"
"txid840"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella loescheii"
"txid439703"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella maculosa"
"txid2479840"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella marseillensis"
"txid1676614"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella rara"
"txid1852370"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotellamassilia"	"s__Prevotellamassilia timonensis"
"txid742725"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"	"s__Alistipes indistinctus"
"txid1871023"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Millionella"	"s__Millionella massiliensis"
"txid823"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides distasonis"
"txid574930"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides gordonii"
"txid387661"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides johnsonii"
"txid46503"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides merdae"
"txid28031"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Lysinibacillus"	"s__Lysinibacillus fusiformis"
"txid1562132"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Kurthia"	"s__Kurthia populi"
"txid1224748"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Solibacillus"	"s__Solibacillus isronensis"
"txid76853"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Planococcaceae"	"g__Solibacillus"	"s__Solibacillus silvestris"
"txid46125"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Abiotrophia"	"s__Abiotrophia defectiva"
"txid1140002"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus avium"
"txid1351"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus faecalis"
"txid160453"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus gilvus"
"txid768486"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus hirae"
"txid71451"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus malodoratus"
"txid71452"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus raffinosus"
"txid1583"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Weissella"	"s__Weissella confusa"
"txid1363"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Lactococcus"	"s__Lactococcus garvieae"
"txid1358"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Lactococcus"	"s__Lactococcus lactis"
"txid270498"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Christensenellaceae"	"g__Christensenella"	"s__Christensenella hongkongensis"
"txid626937"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Christensenellaceae"	"g__Christensenella"	"s__Christensenella minuta"
"txid2763654"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Christensenellaceae"	"g__Luoshenia"	"s__Luoshenia tenuis"
"txid179628"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium colicanis"
"txid2126740"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium fessum"
"txid759821"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium indicum"
"txid1347366"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium massiliamazoniense"
"txid137838"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium neonatale"
"txid29363"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium paraputrificum"
"txid1650661"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium phoceensis"
"txid2605778"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium porci"
"txid39493"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium tarantellae"
"txid1559"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium tertium"
"txid1096246"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Hungatella"	"s__Hungatella effluvii"
"txid154046"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Hungatella"	"s__Hungatella hathewayi"
"txid384636"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Hungatella"	"s__Hungatella xylanolytica"
"txid53442"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Eubacteriaceae"	"g__Eubacterium"	"s__Eubacterium callanderi"
"txid433296"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Aminipila"	"s__Aminipila butyrica"
"txid1776384"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Emergencia"	"s__Emergencia timonensis"
"txid1852367"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Ihubacter"	"s__Ihubacter massiliensis"
"txid2764712"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Lentihominibacter"	"s__Lentihominibacter faecis"
"txid2763645"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Lentihominibacter"	"s__Lentihominibacter hominis"
"txid2763660"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Feifaniaceae"	"g__Feifania"	"s__Feifania hominis"
"txid1812858"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Anaerosacchariphilus"	"s__Anaerosacchariphilus polymeriproducens"
"txid433287"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Anaerotignum"	"s__Anaerotignum aminivorans"
"txid2358141"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Anaerotignum"	"s__Anaerotignum faecicola"
"txid2606636"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Bilifractor"	"s__Bilifractor porci"
"txid1796615"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia caecimuris"
"txid536633"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia glucerasea"
"txid831"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio fibrisolvens"
"txid185008"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio hungatei"
"txid673271"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Catenibacillus"	"s__Catenibacillus scindens"
"txid642492"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Cellulosilyticum"	"s__Cellulosilyticum lentocellum"
"txid2850323"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Diplocloster"	"s__Diplocloster agilis"
"txid1720294"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	"s__Eisenbergiella massiliensis"
"txid2652274"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	"s__Eisenbergiella porci"
"txid1432052"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Eisenbergiella"	"s__Eisenbergiella tayi"
"txid358742"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster aldenensis"
"txid208479"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster bolteae"
"txid358743"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster citroniae"
"txid1531"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster clostridioformis"
"txid460384"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster lavalensis"
"txid39482"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena contorta"
"txid1544"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Faecalicatena"	"s__Faecalicatena orotica"
"txid1912090"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Gluceribacter"	"s__Gluceribacter canis"
"txid2885351"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Hominisplanchenecus"	"s__Hominisplanchenecus faecis"
"txid1469948"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Kineothrix"	"s__Kineothrix alysoides"
"txid1512"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Clostridium symbiosum"
"txid1917870"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium pacaense"
"txid1852382"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium urinimassiliense"
"txid253257"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora amygdalina"
"txid1286362"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora celerecrescens"
"txid69825"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora indolis"
"txid84030"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora saccharolytica"
"txid29370"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora sphenoides"
"txid2219695"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Luxibacter"	"s__Luxibacter massiliensis"
"txid168384"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Marvinbryantia"	"s__Marvinbryantia formatexigens"
"txid2594882"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter catenae"
"txid1720300"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Mediterraneibacter massiliensis"
"txid796944"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__Oribacterium asaccharolyticum"
"txid796943"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__Oribacterium parvum"
"txid237576"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__Oribacterium sinus"
"txid2606632"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Porcincola"	"s__Porcincola intestinalis"
"txid180332"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Robinsoniella"	"s__Robinsoniella peoriensis"
"txid585394"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia hominis"
"txid2606635"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Waltera"	"s__Waltera intestinalis"
"txid2763667"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Wansuia"	"s__Wansuia hejianensis"
"txid169435"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Anaerotruncus"	"s__Anaerotruncus colihominis"
"txid1871018"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Angelakisella"	"s__Angelakisella massiliensis"
"txid642589"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Caproiciproducens"	"s__Caproiciproducens galactitolivorans"
"txid292800"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Flavonifractor"	"s__Flavonifractor plautii"
"txid2764322"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Hydrogeniiclostridium"	"s__Hydrogeniiclostridium mannosilyticum"
"txid1841867"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Phocea"	"s__Phocea massiliensis"
"txid1550024"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Ruthenibacterium"	"s__Ruthenibacterium lactatiformans"
"txid44749"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Sporobacter"	"s__Sporobacter termitidis"
"txid1535"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__"	"s__Clostridium leptum"
"txid2741"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Peptococcaceae"	"g__Peptococcus"	"s__Peptococcus niger"
"txid2211183"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Evtepia"	"s__Evtepia gabavorous"
"txid1702285"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__Intestinimonas"	"s__Intestinimonas gabonensis"
"txid2606629"	"k__Bacteria"	"p__Firmicutes"	"c__Erysipelotrichia"	"o__Erysipelotrichales"	"f__Erysipelotrichaceae"	"g__Floccifex"	"s__Floccifex porci"
"txid33025"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Acidaminococcales"	"f__Acidaminococcaceae"	"g__Phascolarctobacterium"	"s__Phascolarctobacterium faecium"
"txid2654621"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Acidaminococcales"	"f__Acidaminococcaceae"	"g__Phascolarctobacterium"	"s__Phascolarctobacterium wakonense"
"txid742816"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Selenomonadales"	"f__Selenomonadaceae"	"g__Megamonas"	"s__Megamonas funiformis"
"txid158847"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Selenomonadales"	"f__Selenomonadaceae"	"g__Megamonas"	"s__Megamonas hypermegale"
"txid491921"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Selenomonadales"	"f__Selenomonadaceae"	"g__Megamonas"	"s__Megamonas rupellensis"
"txid82376"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Selenomonadales"	"f__Sporomusaceae"	"g__Anaeroarcus"	"s__Anaeroarcus burkinensis"
"txid39950"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Dialister"	"s__Dialister pneumosintes"
"txid308994"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Dialister"	"s__Dialister propionicifaciens"
"txid742743"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Dialister"	"s__Dialister succinatiphilus"
"txid1064535"	"k__Bacteria"	"p__Firmicutes"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Megasphaera"	"s__Megasphaera elsdenii"
