"Taxa"	"kubo14"	"kubo15"	"kubo21"	"kubo30"	"kubo48"	"kubo58"
"chemoheterotrophy"	0.15750960673698	0.218353546079472	0.266043548639758	0.307500917730554	0.286550916356621	0.237241814263941
"fermentation"	0.155997056659308	0.214106075001397	0.263746018484674	0.305869396745116	0.276078269257269	0.197771587743733
"anaerobic_chemoheterotrophy"	0.155935737061565	0.214106075001397	0.263641585295807	0.305869396745116	0.276078269257269	0.197771587743733
"animal_parasites_or_symbionts"	0.114933366037119	0.0847258704521321	0.0596835674377317	0.0230452339193213	0.102521703183134	0.158984600830399
"human_associated"	0.111642547624888	0.0739954172022579	0.0413555427914991	0.0152955092384876	0.0142620917734601	0.0543438271929364
"human_pathogens_all"	0.100850298422042	0.0549935729056055	0.0262649470001567	0.0104825223314435	6.88989940746865e-05	0.04094181951963
"nitrate_reduction"	0.0707014961981849	0.0391214441401665	0.0193201399404731	0.00815760492719338	0.000413393964448119	0.040521364376938
"human_gut"	0.0411045703540185	0.0355446263902085	0.0226097853897969	0.00783130073010564	0.0141931927793854	0.0141378041730173
"mammal_gut"	0.0411045703540185	0.0355446263902085	0.0226097853897969	0.00783130073010564	0.0141931927793854	0.0141378041730173
"human_pathogens_gastroenteritis"	0.0478906058376257	0.0248141731403342	0.0114876507754164	0.00538401925194763	0	0.00257528774898828
"aerobic_chemoheterotrophy"	0.00157386967541493	0.00424747107807523	0.00240196334395071	0.00163152098543868	0.0104726470993523	0.0394702265202081
"xylanolysis"	0.000204398659144796	0.00022355110937238	0.000313299566602266	0.000407880246359669	0.00372054568003307	0.00126136542807589
"cellulolysis"	6.13195977434388e-05	5.58877773430951e-05	5.2216594433711e-05	0.000285516172451768	0.00117128289926967	0.000315341357018973
"reductive_acetogenesis"	2.04398659144796e-05	0.000167663332029285	0.000156649783301133	0.000122364073907901	0.000275595976298746	0.000315341357018973
"nitrate_respiration"	8.17594636579184e-05	0	5.2216594433711e-05	4.07880246359669e-05	0	0
"nitrite_ammonification"	8.17594636579184e-05	0	5.2216594433711e-05	4.07880246359669e-05	0	0
"nitrite_respiration"	8.17594636579184e-05	0	5.2216594433711e-05	4.07880246359669e-05	0	0
"nitrogen_respiration"	8.17594636579184e-05	0	5.2216594433711e-05	4.07880246359669e-05	0	0
"plant_pathogen"	0	0	0	0	0	0.000157670678509486
"fumarate_respiration"	6.13195977434388e-05	0	5.2216594433711e-05	4.07880246359669e-05	0	0
"human_pathogens_diarrhea"	6.13195977434388e-05	0	5.2216594433711e-05	4.07880246359669e-05	0	0
"dark_hydrogen_oxidation"	0	0	0	4.07880246359669e-05	0	5.25568928364955e-05
"nitrate_ammonification"	2.04398659144796e-05	0	0	0	0	0
