"Taxa"	"W1"	"W2"	"W4"	"W6"	"W7"	"W9"	"W10"	"W33"	"W42"	"W43"	"W52"	"W54"	"W57"	"W60"	"W63"	"W68"	"W73"	"W83"	"W84"	"W85"	"W87"	"W93"	"W94"	"W95"	"W96"	"W97"	"W100"	"W101"	"W104"	"W107"	"W108"	"W109"	"W111"	"W112"	"W114"	"W120"	"W121"	"W122"	"W123"	"W126"	"W127"	"W139"	"W140"	"W144"	"W150"	"W152"	"W153"	"W154"	"W164"	"W170"	"W181"	"W185"	"W187"	"W188"	"W189"	"W197"	"W221"	"W227"	"W228"	"W247"	"W251"	"W262"	"W265"	"W269"	"W280"	"W282"	"W318"
"Metabolism|Global and overview maps|Metabolic pathways"	0.147520357553172	0.146899211228369	0.149809808368826	0.152444855429977	0.148803223593556	0.147401079649182	0.144537736668436	0.150251592688997	0.15077308854626	0.150126270163977	0.152663903421741	0.150200989622142	0.152468567266556	0.14840810494731	0.150029699114954	0.150830087509601	0.151727054798727	0.149693447312202	0.150502428090057	0.147240301565578	0.149780370415244	0.142101716016463	0.148094020328643	0.153745834902059	0.149676940729407	0.147377456196795	0.151047135527516	0.150254511539435	0.148254516231342	0.152122833946915	0.152299513192005	0.149995304138648	0.149663008909911	0.150399656738783	0.149323558311402	0.152658128596576	0.143061888712689	0.149597105175015	0.150772111797817	0.144182269895349	0.141363848389457	0.146813443244301	0.14427758082351	0.145663041826143	0.147344014092328	0.142805572321412	0.142224979956474	0.148157534419163	0.148811023171007	0.146201725759902	0.146147315556152	0.145785652065678	0.142507474697818	0.145333802985519	0.146163332267978	0.145997503451894	0.151519172051982	0.146908637518363	0.145009191754069	0.138946042214738	0.13743829027323	0.145674747771516	0.141709208906089	0.148966881077185	0.146287984473657	0.142381462655851	0.144727258566235
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0645896872376322	0.062302225371472	0.066132018321584	0.0685113293745444	0.0646270710937665	0.0639053001284189	0.0616372656781862	0.0674296520166417	0.0673061588893066	0.0655515159860078	0.0677237551901159	0.0661535702966082	0.0668015701174648	0.0649968180752619	0.0659104360216403	0.0675492357046626	0.0673038782026862	0.0668133872274338	0.0672728478269194	0.06416657386658	0.0650236754810636	0.0585710070360438	0.063281700774852	0.0680565972971619	0.0653780543606743	0.0640537925414327	0.0651734336055488	0.0663795768950053	0.0649416379964394	0.0689330005092601	0.0679867992081542	0.067024592594511	0.0660532723770328	0.0673564125749795	0.0665659483191901	0.0687737298633211	0.0603861401126464	0.0664236219400356	0.0677462431826734	0.0633475570214004	0.0586867397386617	0.064688171709435	0.0610984736465718	0.0627116599546485	0.0643956050651086	0.060984277280364	0.0579248858679145	0.0643921325208228	0.066220638690631	0.0573395597477742	0.0613535249874728	0.0625529498978578	0.0590025623564006	0.0624903850469846	0.0626406668587442	0.0632041821017795	0.0675584888629148	0.0635296685854656	0.0624091505379447	0.0556434838668181	0.0557895549542508	0.063450445143411	0.0586233454796754	0.0654278997529329	0.0633028786107795	0.060491200027203	0.0607433861586299
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.0519240552733044	0.0503515390532489	0.053006171153412	0.0541872352935363	0.0522188440409887	0.0514032072482383	0.0500082015203716	0.0537134118807655	0.0534902333926989	0.0528388009110314	0.0541447900757494	0.0531347498676165	0.0539401023293361	0.0520434663670483	0.0531717142749467	0.053671963139612	0.0543346956516976	0.0533027980490412	0.0537278746062908	0.0507096137525935	0.0520977321673257	0.0470070737768445	0.0505594191005739	0.0532674022101257	0.0527475331009825	0.0521674785065314	0.052461847286552	0.0533165216465664	0.0521458788222563	0.0548966655810004	0.0546907286778753	0.0534841644534912	0.0527830706819211	0.0538276611127312	0.0530381780936367	0.0546942933067255	0.0479602744868866	0.0532515992555382	0.0540237436689813	0.0514329482343106	0.0466362750509145	0.0515789430854512	0.0493930112545122	0.0511318882944206	0.0520898642473152	0.04911895620679	0.0473923808912578	0.0508733681754278	0.0528209548705098	0.0468756174672804	0.0497055127406351	0.0507326350990028	0.0480876429942294	0.050044561484425	0.0504355423612178	0.0509467709966028	0.0545812610462584	0.0510981602128817	0.0504485048639216	0.0443206099997138	0.0436682889367505	0.0514718480220762	0.0472768897610412	0.0537608739645696	0.0516495741702982	0.0491696484129136	0.049426534227485
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0481982794406286	0.0500557151441494	0.0466146735452839	0.0482958288483095	0.0482006446859873	0.0479118344841979	0.0476389109700806	0.0464473243873833	0.0462577232463415	0.0499363827943012	0.0478867038133623	0.048531107685359	0.0505873716333924	0.0475123523987103	0.0486532420876885	0.0456764274563617	0.0483470441894437	0.046452245725385	0.0471206313178655	0.0491401278258466	0.0497393259302234	0.0505114001206072	0.0498990570065174	0.0496672366239203	0.0491167532040371	0.0488445399132511	0.0503789601412771	0.0476630978947608	0.0489669736559999	0.0450835698758333	0.0480403821033981	0.0463147440110551	0.0478275273599346	0.046146393656941	0.0457516545452423	0.0464386251168176	0.0519566721754978	0.0475192441928377	0.045170406670817	0.0546340100481993	0.0551011146757095	0.0485752487850227	0.0496739696061367	0.0488007190847765	0.0476643977368921	0.0449739925740883	0.0452899638079256	0.0495867456525841	0.0470896301235414	0.0414335954713122	0.0468647477525493	0.0471431537446016	0.0486938046881307	0.0482061607676184	0.0503412102857254	0.0487585033695762	0.0481714389781306	0.0493867214669935	0.0493543897360124	0.0565098130274486	0.0566109273952264	0.0480002847321239	0.0539775100738477	0.0488936899692399	0.0490411243289586	0.0492494276922149	0.0504285616661614
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0496623597530493	0.0499313126080765	0.0427286217401197	0.0439374783076952	0.0478885176907222	0.0503664586454267	0.0556099709711227	0.0446988108638093	0.0443376792612295	0.0446261212214052	0.0417954281473228	0.0462868293941837	0.0426820384276308	0.0463610700411521	0.0449318569547102	0.0434518487435999	0.0427205119340917	0.0478025597187628	0.045377091797071	0.0529396931131761	0.0468093931615461	0.0537309119253416	0.0500615034285182	0.0430603471387003	0.0460565359538939	0.0459762424777991	0.0445396782057514	0.0451072018008416	0.0495349469121854	0.041763556193289	0.0419315647647807	0.0455118933659748	0.0458702957614489	0.044118958718965	0.0486125620414938	0.0409293653241153	0.0536400962131137	0.047512878437206	0.0443362895922054	0.0375984675992647	0.0509130565596124	0.0540602910985204	0.0553133319534405	0.0541812485509542	0.0518676678323386	0.0597966635511412	0.05478237687188	0.045427133376914	0.0461753316514418	0.0369295589256298	0.0497808553982447	0.0510918261291633	0.0574466114396458	0.0421240638470405	0.053748210783146	0.0519701114021697	0.0437235806721483	0.0513738854807148	0.0547187419359847	0.0521740420233779	0.0576488546010151	0.0540878304433477	0.0585431946252379	0.048366617202114	0.0540348121813059	0.0601585068233579	0.0522241199673494
"Environmental Information Processing|Signal transduction|Two-component system"	0.0384698626257305	0.0362977079347142	0.0370532161193854	0.02827758707092	0.0363683606781712	0.0386163042280141	0.0444514982533773	0.0321337370219747	0.0332729300490027	0.032970531002918	0.0294762262777445	0.0326808132787306	0.0279797345118493	0.0377433990788027	0.0331587872342319	0.0341878863916366	0.0303282962848994	0.0334103269994514	0.0324254051576619	0.0355693234407224	0.0306246962797305	0.0497200644144679	0.0338045971993421	0.0280253154090084	0.0340301023836463	0.0367979626839325	0.0317787867393343	0.0319635225815614	0.0375089556345587	0.0289350543880381	0.029071241864489	0.0343655126507068	0.0322354735831246	0.0330960619957895	0.0343540830226726	0.0285458248474474	0.0419482672500536	0.0337186314932106	0.0320171888282218	0.03211215920765	0.03834057824341	0.038379957446255	0.0451069895803975	0.0407278080920418	0.0363377610711627	0.047341894190871	0.0618487445300495	0.035621069391241	0.0362273444451296	0.075024953138769	0.0506411358016789	0.045774763041653	0.0552032671716807	0.043884504105758	0.0393983622912627	0.0396547733308826	0.0301657810244435	0.0368215651739023	0.0414912065710761	0.0437775518387911	0.0431069040803174	0.0416578334768105	0.041558857520001	0.0309775861663672	0.0375498161986004	0.0457378409471943	0.0387892459460409
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.031233756685322	0.0293838193707144	0.0319128998928713	0.0332807630324777	0.0315843570794508	0.0311866014343932	0.03014535458266	0.0328403202240892	0.032241027801913	0.030896350393448	0.0326086058908964	0.0320730665655894	0.0319623640294485	0.0308397209383729	0.0319898865925247	0.0321580283618434	0.0324185843529402	0.0325653902084792	0.0328173621827679	0.0310964884020035	0.0315618553344648	0.0270582665782728	0.0300274701801228	0.03284798332043	0.0315403834516494	0.0299529912174632	0.0310951814329854	0.0323620118447981	0.0311536218611321	0.0337148043408007	0.0332260349441179	0.0323831155398566	0.0314799883213725	0.0325947275824737	0.0326202584308548	0.0332774898661892	0.0271503118029809	0.0326455333764918	0.0327274300593647	0.0275928675774276	0.0251516042662725	0.031635806004782	0.0293658827370521	0.0308013040325817	0.0318698863289077	0.0303631101200373	0.0277547460303413	0.0306993347802711	0.0316461057200694	0.0262636803793805	0.0294392068906649	0.0304231486928558	0.0283486994759624	0.0289293780166883	0.0303073882285802	0.0303574049610221	0.0331408227531714	0.0302096663463147	0.0299577440491278	0.0222214371551337	0.0240766667339845	0.0308475525544876	0.0268424368499265	0.0327759291048332	0.0310256860302135	0.0292977385440122	0.0288461414470145
"Metabolism|Global and overview maps|Carbon metabolism"	0.0263950764772514	0.0257702933380184	0.026339284118088	0.0263983872566192	0.026447977693111	0.0260705880086292	0.0257167840596103	0.026333008472161	0.0263668142179861	0.026925009898843	0.0268290033810336	0.0266350058521149	0.027167019886583	0.0262345798656049	0.0267347174496983	0.0262158356819836	0.0269849554461981	0.0261831110476585	0.0264390916616434	0.0254791399229188	0.0259606623613877	0.0252302574706598	0.0254630365399099	0.0264402684009564	0.0267874930840455	0.0258397844147195	0.0268678316904776	0.0263731540934673	0.0267031456895911	0.0261581164987174	0.0269123660429731	0.0263325083790542	0.0261660086943533	0.0262641604932645	0.026051142199872	0.0264125584035702	0.0254651026640805	0.0263477230774394	0.02608721102342	0.0259435707878771	0.0247833669424502	0.0258779842726544	0.0261755933828009	0.026523975712872	0.025935076211267	0.0241890070013582	0.0246278186365075	0.0258296363000777	0.0257889331963223	0.023812796481988	0.0258191804288679	0.0258762500627284	0.0258983819298595	0.0250326639901988	0.0262357885286436	0.0262501297606729	0.0269545509214459	0.0261557333155846	0.0266495720620167	0.0242950904299047	0.0248143077264169	0.0265281526733975	0.0256074984754128	0.0268927530489078	0.0261616019207018	0.0257697271368109	0.0255922716801559
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0242617675584295	0.0228115076196174	0.0212315953454809	0.021648185064507	0.0225789121605049	0.0239423723422647	0.0259696630329935	0.022244341666331	0.0221086257215399	0.02169925414457	0.0206566813516336	0.0224780754462421	0.0205554672424332	0.0228793454763042	0.0221752977185954	0.0222783069024927	0.0211814104873546	0.0232473194663985	0.0224768008774606	0.0249421185509562	0.0220736352807349	0.0253799505627885	0.0231152740912039	0.0214294064314593	0.0224762054872151	0.0221796546216498	0.0215595542711952	0.0218068638190029	0.0246405689655927	0.0208093081844201	0.0206147275400551	0.0227822938521087	0.0220355067602686	0.0221477578198178	0.0236555002176898	0.0203702455678844	0.0243487742288934	0.0231333886506442	0.0220512012459545	0.0188776056192367	0.0225859480406184	0.0263653854569176	0.026904159001713	0.0259305337072135	0.0240746680377223	0.0266120773470777	0.0269253335997361	0.0222674103348509	0.0232166552354592	0.0231729709168544	0.0245630360942434	0.0246545159315551	0.0284884691739401	0.0208408790421212	0.0258770757378645	0.0243159105169359	0.0210274650004931	0.0234176763525234	0.0257921363700678	0.0230461940969594	0.0244168027685907	0.0260911596544942	0.0258637205809955	0.0223657490250068	0.0255756193975518	0.0283877674646458	0.0241734874093742
"Metabolism|Nucleotide metabolism|Purine metabolism"	0.0166703280036754	0.0158418540685958	0.016885877162861	0.0169761878801625	0.0165186809268946	0.0166052293322589	0.0159037966358998	0.0175813496145572	0.0176906654885875	0.0163590081955089	0.0174893264603372	0.0169878189913345	0.0164319641087173	0.0168210295015997	0.0169284044536678	0.0177158903620174	0.0169415157599228	0.0175076042949268	0.0174641893635179	0.0163507786549584	0.0161697022293293	0.0141351621876789	0.0160947625864069	0.0167155703009403	0.0164803878589928	0.0158221374556804	0.0161821083999868	0.0171591029076891	0.0162362984616881	0.0184762515916032	0.017262923950603	0.0175061375023068	0.0173958624780535	0.0175461099512959	0.0180079612288691	0.018011656515683	0.0155538724522313	0.017036673036652	0.0182870670755113	0.0149623517670161	0.014528646476325	0.015922583706651	0.0158208613114208	0.0160985389452917	0.0168441919713028	0.0156471682273213	0.014148600232635	0.0165829317707192	0.0165713840394989	0.0134813749037656	0.0156121549113406	0.0159169214359911	0.0145432740660297	0.0159728106742548	0.015383424129118	0.016301569275873	0.0170329814042483	0.0158470394542367	0.0160902439759081	0.0129873983083781	0.0137901355384538	0.0162073486554773	0.0144992535791177	0.0166740372640909	0.0158514207730837	0.0149922191067758	0.0150976001474628
