"Taxa"	"iris16"	"iris17"	"iris22"	"iris36"	"iris44"	"iris46"	"iris59"	"iris60"
"Metabolism|Global and overview maps"	0.378470077053939	0.38446823416784	0.395090398284906	0.368373943619177	0.382154944718761	0.381912318897206	0.378578980688105	0.375166678416834
"Metabolism|Carbohydrate metabolism"	0.113567582911693	0.113018779556101	0.115613247298864	0.0877792334243932	0.112119190001364	0.111205902254136	0.108273712067758	0.109525101675606
"Environmental Information Processing|Membrane transport"	0.0655800891266926	0.0725032037715003	0.0681279303837235	0.044618534167669	0.0668050370360118	0.0636199388015731	0.0716645972328763	0.060439370102739
"Metabolism|Amino acid metabolism"	0.0609925336236173	0.0634992357352057	0.0657857768019793	0.0572402810740429	0.0618719675995484	0.0620794436588244	0.0618966781296063	0.0597070622631396
"Environmental Information Processing|Signal transduction"	0.0512615923111183	0.04430017540574	0.0372953580388583	0.0633217210475092	0.0476476211656891	0.048201721812027	0.0477105785333326	0.0552164999809441
"Cellular Processes|Cellular community - prokaryotes"	0.043189048153708	0.0399434105194916	0.0371074310543863	0.0614265042868148	0.0426929442578714	0.0419773137918414	0.0435642504830992	0.0439713174899166
"Metabolism|Energy metabolism"	0.0362509397717032	0.0366316533865269	0.0361955702712299	0.0390854057373934	0.0369140870957665	0.0369728065537842	0.0375367803673458	0.0371131008942989
"Metabolism|Metabolism of cofactors and vitamins"	0.0351151478466303	0.0349268076939061	0.0382548671992808	0.0364750666820436	0.035835411192169	0.0355437331888312	0.033873788700946	0.0337960075758129
"Metabolism|Nucleotide metabolism"	0.0261909292874307	0.0271638458346623	0.0280626381308788	0.0247710700685329	0.0268229941081596	0.0269145298134253	0.0269164626286777	0.0264211715232805
"Metabolism|Lipid metabolism"	0.0217591462551605	0.020160938465708	0.0192164158005188	0.0207518402065945	0.0205674827864141	0.0210926696947441	0.020261039669142	0.0227002301693495
"Genetic Information Processing|Translation"	0.0192020490787583	0.0198964119176233	0.0211399716547978	0.0203619450071859	0.0199016782713461	0.0198364575047094	0.0197665935183638	0.0192605339731961
"Genetic Information Processing|Replication and repair"	0.0184180457190744	0.0186237183491304	0.0188547732771851	0.020593197126835	0.0188149284335862	0.0190173033167281	0.0191024632667028	0.0190105902434227
"Metabolism|Glycan biosynthesis and metabolism"	0.0171528338432086	0.0154106825870322	0.0149416233787212	0.0131890168682622	0.0154307620468623	0.0161821639898764	0.0146420216819885	0.017610951929312
"Metabolism|Biosynthesis of other secondary metabolites"	0.0138689118769755	0.0130875055862841	0.0123440776356449	0.0145179878469254	0.0130291280032732	0.0133297522832404	0.0131839024082105	0.014151471352328
"Metabolism|Metabolism of other amino acids"	0.0125655323755397	0.0126293587321607	0.0129239154566457	0.0128982990239378	0.0125815124304906	0.0127655098067328	0.012514521214995	0.012398789371844
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0110546184394164	0.0121601346906564	0.011740486227462	0.0125506416280334	0.0115912248179972	0.0118351505000337	0.0128137886326059	0.0114624368979574
"Genetic Information Processing|Folding, sorting and degradation"	0.0109752723946864	0.0108497162838668	0.011293840155457	0.0148625672515726	0.0113094418086841	0.0112943438058699	0.0113074916620835	0.0111184507503514
"Human Diseases|Drug resistance: Antimicrobial"	0.0116079177731543	0.0111591298869409	0.011110586381684	0.010176125055569	0.0113604311962597	0.0116418701470548	0.0111063435902804	0.0118863143952555
"Metabolism|Metabolism of terpenoids and polyketides"	0.00886617629671833	0.00983040498234285	0.00932013245840335	0.00951389676687713	0.00942396232411428	0.00948403343801925	0.0100313402579243	0.0098082167660489
"Cellular Processes|Cell growth and death"	0.00849045989551435	0.00743011247623045	0.00674224943059783	0.0129092721126269	0.00829023512021522	0.00840930448070357	0.00838126567111418	0.00939198916089144
"Cellular Processes|Cell motility"	0.0053453676937393	0.00462693135195502	0.00268357523008069	0.0158017074950441	0.00553705754852057	0.00591691508954564	0.00715833686207241	0.0067762206124223
"Human Diseases|Infectious diseases: Bacterial"	0.00499391097313319	0.00474117115645791	0.00431488697173522	0.00596108898308685	0.00489223014045539	0.0053471935004995	0.00495955938058587	0.00567867638564912
"Organismal Systems|Endocrine system"	0.00429079029336971	0.00410524479296773	0.00416061607905637	0.00459388308079043	0.00423548900106524	0.00427505850789271	0.00418276755280832	0.00448352136252031
"Human Diseases|Cancers: Overview"	0.00261831180729922	0.00246447212824661	0.00248318726548516	0.00317695574260629	0.00261721146606184	0.00273006220743738	0.00258586835776455	0.00279497458444572
"Cellular Processes|Transport and catabolism"	0.0028007643685842	0.00223907121754214	0.00171968642162257	0.001465282752345	0.00218326560928285	0.0024808669063509	0.00215332745637011	0.00314386469696619
"Human Diseases|Drug resistance: Antineoplastic"	0.00200930647250433	0.00202289633538664	0.00209730591957317	0.00325039820216994	0.00213402350243277	0.00212314809599668	0.00217941431922934	0.00205357612667387
"Organismal Systems|Aging"	0.00180465983454142	0.00164853830687233	0.00155957151671509	0.00240988666317181	0.00177134491923267	0.00189147604994052	0.00183225037239836	0.0020104960247808
"Organismal Systems|Immune system"	0.00194798221846349	0.00176995705943095	0.00171033978905384	0.00167589979827318	0.00184606132814927	0.00187770090945545	0.00180238188376661	0.00211353229927755
"Human Diseases|Endocrine and metabolic diseases"	0.00157088104226881	0.00153753055195141	0.0015960885510545	0.00231744489150362	0.00161929367679746	0.00164471155214273	0.00164378481944589	0.00164400373620478
"Organismal Systems|Environmental adaptation"	0.00130496069128107	0.00119773887201564	0.000994279741521216	0.00209006395571339	0.0013081507949651	0.00138873557247098	0.00142722139583447	0.00160472837316465
"Human Diseases|Cardiovascular diseases"	0.00135177429656963	0.00117837429524609	0.00107729627816934	0.00158450125970627	0.00127347042313907	0.00137081811345725	0.00126822231518304	0.00157249500552063
"Genetic Information Processing|Transcription"	0.00114896751347141	0.00122920609891301	0.00136653972354144	0.000998342944623053	0.00119724488763337	0.00114279638076099	0.00113794243205305	0.00103317088153614
"Organismal Systems|Nervous system"	0.00106603503372758	0.000895031016720055	0.000776686773481371	0.0010856955103	0.000954695527091814	0.00105277451953233	0.000925933730464666	0.00119020077154518
"Human Diseases|Neurodegenerative diseases"	0.000675826866972901	0.000521284649309399	0.000425845427465332	0.00265029059895691	0.000745772573205564	0.000764818874731795	0.000857262708171412	0.00081159161134454
"Human Diseases|Cancers: Specific types"	0.000579694598834586	0.000575726159153896	0.000524037967732541	0.00114566789448256	0.000611665256456911	0.00065614645487961	0.00069781830822924	0.000667141456469728
"Organismal Systems|Digestive system"	0.000665382859800305	0.000567402833795606	0.000513092279169715	0.000781415275161053	0.000641058210310087	0.00071159571906081	0.000660811511761722	0.000827157305730617
"Human Diseases|Infectious diseases: Viral"	0.000374490880647363	0.00032625143804389	0.000318797226833415	0.00127131946563742	0.000423132454365698	0.000417009506012224	0.000470034140256357	0.000421284148948259
"Human Diseases|Immune diseases"	0.000261164167303108	0.000200290801176804	0.000210870766676107	0.000260445065433214	0.000236599488884317	0.000238425765156339	0.00019879991066013	0.000250549002062596
"Human Diseases|Infectious diseases: Parasitic"	0.000189158347783545	0.000121445346297937	8.57238876031273e-05	0.000578972109548859	0.000176100999236982	0.000193330766152875	0.000200079643079319	0.000232107068947725
"Organismal Systems|Excretory system"	0.000158787317454647	0.0001817963980748	0.000113487644240306	5.80799839967609e-05	0.000151321978290262	0.000185366787903392	0.000181077998525317	0.000225072079099901
"Human Diseases|Substance dependence"	0.000114885926275689	6.60716991183152e-05	4.04877852376327e-05	0.000543421143016243	0.000106353714415621	0.000104172125804086	0.000143123187797718	0.000112576480782261
"Organismal Systems|Circulatory system"	6.89098459479312e-05	3.29940848947339e-05	2.27937805171338e-05	0.00052137698239734	8.24323930682671e-05	7.74147233933573e-05	9.94520723248021e-05	8.28993650900268e-05
"Environmental Information Processing|Signaling molecules and interaction"	4.15282988546925e-05	3.49828784387203e-05	2.5265324033648e-05	0.000180298023765452	5.01100091067541e-05	5.08537745507613e-05	6.27519590651604e-05	5.8863265524167e-05
"Metabolism|Chemical structure transformation maps"	1.94142769756697e-05	9.00446164975268e-06	6.96673719696833e-06	0.000169877367190264	2.59664981356448e-05	2.3659711998644e-05	3.21213542577215e-05	2.48584889448788e-05
"Organismal Systems|Development"	1.81403394571022e-05	1.312603739031e-05	1.12815909796865e-05	1.11358090846253e-05	1.49631851132581e-05	1.86806455120978e-05	1.30559227367035e-05	3.01539338197375e-05
