"Taxa"	"hamlet11"	"hamlet17"	"hamlet22"	"hamlet25"	"hamlet31"	"hamlet41"	"hamlet59"	"hamlet67"
"chemoheterotrophy"	0.301837875208849	0.298744712784827	0.149714644552389	0.318252730109204	0.249512816669165	0.271375244415477	0.240626508609129	0.262758718457613
"anaerobic_chemoheterotrophy"	0.297804920205105	0.27977896029472	0.148846572964187	0.310842433697348	0.231224703942437	0.257628725484387	0.23499436785925	0.208959455628012
"fermentation"	0.297804920205105	0.27977896029472	0.148865042572447	0.310842433697348	0.231224703942437	0.257450968774071	0.23499436785925	0.208959455628012
"animal_parasites_or_symbionts"	0.0267327303105375	0.0714285714285714	0.135271410893375	0.0249609984399376	0.0857442662269525	0.0548083190140428	0.0872177224695596	0.138644740572725
"human_associated"	0.0231606844500778	0.015963978714695	0.132168516705761	0.00910036401456058	0.0531404587018438	0.0391657285062511	0.0590033792844499	0.0409696626027786
"human_gut"	0.0217203433773117	0.01541820166462	0.0102321629758233	0.00890535621424857	0.0447459151551492	0.0331812525922854	0.044091616156198	0.0400481996030621
"mammal_gut"	0.0217203433773117	0.01541820166462	0.0102321629758233	0.00890535621424857	0.0447459151551492	0.0331812525922854	0.044091616156198	0.0400481996030621
"human_pathogens_all"	0.00247738664515757	0.000613999181334425	0.129508893116377	0.000195007800312012	0.00966871533503223	0.0199680037921432	0.0224749235638041	0.00170116246101503
"nitrate_reduction"	0.00138272742985539	0.000272888525037522	0.121954823338197	6.50026001040042e-05	0.0182131614450607	0.0116726906440718	0.0148044842568256	0.00113410830734335
"aerobic_chemoheterotrophy"	0.00403295500374489	0.0188975303588484	0.000868071588201614	0.00741029641185647	0.0182881127267276	0.0137465189310896	0.00568578018559245	0.0537992628296002
"human_pathogens_gastroenteritis"	0.000979431929480901	0	0.0121530022348226	6.50026001040042e-05	0.000974366661669915	0.00237008947087753	0.00906506463552003	0.000637935922880635
"xylanolysis"	0.000172840928731924	0.000682221312593806	5.54088247788264e-05	0.000195007800312012	0.00172387947833908	0.0020145760502459	0.000858230971410181	0.00170116246101503
"reductive_acetogenesis"	0.000172840928731924	0.000955109837631328	0	0.000260010400416017	0.000524658971668416	0.00171831486638621	0.000321836614278818	0.000283527076835838
"human_pathogens_diarrhea"	0	0.000409332787556283	1.84696082596088e-05	0	0.0022485384500075	0	0.000375476049991954	0
"human_pathogens_pneumonia"	0	0.000409332787556283	0	0	0.0022485384500075	0	0.000375476049991954	0
"human_pathogens_septicemia"	0	0.000409332787556283	0	0	0.0022485384500075	0	0.000375476049991954	0
"ureolysis"	0	0.000409332787556283	0	0	0.0022485384500075	0	0.000375476049991954	0
"cellulolysis"	0	0.000409332787556283	1.84696082596088e-05	0	0.000674561535002249	0.00154055815607039	5.36394357131363e-05	0.000283527076835838
"plant_pathogen"	0	0	0	0	0.00022485384500075	0	0.000214557742852545	0
"dark_hydrogen_oxidation"	0	0	0	0	0	0.000177756710315814	0	7.08817692089595e-05
"nitrate_respiration"	0	0	1.84696082596088e-05	0	7.49512816669165e-05	0	0	0
"nitrite_ammonification"	0	0	1.84696082596088e-05	0	7.49512816669165e-05	0	0	0
"nitrite_respiration"	0	0	1.84696082596088e-05	0	7.49512816669165e-05	0	0	0
"nitrogen_respiration"	0	0	1.84696082596088e-05	0	7.49512816669165e-05	0	0	0
"nitrate_ammonification"	0	0	0	0	7.49512816669165e-05	0	0	0
"fumarate_respiration"	0	0	1.84696082596088e-05	0	0	0	0	0
