"Taxa"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"chemoheterotrophy"	0.227996231467248	0.296114825916532	0.291693635382956	0.309337721102427	0.296033202969112	0.270498877956154
"anaerobic_chemoheterotrophy"	0.211831209401497	0.285738990085312	0.255735346997483	0.303373097490745	0.269295235054673	0.24287933713102
"fermentation"	0.211831209401497	0.285738990085312	0.255735346997483	0.303373097490745	0.269295235054673	0.24287933713102
"animal_parasites_or_symbionts"	0.118361679972232	0.0583928983168089	0.0824163969795038	0.0486082544906074	0.115651688083646	0.141147361758444
"human_associated"	0.0581643278623494	0.0184459303666129	0.0212873067241999	0.00952968600027424	0.00590629739005507	0.0242246389320444
"aerobic_chemoheterotrophy"	0.016165022065751	0.0103758358312197	0.0359582883854728	0.00596462361168244	0.0266581530848432	0.0276195408251338
"human_gut"	0.0376853275152477	0.0142379525017293	0.0170442286947141	0.00829562594268477	0.00502833426450635	0.0230162840209448
"mammal_gut"	0.0376853275152477	0.0142379525017293	0.0170442286947141	0.00829562594268477	0.00502833426450635	0.0230162840209448
"human_pathogens_all"	0.0417513760103139	0.00749365921143648	0.00438691118302769	0.00164541341011929	0.00151648176231144	0.00149605846136141
"nitrate_reduction"	0.0203798284325879	0.00403504726769656	0.000287666307083783	0.000479912244618127	0.0024742597174555	0.000748029230680707
"human_pathogens_gastroenteritis"	0.0176526007834581	0.00328568134655292	0	0.000274235568353215	7.98148295953388e-05	0.000345244260314172
"xylanolysis"	0.000347101700798334	0.000979940050726309	0.00100683207479324	0.000411353352529823	0.00111740761433474	0.00189884343172795
"human_pathogens_diarrhea"	0	0	0.0040992448759439	0	0	0
"human_pathogens_pneumonia"	0	0	0.0040992448759439	0	0	0
"human_pathogens_septicemia"	0	0	0.0040992448759439	0	0	0
"ureolysis"	0	0	0.0040992448759439	0	0	0
"cellulolysis"	0.000148757871770715	0.000518791791560987	0.000791082344480403	0.000205676676264912	0.000478888977572033	0.000172622130157086
"reductive_acetogenesis"	0	0.000403504726769657	0.000215749730312837	0.000205676676264912	0	5.7540710052362e-05
"nitrate_ammonification"	0	0	0	0	0.000239444488786016	0
"nitrate_respiration"	0	0	0	0	0.000239444488786016	0
"nitrite_ammonification"	0	0	0	0	0.000239444488786016	0
"nitrite_respiration"	0	0	0	0	0.000239444488786016	0
"nitrogen_respiration"	0	0	0	0	0.000239444488786016	0
"plant_pathogen"	0	0	0	0	0.000239444488786016	0
