"Taxa"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"Metabolism|Global and overview maps"	0.380085019825156	0.381508704647291	0.384199983811738	0.385848584699832	0.395233328219577	0.374790014465843
"Metabolism|Carbohydrate metabolism"	0.110663128762886	0.110670152265683	0.106870512064381	0.11119381126392	0.10592080097937	0.10897530567506
"Environmental Information Processing|Membrane transport"	0.0695823940843781	0.0738492619266428	0.0634869495219737	0.0758937064548669	0.0575049813172971	0.0615017767021142
"Metabolism|Amino acid metabolism"	0.0614219394681503	0.0636379231102201	0.0629728610844647	0.0650074206027073	0.0669706792759895	0.0600783165866415
"Environmental Information Processing|Signal transduction"	0.0465926585353572	0.0467873765463262	0.0470514056504569	0.0463024293020834	0.0404904288418291	0.0523657243737998
"Cellular Processes|Cellular community - prokaryotes"	0.0437648278087513	0.0428325129179467	0.0446364634389783	0.0411294225866496	0.0401307958604146	0.043946940969912
"Metabolism|Energy metabolism"	0.0373319391650397	0.0369081320913937	0.0376966645245886	0.0373939762469414	0.0374631981581733	0.0374522098470063
"Metabolism|Metabolism of cofactors and vitamins"	0.0360852215332032	0.0340747638447906	0.0365165596521366	0.0342982643155822	0.0377805178025276	0.0348601698950092
"Metabolism|Nucleotide metabolism"	0.0266110841521408	0.0262650532719892	0.0265315684127425	0.0261127435998292	0.0276165541135775	0.0263735075321874
"Metabolism|Lipid metabolism"	0.0201563088173108	0.0198985075642796	0.0199891094696015	0.0189806828178903	0.0197507299198905	0.0224873292470564
"Genetic Information Processing|Translation"	0.01944259214305	0.0192818969280864	0.0202331492769063	0.019548226282286	0.0215115695637991	0.0198613261071487
"Genetic Information Processing|Replication and repair"	0.0185815037256165	0.0183634283779521	0.0193207442233306	0.0183914423903238	0.0199383484456826	0.0195722556521458
"Metabolism|Glycan biosynthesis and metabolism"	0.014426337195383	0.0148860246696523	0.0143399052407075	0.0133481789626609	0.0151413812400374	0.0176244939789995
"Metabolism|Biosynthesis of other secondary metabolites"	0.0126022996829692	0.012865722366515	0.0127579178002957	0.0127809584189941	0.0127374351194831	0.014029451411749
"Metabolism|Metabolism of other amino acids"	0.0129392747750557	0.0127867152810378	0.0128918798370935	0.0126551385799578	0.0134457774985165	0.0126412605368416
