"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"chemoheterotrophy"	0.297130380536494	0.144396745280477	0.206684951885082	0.20125786163522	0.235530167123029	0.235438518187904	0.174841437632135	0.229722534461338	0.169603524229075
"fermentation"	0.281846537741734	0.143678264149588	0.198642554971875	0.189836477987421	0.228967991691058	0.227136799821468	0.17109634551495	0.216115482458735	0.165761704743366
"anaerobic_chemoheterotrophy"	0.281846537741734	0.143552529951682	0.198596067128446	0.189836477987421	0.228967991691058	0.226913635349252	0.171035940803383	0.216115482458735	0.165736092613462
"animal_parasites_or_symbionts"	0.0604491578290705	0.121692741544375	0.0882804146715634	0.0956981132075472	0.0868189972618261	0.0901138138808302	0.100845665961945	0.12453410637165	0.125012806064952
"human_associated"	0.0205864004990643	0.119734880462702	0.0809818232532193	0.0832704402515723	0.0630724199792276	0.0626199509038161	0.0947145877378435	0.0624149559249837	0.0964040569613769
"human_gut"	0.0202744853399875	0.0448332225674923	0.0721491330017201	0.0792452830188679	0.0615617033330186	0.0494086141486275	0.0645122319540924	0.0549014967757203	0.0730970187480791
"mammal_gut"	0.0202744853399875	0.0448332225674923	0.0721491330017201	0.0792452830188679	0.0615617033330186	0.0494086141486275	0.0645122319540924	0.0549014967757203	0.0730970187480791
"nitrate_reduction"	0.000374298190892077	0.0752249744041097	0.0539258983775743	0.0594213836477987	0.021622131998867	0.0207989288105334	0.06795530051344	0.00763178134059043	0.0729433459686507
"human_pathogens_all"	0.000810979413599501	0.0991144720061789	0.0119008879178095	0.00538364779874214	0.00169955622698518	0.0165141709439857	0.0427967381455754	0.00987990297580311	0.0320919987706178
"human_pathogens_gastroenteritis"	0.000187149095446039	0.061034972069046	0.00701966435777044	0.00316981132075472	0.00122745727504485	0.0107118946663691	0.0250679553005134	0.00455540436608886	0.019593279377113
"aerobic_chemoheterotrophy"	0.0153462258265752	0.000844215328794927	0.00808888475663614	0.0113710691823899	0.00656217543197054	0.00856951573309529	0.00380549682875264	0.0136070520026031	0.00389304374551788
"xylanolysis"	0.000623830318153462	0.000161658254450092	0.000464878434289433	0.000855345911949686	0.00174676612217921	0.00116045525552332	0.000573844759891271	0.00272141040052062	0.000665915377522795
"plant_pathogen"	0	0	4.64878434289433e-05	0.000452830188679245	4.72098951940327e-05	0	0.000634249471458774	0.00242560492220316	0.00133183075504559
"nitrate_respiration"	6.23830318153462e-05	0.000125734197905627	0	0	0	4.46328944432046e-05	0.00329205678042887	0	0.000102448519618892
"nitrogen_respiration"	6.23830318153462e-05	0.000125734197905627	0	0	0	4.46328944432046e-05	0.00329205678042887	0	0.000102448519618892
"nitrite_ammonification"	0	0.000125734197905627	0	0	0	4.46328944432046e-05	0.00329205678042887	0	0.000102448519618892
"nitrite_respiration"	0	0.000125734197905627	0	0	0	4.46328944432046e-05	0.00329205678042887	0	0.000102448519618892
"nitrate_ammonification"	0	0	0	0	0	0	0.00323165206886137	0	0.000102448519618892
"reductive_acetogenesis"	0	5.38860848166975e-05	0.00027892706057366	0.000352201257861635	0	0.000624860522204865	0.000120809423135005	0.000414127669644442	7.68363897141686e-05
"cellulolysis"	0	7.184811308893e-05	4.64878434289433e-05	0.000352201257861635	0.000472098951940327	0.000178531577772819	0.000120809423135005	5.91610956634917e-05	0.00017928490933306
"human_pathogens_diarrhea"	0	0.000125734197905627	0.000185951373715773	5.0314465408805e-05	0	4.46328944432046e-05	0.00027182120205376	0	0
"human_pathogens_pneumonia"	0	0	0.000185951373715773	5.0314465408805e-05	0	0	0.000211416490486258	0	0
"human_pathogens_septicemia"	0	0	0.000185951373715773	5.0314465408805e-05	0	0	0.000211416490486258	0	0
"ureolysis"	0	0	0.000185951373715773	5.0314465408805e-05	0	0	0.000211416490486258	0	0
"dark_hydrogen_oxidation"	6.23830318153462e-05	1.79620282722325e-05	0	5.0314465408805e-05	0.000141629685582098	0.000133898683329614	3.02023557837511e-05	0	0
"fumarate_respiration"	6.23830318153462e-05	0.000125734197905627	0	0	0	4.46328944432046e-05	3.02023557837511e-05	0	0
