"Taxa"	"kubo14"	"kubo15"	"kubo21"	"kubo30"	"kubo48"	"kubo58"
"Metabolism|Global and overview maps|Metabolic pathways"	0.143134934172844	0.146712515267119	0.14791490418546	0.147935921927985	0.151634782250361	0.148486639454308
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0585004156828217	0.0625331485504147	0.0627547955780088	0.0632725636542507	0.0638162995409684	0.0628402550708581
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0540765763576484	0.0571475473482652	0.0559512846348893	0.0570994699745404	0.0473922022491701	0.0406316516996197
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0543617430078628	0.0511144306110679	0.0511152020632808	0.0510381483073339	0.0482066829504046	0.0471306051252647
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.0457074650790768	0.0486047184160688	0.049879219949679	0.0500954971323975	0.0504907470864231	0.0496909046799087
"Environmental Information Processing|Signal transduction|Two-component system"	0.0433049610486957	0.0433590358359806	0.0422726461539113	0.0392793017836512	0.0410224508581424	0.0470761189447817
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0255626783906048	0.0302704888164063	0.0315226431695054	0.0319498123996003	0.0314595884487268	0.0290330853174354
"Metabolism|Global and overview maps|Carbon metabolism"	0.0246800417657314	0.0253242214504929	0.0258554556513681	0.0255300848697782	0.0258321979177831	0.0248056060034686
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0227553250558471	0.0262852471611464	0.024669123231683	0.0249530544296857	0.0225062970705307	0.0237580880331109
"Metabolism|Carbohydrate metabolism|Amino sugar and nucleotide sugar metabolism"	0.0160428117319621	0.0162578986799012	0.0151195267625855	0.01522018539139	0.0155641829090726	0.0146494209867614
"Metabolism|Nucleotide metabolism|Purine metabolism"	0.0146590429925608	0.0148925465953668	0.0151649703759238	0.0152827467250281	0.0158008734705586	0.0156610552190295
"Environmental Information Processing|Membrane transport|Phosphotransferase system (PTS)"	0.0211127684757944	0.0181138692598825	0.0150140275536459	0.0169159755059562	0.0116006673517855	0.00854061312563769
"Genetic Information Processing|Translation|Ribosome"	0.00946408695432156	0.0112626337788009	0.0118168494246954	0.0121740254954107	0.0131442421464516	0.0129988328009085
"Metabolism|Carbohydrate metabolism|Glycolysis / Gluconeogenesis"	0.0125658304608599	0.0122976857646194	0.0116923556441289	0.0120007254028959	0.0113824841222444	0.0108297841245931
"Metabolism|Carbohydrate metabolism|Starch and sucrose metabolism"	0.0100838691411539	0.0133209899654537	0.011996322516732	0.0122996686947275	0.0115304305094324	0.00992452162745953
"Metabolism|Nucleotide metabolism|Pyrimidine metabolism"	0.0109539002933517	0.0112334351984012	0.0114762600206982	0.0116091517367104	0.0121820613352495	0.0115599942630172
"Metabolism|Carbohydrate metabolism|Pyruvate metabolism"	0.0107110109863363	0.010751200049756	0.0112432305699298	0.0112493271593009	0.0109225048686342	0.0103422454952174
"Metabolism|Carbohydrate metabolism|Fructose and mannose metabolism"	0.013228002935196	0.0112518101281375	0.0100201525620489	0.0101320032895941	0.00905671467352877	0.0080170508063255
"Metabolism|Carbohydrate metabolism|Glyoxylate and dicarboxylate metabolism"	0.0088376488354033	0.00885026614786978	0.00886078287453912	0.00871664219901387	0.0087410646511088	0.00862359479153875
"Metabolism|Amino acid metabolism|Cysteine and methionine metabolism"	0.00711780200070981	0.00866180551520154	0.00883785448781496	0.00908119748161374	0.00910140714421195	0.00845333581196902
"Metabolism|Energy metabolism|Carbon fixation pathways in prokaryotes"	0.00750553910565245	0.00850564490439967	0.00847955232997055	0.00842653134085137	0.00863009646397122	0.00784627820691524
"Metabolism|Carbohydrate metabolism|Propanoate metabolism"	0.00848506494098271	0.00809120083474912	0.00809961685462452	0.00807684679699905	0.0076265996997141	0.00718247754408284
"Metabolism|Amino acid metabolism|Glycine, serine and threonine metabolism"	0.00691173402136756	0.00770101220882004	0.0078183248904398	0.00780631512839169	0.00811807683573961	0.00795768465554175
"Metabolism|Energy metabolism|Methane metabolism"	0.00752514967253529	0.0076951414664071	0.00770781557731028	0.0075825638579378	0.00750672554656933	0.00677262375107084
"Metabolism|Carbohydrate metabolism|Galactose metabolism"	0.00767259459988638	0.0077139624667523	0.00718442971409476	0.00676561767697716	0.00733990685541396	0.00648255252395939
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Escherichia coli"	0.00869401830150062	0.00642735903464072	0.00639451677926745	0.00626397455264711	0.00624352453915888	0.00753499236732156
"Metabolism|Carbohydrate metabolism|Butanoate metabolism"	0.00827101544677613	0.00656309452405075	0.00700697313862673	0.00715244281728505	0.00648076159881602	0.00590534350961646
"Metabolism|Amino acid metabolism|Alanine, aspartate and glutamate metabolism"	0.00650272067916119	0.00634777135607635	0.0066241135411959	0.00659406792229361	0.00691958237456128	0.00700728131302199
"Metabolism|Energy metabolism|Oxidative phosphorylation"	0.00657870292343113	0.00592855464575881	0.00598789041326022	0.00593171151989243	0.00698429630982103	0.00858157742408018
