"Taxa"	"jarjarbinks14"	"jarjarbinks15"	"jarjarbinks21"	"jarjarbinks29"	"jarjarbinks32"	"jarjarbinks44"	"jarjarbinks49"	"jarjarbinks68"
"chemoheterotrophy"	0.246658865553982	0.242803504380476	0.280385012779379	0.260807668580648	0.224953431462069	0.17548973880597	0.267032181168057	0.266815144766147
"fermentation"	0.241485496089179	0.237015018773467	0.273315569090217	0.252977744032648	0.216187589028087	0.155288013059701	0.256066746126341	0.235882207374412
"anaerobic_chemoheterotrophy"	0.241362320625731	0.237015018773467	0.273315569090217	0.252977744032648	0.216078015997662	0.155200559701493	0.256066746126341	0.235882207374412
"animal_parasites_or_symbionts"	0.0784627702161729	0.0798654568210263	0.0734134536951438	0.0670526265837802	0.0945250009131086	0.127186333955224	0.0762812872467223	0.0873546151942588
"human_associated"	0.0614029685286691	0.0644555694618273	0.027135787699168	0.0431832202344232	0.0645019905767194	0.0960529384328358	0.0372824791418355	0.0397921306607275
"human_gut"	0.0529038615507791	0.046229662077597	0.0186524552721736	0.0210696151473449	0.0266992950801709	0.0894647854477612	0.0244576877234803	0.0207869339272457
"mammal_gut"	0.0529038615507791	0.046229662077597	0.0186524552721736	0.0210696151473449	0.0266992950801709	0.0894647854477612	0.0244576877234803	0.0207869339272457
"nitrate_reduction"	0.00812958058754696	0.0179130162703379	0.0084833324269944	0.0221136050870782	0.0379487928704482	0.07421875	0.013492252681764	0.0194506310319228
"human_pathogens_all"	0.00856069470961384	0.0183041301627034	0.0121811952797868	0.0317467849855265	0.0515723729865956	0.00944496268656716	0.0171632896305125	0.023162583518931
"aerobic_chemoheterotrophy"	0.00529654492825029	0.00578848560700876	0.007069443689162	0.00778247045983011	0.00887541546440703	0.0202891791044776	0.0109654350417163	0.0309329373917347
"human_pathogens_gastroenteritis"	0.000369526390343044	0.0017991239048811	0.00712382402523248	0.0189341811797086	0.0295116695277402	0.00577192164179104	0.0114421930870083	0.0155902004454343
"xylanolysis"	0.00104699143930529	0.00148623279098874	5.43803360704769e-05	0	0.000876584243398225	0.000874533582089552	0.00219308700834327	0.00178173719376392
"reductive_acetogenesis"	0.000615877317238406	0.000782227784730914	0.000217521344281908	0.000284724529018175	0.000511340808648965	8.74533582089552e-05	0.00123957091775924	0.000494926998267756
"cellulolysis"	6.15877317238406e-05	0	0	0	0.000401767778224186	2.91511194029851e-05	0.00185935637663886	0.000989853996535511
"human_pathogens_diarrhea"	0.000184763195171522	7.82227784730914e-05	0	0	0.000109573030424778	2.91511194029851e-05	0	4.94926998267756e-05
"nitrate_respiration"	0	0	0	0	0.000109573030424778	0.00017490671641791	0	4.94926998267756e-05
"nitrite_ammonification"	0	0	0	0	0.000109573030424778	0.00017490671641791	0	4.94926998267756e-05
"nitrite_respiration"	0	0	0	0	0.000109573030424778	0.00017490671641791	0	4.94926998267756e-05
"nitrogen_respiration"	0	0	0	0	0.000109573030424778	0.00017490671641791	0	4.94926998267756e-05
"human_pathogens_pneumonia"	0.000184763195171522	7.82227784730914e-05	0	0	0	0	0	0
"human_pathogens_septicemia"	0.000184763195171522	7.82227784730914e-05	0	0	0	0	0	0
"ureolysis"	0.000184763195171522	7.82227784730914e-05	0	0	0	0	0	0
"fumarate_respiration"	0	0	0	0	0.000109573030424778	2.91511194029851e-05	0	4.94926998267756e-05
"plant_pathogen"	0	0	0	0	0	0.00017490671641791	0	0
"nitrate_ammonification"	0	0	0	0	0	0.00011660447761194	0	0
"dark_hydrogen_oxidation"	0	0	0	0	0	8.74533582089552e-05	0	0
