"ID"	"Function"
"fpt1"	"dark_hydrogen_oxidation"
"fpt2"	"cellulolysis"
"fpt3"	"xylanolysis"
"fpt4"	"fermentation"
"fpt5"	"aerobic_chemoheterotrophy"
"fpt6"	"human_pathogens_septicemia"
"fpt7"	"human_pathogens_pneumonia"
"fpt8"	"human_pathogens_gastroenteritis"
"fpt9"	"human_pathogens_diarrhea"
"fpt10"	"human_pathogens_all"
"fpt11"	"human_gut"
"fpt12"	"human_associated"
"fpt13"	"mammal_gut"
"fpt14"	"animal_parasites_or_symbionts"
"fpt15"	"nitrate_reduction"
"fpt16"	"ureolysis"
"fpt17"	"reductive_acetogenesis"
"fpt18"	"chemoheterotrophy"
"fpt19"	"anaerobic_chemoheterotrophy"
