flow_cell_id,experiment_id,kit,barcode,alias
AUD789,HDZ-PL-002,SQK-16S114-24,barcode01,HDZ-076-S24
AUD789,HDZ-PL-002,SQK-16S114-24,barcode02,HDZ-079-S25
AUD789,HDZ-PL-002,SQK-16S114-24,barcode03,HDZ-068-S26
AUD789,HDZ-PL-002,SQK-16S114-24,barcode04,HDZ-078-S27
AUD789,HDZ-PL-002,SQK-16S114-24,barcode05,HDZ-015-S28
AUD789,HDZ-PL-002,SQK-16S114-24,barcode06,HDZ-070-S29
AUD789,HDZ-PL-002,SQK-16S114-24,barcode07,HDZ-018-S30
AUD789,HDZ-PL-002,SQK-16S114-24,barcode08,HDZ-022-S31
AUD789,HDZ-PL-002,SQK-16S114-24,barcode09,HDZ-027-S32
AUD789,HDZ-PL-002,SQK-16S114-24,barcode10,HDZ-039-S33
AUD789,HDZ-PL-002,SQK-16S114-24,barcode11,HDZ-072-S34
AUD789,HDZ-PL-002,SQK-16S114-24,barcode12,HDZ-084-S35
AUD789,HDZ-PL-002,SQK-16S114-24,barcode13,HDZ-028-S36
AUD789,HDZ-PL-002,SQK-16S114-24,barcode14,HDZ-030-S37
AUD789,HDZ-PL-002,SQK-16S114-24,barcode15,PL-NTC-002-CTRL
AUD789,HDZ-PL-002,SQK-16S114-24,barcode16,HDZ-077-S38
AUD789,HDZ-PL-002,SQK-16S114-24,barcode17,HDZ-083-S39
AUD789,HDZ-PL-002,SQK-16S114-24,barcode18,HDZ-081-S40
AUD789,HDZ-PL-002,SQK-16S114-24,barcode19,HDZ-082-S41
AUD789,HDZ-PL-002,SQK-16S114-24,barcode20,HDZ-086-S42
AUD789,HDZ-PL-002,SQK-16S114-24,barcode21,HDZ-033-S43
AUD789,HDZ-PL-002,SQK-16S114-24,barcode22,HDZ-034-S44
AUD789,HDZ-PL-002,SQK-16S114-24,barcode23,HDZ-038-S45
AUD789,HDZ-PL-002,SQK-16S114-24,barcode24,HDZ-032-S46
