flow_cell_id,experiment_id,kit,barcode,alias
AVI490,HDZ-PL-006,SQK-16S114-24,barcode01,HDZ-307-S116
AVI490,HDZ-PL-006,SQK-16S114-24,barcode02,HDZ-308-S117
AVI490,HDZ-PL-006,SQK-16S114-24,barcode03,HDZ-309-S118
AVI490,HDZ-PL-006,SQK-16S114-24,barcode04,HDZ-310-S119
AVI490,HDZ-PL-006,SQK-16S114-24,barcode05,HDZ-311-S120
AVI490,HDZ-PL-006,SQK-16S114-24,barcode06,HDZ-312-S121
AVI490,HDZ-PL-006,SQK-16S114-24,barcode07,HDZ-223-S122
AVI490,HDZ-PL-006,SQK-16S114-24,barcode08,HDZ-224-S123
AVI490,HDZ-PL-006,SQK-16S114-24,barcode09,HDZ-226-S124
AVI490,HDZ-PL-006,SQK-16S114-24,barcode10,HDZ-313-S125
AVI490,HDZ-PL-006,SQK-16S114-24,barcode11,HDZ-314-S126
AVI490,HDZ-PL-006,SQK-16S114-24,barcode12,HDZ-315-S127
AVI490,HDZ-PL-006,SQK-16S114-24,barcode13,HDZ-227-S128
AVI490,HDZ-PL-006,SQK-16S114-24,barcode14,HDZ-228-S129
AVI490,HDZ-PL-006,SQK-16S114-24,barcode15,HDZ-229-S130
AVI490,HDZ-PL-006,SQK-16S114-24,barcode16,HDZ-320-S131
AVI490,HDZ-PL-006,SQK-16S114-24,barcode17,HDZ-321-S132
AVI490,HDZ-PL-006,SQK-16S114-24,barcode18,HDZ-322-S133
AVI490,HDZ-PL-006,SQK-16S114-24,barcode19,HDZ-323-S134
AVI490,HDZ-PL-006,SQK-16S114-24,barcode20,HDZ-324-S135
AVI490,HDZ-PL-006,SQK-16S114-24,barcode21,HDZ-325-S136
AVI490,HDZ-PL-006,SQK-16S114-24,barcode22,HDZ-326-S137
AVI490,HDZ-PL-006,SQK-16S114-24,barcode23,HDZ-327-S138
AVI490,HDZ-PL-006,SQK-16S114-24,barcode24,PL-NTC-006-CTRL
