flow_cell_id,experiment_id,kit,barcode,alias
AXK913,PL10-11,NA,barcode01,HDZ-362-S208
AXK913,PL10-11,NA,barcode02,HDZ-363-S209
AXK913,PL10-11,NA,barcode03,HDZ-364-S210
AXK913,PL10-11,NA,barcode04,HDZ-365-S211
AXK913,PL10-11,NA,barcode05,HDZ-366-S212
AXK913,PL10-11,NA,barcode06,HDZ-367-S213
AXK913,PL10-11,NA,barcode07,HDZ-368-S214
AXK913,PL10-11,NA,barcode08,HDZ-369-S215
AXK913,PL10-11,NA,barcode09,HDZ-370-S216
AXK913,PL10-11,NA,barcode10,HDZ-371-S217
AXK913,PL10-11,NA,barcode11,HDZ-372-S218
AXK913,PL10-11,NA,barcode12,HDZ-373-S219
AXK913,PL10-11,NA,barcode13,HDZ-416-S220
AXK913,PL10-11,NA,barcode14,HDZ-417-S221
AXK913,PL10-11,NA,barcode15,HDZ-421-S222
AXK913,PL10-11,NA,barcode16,HDZ-423-S223
AXK913,PL10-11,NA,barcode17,HDZ-424-S224
AXK913,PL10-11,NA,barcode18,HDZ-425-S225
AXK913,PL10-11,NA,barcode19,HDZ-426-S226
AXK913,PL10-11,NA,barcode20,HDZ-431-S227
AXK913,PL10-11,NA,barcode21,HDZ-432-S228
AXK913,PL10-11,NA,barcode22,HDZ-433-S229
AXK913,PL10-11,NA,barcode23,HDZ-434-S230
AXK913,PL10-11,NA,barcode24,PL-NTC-010-CTRL
