flow_cell_id,experiment_id,kit,barcode,alias,seqrun
AVI712,HDZ-PL-005,SQK-16S114-24,barcode01,HDZ-002-S93,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode02,HDZ-036-S94,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode03,HDZ-096-S95,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode04,HDZ-102-S96,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode05,HDZ-105-S97,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode06,HDZ-179-S98,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode07,HDZ-180-S99,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode08,HDZ-200-S100,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode09,HDZ-205-S101,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode10,HDZ-207-S102,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode11,HDZ-208-S103,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode12,HDZ-209-S104,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode13,HDZ-210-S105,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode14,HDZ-211-S106,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode15,HDZ-213-S107,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode16,HDZ-215-S108,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode17,HDZ-222-S109,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode18,HDZ-301-S110,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode19,HDZ-302-S111,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode20,HDZ-303-S112,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode21,HDZ-304-S113,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode22,HDZ-305-S114,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode23,HDZ-306-S115,hdz5
AVI712,HDZ-PL-005,SQK-16S114-24,barcode24,PL-NTC-005-CTRL,hdz5
