"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"nitrite_ammonification"
"fpt5"	"nitrite_respiration"
"fpt6"	"cellulolysis"
"fpt7"	"xylanolysis"
"fpt8"	"fermentation"
"fpt9"	"aerobic_chemoheterotrophy"
"fpt10"	"human_pathogens_septicemia"
"fpt11"	"human_pathogens_pneumonia"
"fpt12"	"human_pathogens_gastroenteritis"
"fpt13"	"human_pathogens_diarrhea"
"fpt14"	"human_pathogens_all"
"fpt15"	"human_gut"
"fpt16"	"human_associated"
"fpt17"	"mammal_gut"
"fpt18"	"animal_parasites_or_symbionts"
"fpt19"	"nitrate_respiration"
"fpt20"	"nitrate_reduction"
"fpt21"	"nitrogen_respiration"
"fpt22"	"fumarate_respiration"
"fpt23"	"ureolysis"
"fpt24"	"reductive_acetogenesis"
"fpt25"	"chemoheterotrophy"
"fpt26"	"anaerobic_chemoheterotrophy"
