"ID"	"Function"
"fpt1"	"dark_hydrogen_oxidation"
"fpt2"	"nitrate_ammonification"
"fpt3"	"nitrite_ammonification"
"fpt4"	"nitrite_respiration"
"fpt5"	"cellulolysis"
"fpt6"	"xylanolysis"
"fpt7"	"fermentation"
"fpt8"	"aerobic_chemoheterotrophy"
"fpt9"	"human_pathogens_gastroenteritis"
"fpt10"	"human_pathogens_diarrhea"
"fpt11"	"human_pathogens_all"
"fpt12"	"human_gut"
"fpt13"	"human_associated"
"fpt14"	"mammal_gut"
"fpt15"	"animal_parasites_or_symbionts"
"fpt16"	"plant_pathogen"
"fpt17"	"nitrate_respiration"
"fpt18"	"nitrate_reduction"
"fpt19"	"nitrogen_respiration"
"fpt20"	"fumarate_respiration"
"fpt21"	"reductive_acetogenesis"
"fpt22"	"chemoheterotrophy"
"fpt23"	"anaerobic_chemoheterotrophy"
